,ID,Angle,Ra_hh_,Ra_mm_,Ra_ss_,Dec_deg_,Dec_mm_,Dec_ss_,X,Y,x_1,x_2,utc_mu,year_jst_mu,month_jst_mu,day_jst_mu,hour_jst_mu,minute_jst_mu,second_jst_mu,duration,alt_start,alt_end,azimuth_radiant,zenith_radiant,velocity,n_data_interferometry,n_data_doppler,azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso,exposure_starting_time_tomoe,year_tomoe,month_tomoe,day_tomoe,hh_UT__tomoe,mm_tomoe,ss_tomoe,ra1_deg_,dec1_deg_,ra2_deg_,dec2_deg_,az1_deg_,el1_deg_,az2_deg_,el2_deg_,az_middle_deg_,el_middle_deg_,az3_deg__mu_at_kiso,el3_deg__mu_at_kiso,az4_deg__mu_at_kiso,el4_deg__mu_at_kiso,az_intersection,el_intersection,distance_modified,vector_az,vector_el,theta,az3_deg__tomoe,el3_deg__tomoe,az4_deg__tomoe,el4_deg__tomoe,az1_intersection_tomoe,el1_intersection_tomoe,az2_intersection_tomoe,el2_intersection_tomoe,az1_intersection_mu,el1_intersection_mu,az2_intersection_mu,el2_intersection_mu,percentage,Event_Number,MJD,Begining_time_of_the_event_YYYY,MM,DD,hh,mm,ss_ssssss,Duratin_s_,Radiant_Right_Ascension_,Radiant_Declination_,Radiant_Azimuth_,Radiant_Zenith_,Radiant_Azimuth__uncorrected,Radiant_Zenith__uncorrected,Zenith_angle_correction,Initial_velocity_observed__km_s_,Initial_velocity_geocentric__km_s_,RCS_dBsm_at_max_SNR,SNR_max_dB_,Beginning_height_km_,EndHeight_km_,AzimuthOfMeteorStartPoint,ZenithOfMeteorStartPoint,AzimuthOfMeteorEndPoint,ZenithOfMeteorEndPoint,x6ParametersForOrbit,x6ParametersForOrbit_1,x6ParametersForOrbit_2,x6ParametersForOrbit_3,x6ParametersForOrbit_4,x6ParametersForOrbit_5,Period_yr_,HeliocentricVelocity_km_s_,Radiant_eclipticLongitude_,Radiant_eclipticLatitude_,SolarLongitude,RAError,decError,azError,zeError,velocityError,aError,eError,qError,iError,omegaError,PError,heliocentricVelocityError,radiant_eclipticLongitude_,radiant_eclipticLatitude_,HammerX,HammerY,TimeFromPerihelion_days_,x_start_km_,y_start_km_,z_start_km_,x_end_km_,y_end_km_,z_end_km_,incidence_angle_deg_,line_intensity,flux_meteor,mag_vr,mag_err,star_num,abs_mag
230,588121_046,135.5,14,19,58.8401,-9,24,28.699,36,21,18,47,2018-04-18T18:35:17.878,2018,4,19,3,35,17.87816,0.34631999999999996,99.07265799999999,88.57646700000001,55.30573100000001,42.357919,42.004771000000005,56,111,234.65004,29.403160999999997,196255.3265,234.740758,25.362481,199819.2008,2018-04-18T18:34:55.595480,2018,4,18,18,34,55.59548,214.970902979898,-9.43205735216487,215.009993131026,-9.3932519699152,234.876830374691,25.984368391544198,234.879551395615,25.9297145520831,234.878190885153,25.957041471813604,234.457030892523,38.0,234.793798466297,23.0,234.727485384707,25.953657956764303,0.150743477599604,-0.15070550044617903,-0.0033835150493182198,1.5640590760877702,234.278614671091,38.0,235.02541149762502,23.0,234.70655763659198,29.404429887156702,234.907605447277,25.3662269206673,234.72687148700902,25.981001638826104,234.72809928240397,25.926314274702502,100.0,1000622,58226.774512,2018,4,19,18,35,17.87816,0.34631999999999996,317.60857599999997,47.748348,54.860349,42.844042,55.30573100000001,42.357919,0.805716,42.004771000000005,40.288337,-20.403385999999998,21.478056,99.07265799999999,88.57646700000001,14.112691,3.7523150000000003,276.032221,4.2498830000000005,16.818803,0.9492790000000001,0.853073,28.425911,65.462274,133.70753200000001,68.975144,41.201402,346.250344,59.253071,28.425911,0.879273,0.6628609999999999,0.909799,0.524289,0.345527,367.387266,0.049016000000000004,0.011599,0.9944850000000001,4.783675,10121.435123000001,0.345527,0.879273,0.6628609999999999,-0.48129799999999995,1.0032159999999999,29.659344,6.30147533364082,1.5843051215629398,99.07265799999999,0.6917070447010191,-6.5457407939054,88.57646700000001,43.260938493206204,40.8957875200456,721922.2567393909,10.370668037260687,0.058564821335430395,2,8.900958897190481
231,588122_045,136.5,14,22,9.1919,-8,50,22.939,440,197,383,484,2018-04-18T18:35:17.878,2018,4,19,3,35,17.87816,0.34631999999999996,99.07265799999999,88.57646700000001,55.30573100000001,42.357919,42.004771000000005,56,111,234.65004,29.403160999999997,196255.3265,234.740758,25.362481,199819.2008,2018-04-18T18:34:55.595480,2018,4,18,18,34,55.59548,215.462027641569,-8.91955879044133,215.597144065712,-8.77811201846873,234.858683740067,26.8295187254873,234.863173744988,26.635056536959098,234.860928742528,26.732287631223198,234.457030892523,38.0,234.793798466297,23.0,234.71008027222598,26.728900906333102,0.150886483483009,-0.150848470301781,-0.00338672489007763,0.0365457998374789,234.600764623391,38.0,234.947104826205,23.0,234.799182707884,29.4065094285254,234.89247803389,25.3658872925137,234.707897288984,26.8261333930014,234.71226325546797,26.631668419664898,100.0,1000622,58226.774512,2018,4,19,18,35,17.87816,0.34631999999999996,317.60857599999997,47.748348,54.860349,42.844042,55.30573100000001,42.357919,0.805716,42.004771000000005,40.288337,-20.403385999999998,21.478056,99.07265799999999,88.57646700000001,14.112691,3.7523150000000003,276.032221,4.2498830000000005,16.818803,0.9492790000000001,0.853073,28.425911,65.462274,133.70753200000001,68.975144,41.201402,346.250344,59.253071,28.425911,0.879273,0.6628609999999999,0.909799,0.524289,0.345527,367.387266,0.049016000000000004,0.011599,0.9944850000000001,4.783675,10121.435123000001,0.345527,0.879273,0.6628609999999999,-0.48129799999999995,1.0032159999999999,29.659344,6.30147533364082,1.5843051215629398,99.07265799999999,0.6917070447010191,-6.5457407939054,88.57646700000001,43.260938493206204,261.13394797825697,4609726.83172626,8.297020100594981,0.2781326499703015,4,6.827310960524777
232,588122_076,83.5,14,20,27.4633,-8,41,18.862000000000002,123,83,35,205,2018-04-18T18:35:32.935,2018,4,19,3,35,32.93528,0.15912,96.624553,93.716098,146.880929,71.464095,59.024196999999994,21,47,231.289983,27.768040999999997,201148.7599,234.10294,27.146216,199062.7126,2018-04-18T18:34:55.595480,2018,4,18,18,34,55.59548,214.99670746412602,-8.67513490072846,215.224121209683,-8.70103667389191,235.222235718944,26.6385973407796,235.42728332573898,26.5060208498787,235.324759522341,26.572309095329103,226.0,28.9374309618711,242.0,25.4005123385149,235.388791013929,26.8619691001233,0.296652912158754,0.0640314915873716,0.28966000479418197,20.420077863691102,226.0,32.6013670067391,240.84982226728198,23.0,231.563278098572,29.004349222719696,234.14473238123298,27.3352726820826,235.27707295935298,26.886665204360398,235.500509068504,26.837272995886302,0.0,1000630,58226.774687,2018,4,19,18,35,32.93528,0.15912,297.898552,-28.778910999999997,147.213204,72.145111,146.880929,71.464095,0.74702,59.024196999999994,57.76593199999999,-28.088285,16.552581,96.624553,93.716098,159.508148,3.866764,295.884295,1.695829,0.9514379999999999,0.13253099999999998,0.825343,208.426082,164.30766,121.464679,0.928049,28.746896999999997,294.445288,-7.678656,28.426082,1.111289,0.856627,0.8909450000000001,0.443528,1.4674399999999999,0.097048,0.059254999999999995,0.12984600000000002,1.943776,85.59035,0.142879,1.4674399999999999,1.111289,0.856627,0.073525,-0.133933,-101.538202,-6.11763119058486,2.2862970298180496,96.624553,1.21126629527601,-2.4962456114506097,93.716098,71.61602858175159,27.218830730925998,745406.909883828,10.341513733660683,0.21484723886944124,4,8.885323962194754
233,588124_057,83.0,14,21,36.4006,-7,1,53.375,331,43,148,463,2018-04-18T18:35:23.460,2018,4,19,3,35,23.45984,0.21216,102.510949,96.906504,58.860285,33.13322,32.382036,23,58,232.896706,29.677614000000002,201331.1008,233.037027,27.777409999999996,201659.7391,2018-04-18T18:34:55.595480,2018,4,18,18,34,55.59548,215.158057001349,-7.000275102639169,215.577504987779,-7.05378334962605,236.186705089074,28.0885492748563,236.573294093861,27.844452848864197,236.37999959146802,27.9665010618603,232.282137497931,38.0,233.389815936667,23.0,233.041270013157,27.7199518107493,3.34782044475303,-3.3387295783101405,-0.246549251110963,53.5078938534098,226.0,34.5205436515337,242.0,24.4179727881422,233.58904452249598,29.728739896911698,236.29808391397003,28.0182234954064,233.03125787455397,27.855534551916698,233.05128215176103,27.5843690695819,28.810655118793303,1000623,58226.774577,2018,4,19,18,35,23.45984,0.21216,304.289806,45.671853000000006,58.205024,33.704479,58.860285,33.13322,1.0608600000000001,32.382036,30.22713,-31.084625,16.127005,102.510949,96.906504,98.144349,0.961191,213.979481,1.5300280000000002,1.30636,0.319704,0.8887120000000001,28.425975,56.904520999999995,121.687726,1.493118,32.821677,328.086411,62.369267,28.425975,4.874134,3.664708,5.985787,3.047861,1.153897,0.32900799999999997,0.145007,0.08971599999999999,4.121549,56.337433999999995,0.585296,1.153897,4.874134,3.664708,-0.276577,1.041013,46.979467,-0.243651058681771,1.70253347157068,102.510949,-2.1464066360036997,-1.4466514266985901,96.906504,33.285347769468196,147.81259285630898,2007957.94570121,8.841981722067214,0.24290617797208217,4,7.353007107322757
234,588124_057,83.0,14,21,36.4006,-7,1,53.375,331,43,148,463,2018-04-18T18:35:24.496,2018,4,19,3,35,24.49568,0.19032000000000002,101.48804799999999,95.22734100000001,125.922521,53.848262,56.01384399999999,33,60,231.959122,29.009845000000002,203280.99800000002,234.555669,27.137674,202265.6959,2018-04-18T18:34:55.595480,2018,4,18,18,34,55.59548,215.158057001349,-7.000275102639169,215.577504987779,-7.05378334962605,236.186705089074,28.0885492748563,236.573294093861,27.844452848864197,236.37999959146802,27.9665010618603,226.0,33.3065110699237,240.29428209232898,23.0,235.36279274679902,26.5557189373081,1.7392573035056,-1.0172068446690898,-1.4107821245521701,3.52373183181961,226.0,34.5205436515337,242.0,24.4179727881422,232.825207740428,30.2110345980933,235.537039995391,28.4987547527566,235.177715569038,26.6891639028581,235.547869924558,26.422273971758,0.0,1000624,58226.774589,2018,4,19,18,35,24.49568,0.19032000000000002,302.832396,-3.4102379999999997,126.21225600000001,54.244296,125.922521,53.848262,0.58594,56.01384399999999,54.64439599999999,-24.605475,20.210860999999998,101.48804799999999,95.22734100000001,163.926964,2.5226919999999997,276.754625,3.392263,0.902343,0.238287,0.687327,28.425985999999998,145.948206,50.225786,0.857152,27.859347999999997,304.305781,16.202638,28.425985999999998,0.26807,0.302421,0.0066359999999999995,0.382714,0.504243,0.029242,0.024250999999999998,0.044045999999999995,0.9466600000000001,14.050716,0.041693,0.504243,0.26807,0.302421,-0.095141,0.281934,92.402429,-4.29654904643045,1.2379450015411002,101.48804799999999,0.663909025322168,-5.60546244627769,95.22734100000001,53.4716885552034,147.81259285630898,3760560.89423823,8.160736690178023,0.2429061779720817,4,6.677526400505764
235,588132_076,84.0,14,17,28.4306,-8,35,57.143,381,21,301,462,2018-04-18T18:35:32.935,2018,4,19,3,35,32.93528,0.15912,96.624553,93.716098,146.880929,71.464095,59.024196999999994,21,47,231.289983,27.768040999999997,201148.7599,234.10294,27.146216,199062.7126,2018-04-18T18:34:55.595480,2018,4,18,18,34,55.59548,214.26164163629798,-8.58708629566221,214.476584213246,-8.61144092727589,235.897562935989,26.2045249234711,236.08958994465598,26.077859717968803,235.993576440322,26.141192320720002,226.0,28.9374309618711,242.0,25.4005123385149,236.117309433116,26.7009247023557,0.573245316210564,0.12373299279394699,0.5597323816357261,20.9445211644899,226.0,32.7331734295283,240.75568741314098,23.0,231.574692484006,29.0559846111477,234.149643801123,27.3574905294845,236.01242129122602,26.724111003757,236.222197575006,26.6777384009544,0.0,1000630,58226.774687,2018,4,19,18,35,32.93528,0.15912,297.898552,-28.778910999999997,147.213204,72.145111,146.880929,71.464095,0.74702,59.024196999999994,57.76593199999999,-28.088285,16.552581,96.624553,93.716098,159.508148,3.866764,295.884295,1.695829,0.9514379999999999,0.13253099999999998,0.825343,208.426082,164.30766,121.464679,0.928049,28.746896999999997,294.445288,-7.678656,28.426082,1.111289,0.856627,0.8909450000000001,0.443528,1.4674399999999999,0.097048,0.059254999999999995,0.12984600000000002,1.943776,85.59035,0.142879,1.4674399999999999,1.111289,0.856627,0.073525,-0.133933,-101.538202,-6.11763119058486,2.2862970298180496,96.624553,1.21126629527601,-2.4962456114506097,93.716098,71.61602858175159,328.370838960004,8992667.42149321,7.121649355979267,0.5135419400616105,5,5.665459584513336
236,588144_045,17.5,14,13,22.9411,-7,16,50.68600000000001,422,243,411,429,2018-04-18T18:35:17.878,2018,4,19,3,35,17.87816,0.34631999999999996,99.07265799999999,88.57646700000001,55.30573100000001,42.357919,42.004771000000005,56,111,234.65004,29.403160999999997,196255.3265,234.740758,25.362481,199819.2008,2018-04-18T18:34:55.595480,2018,4,18,18,34,55.59548,213.331475265311,-7.23444894962991,213.354561047191,-7.31020968765751,237.795002925669,26.389861878331498,237.87200550946602,26.428691178899,237.833504217567,26.409276528615305,234.457030892523,38.0,234.793798466297,23.0,234.71882618333802,26.3393483576368,3.11546292001824,-3.11467803422957,-0.0699281709784643,64.52617228460849,231.07255056282398,23.0,242.0,28.5102724831809,244.195693197163,29.6174720978202,235.80498111163502,25.386374055683998,234.71924244838902,26.320807452101803,234.71840991828603,26.357889263171803,0.0,1000622,58226.774512,2018,4,19,18,35,17.87816,0.34631999999999996,317.60857599999997,47.748348,54.860349,42.844042,55.30573100000001,42.357919,0.805716,42.004771000000005,40.288337,-20.403385999999998,21.478056,99.07265799999999,88.57646700000001,14.112691,3.7523150000000003,276.032221,4.2498830000000005,16.818803,0.9492790000000001,0.853073,28.425911,65.462274,133.70753200000001,68.975144,41.201402,346.250344,59.253071,28.425911,0.879273,0.6628609999999999,0.909799,0.524289,0.345527,367.387266,0.049016000000000004,0.011599,0.9944850000000001,4.783675,10121.435123000001,0.345527,0.879273,0.6628609999999999,-0.48129799999999995,1.0032159999999999,29.659344,6.30147533364082,1.5843051215629398,99.07265799999999,0.6917070447010191,-6.5457407939054,88.57646700000001,43.260938493206204,107.83223090019001,1903533.15589168,8.963494068798143,0.0,1,7.493784928727937
237,588144_046,17.0,14,13,9.3609,-7,5,22.836,378,99,358,395,2018-04-18T18:35:17.878,2018,4,19,3,35,17.87816,0.34631999999999996,99.07265799999999,88.57646700000001,55.30573100000001,42.357919,42.004771000000005,56,111,234.65004,29.403160999999997,196255.3265,234.740758,25.362481,199819.2008,2018-04-18T18:34:55.595480,2018,4,18,18,34,55.59548,213.26327025689,-7.00291435484895,213.310848425279,-7.163442427377441,237.94342042696601,26.465735218348197,238.105813428485,26.5486813435212,238.024616927725,26.5072082809347,234.457030892523,38.0,234.793798466297,23.0,234.716724891267,26.4329422292396,3.30872561136427,-3.30789203645818,-0.0742660516951226,64.2293769396034,231.15815898881402,23.0,242.0,28.537730648509196,244.11017277066398,29.6155520640509,235.83139410778801,25.386967058392703,234.71761463412102,26.393312098993203,234.71583514841302,26.4725723594859,0.0,1000622,58226.774512,2018,4,19,18,35,17.87816,0.34631999999999996,317.60857599999997,47.748348,54.860349,42.844042,55.30573100000001,42.357919,0.805716,42.004771000000005,40.288337,-20.403385999999998,21.478056,99.07265799999999,88.57646700000001,14.112691,3.7523150000000003,276.032221,4.2498830000000005,16.818803,0.9492790000000001,0.853073,28.425911,65.462274,133.70753200000001,68.975144,41.201402,346.250344,59.253071,28.425911,0.879273,0.6628609999999999,0.909799,0.524289,0.345527,367.387266,0.049016000000000004,0.011599,0.9944850000000001,4.783675,10121.435123000001,0.345527,0.879273,0.6628609999999999,-0.48129799999999995,1.0032159999999999,29.659344,6.30147533364082,1.5843051215629398,99.07265799999999,0.6917070447010191,-6.5457407939054,88.57646700000001,43.260938493206204,148.927112386178,2628969.9644691003,8.720993877082007,0.0,1,7.2512847370118045
238,588211_011,83.5,14,32,55.4836,-9,42,2.642,417,237,332,464,2018-04-18T18:36:15.692,2018,4,19,3,36,15.69176,0.14976,109.61628400000001,102.742976,134.588517,35.393314000000004,58.18500600000001,22,41,230.77882599999998,31.58588,203956.3534,232.38496600000002,29.860678999999998,200723.0584,2018-04-18T18:36:10.675006,2018,4,18,18,36,10.675006,218.11720154175399,-9.687264558833029,218.294247887067,-9.708166656616651,232.180952362737,27.6857480517645,232.345882793778,27.5880548658143,232.263417578257,27.636901458789396,226.0,36.7189539499831,238.772170139726,23.0,233.43758225792598,28.7300337132938,1.6042446262399,1.17416467966876,1.09313225450443,16.4073435203897,226.0,31.346909456073497,240.091662187673,23.0,228.76374229833598,29.709862923386304,230.877876844267,28.4575983290587,233.37493218605098,28.797327950812804,233.50023232980098,28.662739475774803,0.0,1000635,58226.775182000005,2018,4,19,18,36,15.69176,0.14976,286.49631800000003,7.34417,135.055399,35.510202,134.588517,35.393314000000004,0.33812600000000004,58.18500600000001,56.954615000000004,-15.555024,19.720248,109.61628400000001,102.742976,122.71158899999999,4.235778,105.72726999999999,1.932791,1.664986,0.44496099999999994,0.924132,28.426565999999998,124.165127,222.175426,2.148403,34.958833,288.918897,29.704164000000002,28.426565999999998,0.714458,0.782796,0.633904,0.683411,0.519354,0.180112,0.056562,0.01353,1.54646,9.644619,0.35070100000000004,0.519354,0.714458,0.782796,0.153144,0.513085,-33.4708,-4.38734345446266,6.8309501812857905,109.61628400000001,-0.939815036459517,3.3374001146702303,102.742976,35.5304232307316,97.0145333042346,2309658.61921791,9.01124767296906,0.4169302206879895,5,7.4815219202842655
239,588211_011,156.0,14,31,4.2057,-9,29,58.306000000000004,70,87,47,92,2018-04-18T18:36:15.692,2018,4,19,3,36,15.69176,0.14976,109.61628400000001,102.742976,134.588517,35.393314000000004,58.18500600000001,22,41,230.77882599999998,31.58588,203956.3534,232.38496600000002,29.860678999999998,200723.0584,2018-04-18T18:36:10.675006,2018,4,18,18,36,10.675006,217.73626513199298,-9.56759374804532,217.797451000163,-9.43441739145751,232.754670837859,27.433386194702898,232.801575787056,27.573553117045698,232.778123312457,27.5034696558743,226.0,36.7189539499831,238.772170139726,23.0,233.743108866491,28.4018588277773,1.31844613985058,0.9649855540340009,0.89838917190302,61.455254293810995,231.271098603019,23.0,236.29064405773101,38.0,235.667172211316,36.1368676146855,234.101796298354,31.4590259841471,233.767172068972,28.376011852431397,233.719045664011,28.427705803123104,0.0,1000635,58226.775182000005,2018,4,19,18,36,15.69176,0.14976,286.49631800000003,7.34417,135.055399,35.510202,134.588517,35.393314000000004,0.33812600000000004,58.18500600000001,56.954615000000004,-15.555024,19.720248,109.61628400000001,102.742976,122.71158899999999,4.235778,105.72726999999999,1.932791,1.664986,0.44496099999999994,0.924132,28.426565999999998,124.165127,222.175426,2.148403,34.958833,288.918897,29.704164000000002,28.426565999999998,0.714458,0.782796,0.633904,0.683411,0.519354,0.180112,0.056562,0.01353,1.54646,9.644619,0.35070100000000004,0.519354,0.714458,0.782796,0.153144,0.513085,-33.4708,-4.38734345446266,6.8309501812857905,109.61628400000001,-0.939815036459517,3.3374001146702303,102.742976,35.5304232307316,2.26605236313456,53948.6940137083,13.090164817086176,0.41693022068799007,5,11.560439064401383
240,588212_010,155.0,14,32,17.8546,-8,50,1.905,298,189,264,329,2018-04-18T18:36:15.692,2018,4,19,3,36,15.69176,0.14976,109.61628400000001,102.742976,134.588517,35.393314000000004,58.18500600000001,22,41,230.77882599999998,31.58588,203956.3534,232.38496600000002,29.860678999999998,200723.0584,2018-04-18T18:36:10.675006,2018,4,18,18,36,10.675006,218.02845784634602,-8.93009753887796,218.116122010362,-8.74609187001219,232.98045502075502,28.103952865060396,233.043133343991,28.299683485207897,233.011794182373,28.2018181751342,226.0,36.7189539499831,238.772170139726,23.0,233.50332025670102,28.6594226450027,0.6715651365194111,0.49152607432833395,0.45760446986858794,60.7096332459903,231.34602905708599,23.0,236.149441256064,38.0,235.504240664001,35.985180434232895,234.034897140096,31.396743725996,233.537577106935,28.6226263804926,233.46906340646703,28.696218909512897,0.0,1000635,58226.775182000005,2018,4,19,18,36,15.69176,0.14976,286.49631800000003,7.34417,135.055399,35.510202,134.588517,35.393314000000004,0.33812600000000004,58.18500600000001,56.954615000000004,-15.555024,19.720248,109.61628400000001,102.742976,122.71158899999999,4.235778,105.72726999999999,1.932791,1.664986,0.44496099999999994,0.924132,28.426565999999998,124.165127,222.175426,2.148403,34.958833,288.918897,29.704164000000002,28.426565999999998,0.714458,0.782796,0.633904,0.683411,0.519354,0.180112,0.056562,0.01353,1.54646,9.644619,0.35070100000000004,0.519354,0.714458,0.782796,0.153144,0.513085,-33.4708,-4.38734345446266,6.8309501812857905,109.61628400000001,-0.939815036459517,3.3374001146702303,102.742976,35.5304232307316,238.519433410425,5678514.82107077,,,7,
241,588212_011,156.0,14,32,39.4295,-8,38,13.544,365,40,346,377,2018-04-18T18:36:15.692,2018,4,19,3,36,15.69176,0.14976,109.61628400000001,102.742976,134.588517,35.393314000000004,58.18500600000001,22,41,230.77882599999998,31.58588,203956.3534,232.38496600000002,29.860678999999998,200723.0584,2018-04-18T18:36:10.675006,2018,4,18,18,36,10.675006,218.13888597369498,-8.69347101296791,218.18029737177602,-8.6014845302036,233.063038917552,28.3541648888528,233.09649640750303,28.4504535834872,233.07976766252702,28.40230923617,226.0,36.7189539499831,238.772170139726,23.0,233.434890981419,28.732924490511497,0.485199977353904,0.35512331889202603,0.33061525434156996,62.1139754852731,231.202624061527,23.0,236.41468297634898,38.0,235.81517763085202,36.274658761649796,234.161057194319,31.5141971180883,233.451134482111,28.715476880940198,233.418647480728,28.750372100082803,0.0,1000635,58226.775182000005,2018,4,19,18,36,15.69176,0.14976,286.49631800000003,7.34417,135.055399,35.510202,134.588517,35.393314000000004,0.33812600000000004,58.18500600000001,56.954615000000004,-15.555024,19.720248,109.61628400000001,102.742976,122.71158899999999,4.235778,105.72726999999999,1.932791,1.664986,0.44496099999999994,0.924132,28.426565999999998,124.165127,222.175426,2.148403,34.958833,288.918897,29.704164000000002,28.426565999999998,0.714458,0.782796,0.633904,0.683411,0.519354,0.180112,0.056562,0.01353,1.54646,9.644619,0.35070100000000004,0.519354,0.714458,0.782796,0.153144,0.513085,-33.4708,-4.38734345446266,6.8309501812857905,109.61628400000001,-0.939815036459517,3.3374001146702303,102.742976,35.5304232307316,343.025718735925,8166532.17726984,,,7,
242,588212_018,107.5,14,32,39.029,-8,53,17.47,364,230,268,454,2018-04-18T18:36:19.829,2018,4,19,3,36,19.828879999999998,0.17784,102.824281,95.722435,143.687755,45.251009,59.310175,22,55,231.51477200000002,29.782860999999997,201330.1048,233.92344900000003,28.058195,197523.4165,2018-04-18T18:36:10.675006,2018,4,18,18,36,10.675006,218.03392779607898,-8.92786472472284,218.283217254957,-8.85101361099019,232.82333295159802,28.328536357304696,232.977488153129,28.109181284323203,232.900410552363,28.218858820814,226.0,33.7315597114304,240.987748961856,23.0,233.17109455197001,28.596897423141602,0.46495484995118896,0.270683999607172,0.378038602327589,19.2982692579353,226.02656091127102,38.0,236.568045051772,23.0,231.65936632085098,29.984802138147103,233.46413236287003,27.416711130327602,233.06822523824403,28.670554126729304,233.27396386569697,28.5232407195538,100.0,1000636,58226.77522999999,2018,4,19,18,36,19.828879999999998,0.17784,286.87084100000004,-4.242389,144.11463,45.521696,143.687755,45.251009,0.426433,59.310175,58.096385999999995,-38.44664,8.775018,102.824281,95.722435,127.272814,3.1394349999999998,3.1925779999999997,1.4985620000000002,1.217529,0.346441,0.795728,28.426613,143.649879,258.86174,1.343442,32.065468,287.733819,18.162020000000002,28.426613,0.757641,1.237541,0.171489,1.30964,1.419745,0.203736,0.06550700000000001,0.053956,3.162355,35.809492999999996,0.34221599999999996,1.419745,0.757641,1.237541,0.183881,0.31601599999999996,-57.921788,-3.4154910973312793,4.48788882163584,102.824281,2.50028958941312,0.139462996692181,95.722435,45.952634784902,176.531054295014,4448057.65635582,,,7,
243,588213_088,77.5,14,32,16.2296,-7,58,37.635999999999996,292,148,124,471,2018-04-18T18:36:54.389,2018,4,19,3,36,54.38912,0.25895999999999997,102.69074599999999,97.067776,210.80365299999997,51.051402,35.272709000000006,37,77,232.525331,29.294140999999996,203933.47699999998,233.36142599999997,28.863675,195431.5755,2018-04-18T18:36:10.675006,2018,4,18,18,36,10.675006,217.843609465975,-7.92705153329618,218.30632730095402,-8.030637575511019,233.416799776088,28.9627951788295,233.88801139427997,28.738360571845003,233.65240558518397,28.8505778753373,226.0,32.6537270927838,242.0,24.416079457048397,233.596766205973,28.742509394292103,0.12155055373964099,-0.0556393792112147,-0.108068481045141,1.77369450252193,226.0,32.495362031104804,242.0,24.874680424109503,232.563888167845,29.3690306666627,233.413313280047,28.9644557710958,233.364857782115,28.861908136760803,233.828674629831,28.623110651823502,0.0,1000641,58226.77563,2018,4,19,18,36,54.38912,0.25895999999999997,237.076136,-12.118866,211.493016,52.676005,210.80365299999997,51.051402,1.419659,35.272709000000006,33.64317,-31.001795,15.062285999999999,102.69074599999999,97.067776,177.941933,1.6479169999999999,50.245031,2.8436529999999998,1.201149,0.8994969999999999,0.120719,28.427003999999997,18.570681,329.078404,1.316423,31.91165,237.57244599999999,7.689186,28.427003999999997,3.14668,2.818405,3.106834,1.7911830000000002,1.341457,0.23396999999999998,0.028937,0.036893,6.659047,10.313146000000001,0.39311999999999997,1.341457,3.14668,2.818405,1.0467389999999999,0.13897400000000001,-38.497097,-2.95245680579206,0.10609801733905999,102.69074599999999,3.08340269795052,3.70673484393169,97.067776,51.33832073113361,109.531709022304,601653.215342232,10.479419713840029,0.39719042166317525,4,8.989429096908943
244,588312_036,84.0,14,32,28.9439,-8,55,50.617,332,262,200,400,2018-04-18T18:37:31.820,2018,4,19,3,37,31.81976,0.17472000000000001,104.46718100000001,99.016594,134.722032,57.394877,59.304285,23,52,231.641359,30.056702,202898.0823,234.460531,28.563741999999998,201077.35199999998,2018-04-18T18:37:13.552392,2018,4,18,18,37,13.552392000000001,217.94392125746998,-8.91193754047832,218.21158946965,-8.940369180068119,233.040078005048,28.0446457247844,233.286911970316,27.892318599419898,233.163494987682,27.968482162102102,226.0,33.0442186654039,242.0,24.5710357592172,233.69376694662898,28.9698002543814,1.1330605775383,0.530271958947196,1.00131809227923,3.77519683754192,226.0,32.3892457221459,241.21452431354197,23.0,231.182806396827,29.1908123181646,233.903465233307,27.51182888001,233.565881120924,29.0375252539007,233.82165277233398,28.902075254861998,100.0,1000643,58226.776063,2018,4,19,18,37,31.81976,0.17472000000000001,299.87858700000004,-10.77582,135.03608799999998,57.812853000000004,134.722032,57.394877,0.561878,59.304285,58.020398,-36.53647,10.160497,104.46718100000001,99.016594,135.358699,2.8070009999999996,313.763054,2.0926549999999997,0.983658,0.06619900000000001,0.918542,28.427427,160.59723,68.051423,0.9755879999999999,29.268233000000002,299.760184,9.627946000000001,28.427427,0.41998900000000006,0.514474,0.12421199999999999,0.534493,0.8948149999999999,0.06406,0.022869999999999998,0.079575,1.3227950000000002,97.020812,0.095541,0.8948149999999999,0.41998900000000006,0.514474,-0.018515,0.167852,103.71915899999999,-3.6444702237404196,3.5991212818594303,104.46718100000001,2.50253340051863,-2.6129884386389,99.016594,58.0488504289923,64.6880518696083,1786527.2069041,,,7,
