,ID,Angle,Ra_hh_,Ra_mm_,Ra_ss_,Dec_deg_,Dec_mm_,Dec_ss_,X,Y,x_1,x_2,utc_mu,year_jst_mu,month_jst_mu,day_jst_mu,hour_jst_mu,minute_jst_mu,second_jst_mu,duration,alt_start,alt_end,azimuth_radiant,zenith_radiant,velocity,n_data_interferometry,n_data_doppler,azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso,exposure_starting_time_tomoe,year_tomoe,month_tomoe,day_tomoe,hh_UT__tomoe,mm_tomoe,ss_tomoe,ra1_deg_,dec1_deg_,ra2_deg_,dec2_deg_,az1_deg_,el1_deg_,az2_deg_,el2_deg_,az_middle_deg_,el_middle_deg_,az3_deg__mu_at_kiso,el3_deg__mu_at_kiso,az4_deg__mu_at_kiso,el4_deg__mu_at_kiso,az_intersection,el_intersection,distance,vector_az,vector_el,theta,az3_deg__tomoe,el3_deg__tomoe,az4_deg__tomoe,el4_deg__tomoe,az1_intersection_tomoe,el1_intersection_tomoe,az2_intersection_tomoe,el2_intersection_tomoe,az1_intersection_mu,el1_intersection_mu,az2_intersection_mu,el2_intersection_mu,percentage,Event_Number,MJD,Begining_time_of_the_event_YYYY,MM,DD,hh,mm,ss_ssssss,Duratin_s_,Radiant_Right_Ascension_,Radiant_Declination_,Radiant_Azimuth_,Radiant_Zenith_,Radiant_Azimuth__uncorrected,Radiant_Zenith__uncorrected,Zenith_angle_correction,Initial_velocity_observed__km_s_,Initial_velocity_geocentric__km_s_,RCS_dBsm_at_max_SNR,SNR_max_dB_,Beginning_height_km_,EndHeight_km_,AzimuthOfMeteorStartPoint,ZenithOfMeteorStartPoint,AzimuthOfMeteorEndPoint,ZenithOfMeteorEndPoint,x6ParametersForOrbit,x6ParametersForOrbit_1,x6ParametersForOrbit_2,x6ParametersForOrbit_3,x6ParametersForOrbit_4,x6ParametersForOrbit_5,Period_yr_,HeliocentricVelocity_km_s_,Radiant_eclipticLongitude_,Radiant_eclipticLatitude_,SolarLongitude,RAError,decError,azError,zeError,velocityError,aError,eError,qError,iError,omegaError,PError,heliocentricVelocityError,radiant_eclipticLongitude_,radiant_eclipticLatitude_,HammerX,HammerY,TimeFromPerihelion_days_,x_start_km_,y_start_km_,z_start_km_,x_end_km_,y_end_km_,z_end_km_,incidence_angle_deg_,line_intensity,flux_meteor,v_mag_meteor,v_mag_meteor_err,star_number_ucac,v_band_abs_mag_meteor,v_band_abs_mag_meteor_error,zero_mag_ucac,g_mag_meteor,g_mag_meteor_err,star_number_gaia,g_band_abs_mag_meteor,g_band_abs_mag_meteor_error,zero_mag_gaia,v_band_abs_mag_meteor_coverted
78,619813_097,85.5,12,37,2.274,-8,6,44.85,99,267,40,180,2018-04-19T16:39:08.669,2018,4,20,1,39,8.6688,0.18408,103.931583,98.457011,114.242537,64.06857099999999,63.74169499999999,24,55,231.819057,29.700379,203939.9045,234.830802,27.664108,205551.6296,2018-04-19T16:38:20.168248,2018,4,19,16,38,20.168248,189.18082427796003,-8.106045840232019,189.367478505529,-8.12124856732115,233.674511485908,28.644517272315106,233.843905563876,28.5338229924477,233.75920852489202,28.589170132381398,226.0,33.6347017983933,241.72924722092603,23.0,233.666154130775,28.451538104910803,0.166137579283363,-0.0930543941169049,-0.137632027470612,0.899529966113146,226.0,33.6595953226184,242.0,23.2040439885444,231.892503281204,29.8090096636915,234.936219873299,27.820026221503,233.582346760425,28.5082011085283,233.749961501125,28.3948751012933,100.0,1001254,58227.69385,2018,4,20,16,39,8.6688,0.18408,289.0228600000001,-3.428134,114.40235,64.484922,114.242537,64.06857099999999,0.55598,63.74169499999999,62.445287,-19.547553,25.082934,103.931583,98.457011,153.943244,2.574121,271.527173,4.478193,1.994436,0.5412140000000001,0.915019,29.324371000000006,145.164286,221.7154,2.8166330000000004,36.168724,290.088979,18.692069,29.324371000000006,0.396679,0.373311,0.13868699999999998,0.398274,0.919861,0.35012600000000005,0.074505,0.014676,1.083623,9.890029,0.752696,0.919861,0.396679,0.373311,0.159047,0.325069,-31.802784000000006,-4.19755408916024,2.0524335404707803,103.931583,0.205506996683291,-7.708291733677,98.457011,62.9208975691407,173.811942427116,5192363.87592932,8.090223428896156,0.01781745196245153,20.0,7.177367208225507,0.01781745196245153,24.878636228405252,7.566049127893361,0.019687216106118118,23.0,6.6531929072227145,0.019687216106118118,24.354461927402447,7.133492840583247
79,619821_071,91.0,12,33,24.0773,-9,40,54.45,240,242,40,450,2018-04-19T16:38:55.892,2018,4,20,1,38,55.8924,0.16848,98.466154,93.717004,119.554221,54.070164,48.106036,24,54,231.835354,27.887267,204150.1841,233.756911,26.379224,204070.7648,2018-04-19T16:38:20.168248,2018,4,19,16,38,20.168248,188.08166300844,-9.686067198119401,188.63192882526198,-9.67732640261466,233.132670840644,26.995331958764602,233.58269683633202,26.630652882639108,233.35768383848801,26.8129924207019,226.0,32.4668682047637,238.062737512751,23.0,233.29918291400296,26.7384502087419,0.0947570553019678,-0.058500924485088,-0.0745422119600043,0.894702198313205,226.0,32.7752998659473,238.06304211927397,23.0,231.911795730428,27.9846694893168,233.80980197192403,26.446617978379003,233.071377919664,26.9172321689319,233.526987908341,26.5596682485518,100.0,1001253,58227.693702,2018,4,20,16,38,55.8924,0.16848,278.57561400000003,-0.128272,119.837575,54.639377,119.554221,54.070164,0.8055680000000001,48.106036,46.526754,-16.497132,17.672063,98.466154,93.717004,185.928567,3.694909,244.288421,4.327238,0.794878,0.598684,0.318998,29.324226,120.230137,325.313165,0.708681,25.372005,279.324717,23.031507,29.324226,0.5415270000000001,0.546327,0.5898,0.268691,0.308763,0.014386,0.0175,0.019691,1.254625,3.830428,0.019245,0.308763,0.5415270000000001,0.546327,0.331624,0.400775,-61.35605,-6.32472476705543,-0.65678399830776,98.466154,-3.0765512067024905,-6.38929651945359,93.717004,54.2162775196865,122.01261062838199,2675743.39004921,8.702392137441603,0.09653201512159564,30.0,7.843842049060991,0.09653201512159564,24.77100329057219,8.405943693959928,0.02049907315273941,36.0,7.547393605579313,0.02049907315273941,24.474554847090516,7.985666106117085
80,619823_097,85.5,12,33,39.8304,-8,2,38.172,285,216,50,400,2018-04-19T16:39:08.669,2018,4,20,1,39,8.6688,0.18408,103.931583,98.457011,114.242537,64.06857099999999,63.74169499999999,24,55,231.819057,29.700379,203939.9045,234.830802,27.664108,205551.6296,2018-04-19T16:38:20.168248,2018,4,19,16,38,20.168248,188.102411440299,-8.0179156110092,188.56941885446997,-8.05671633618649,234.395571627629,28.16891339418,234.81488321250802,27.8890173399822,234.60522742006802,28.028965367081103,226.0,33.6347017983933,241.72924722092603,23.0,234.50669914055402,27.8832371937753,0.175910552153904,-0.0985282795142552,-0.145728173305823,0.339383368797812,226.0,33.7730690055407,242.0,23.092856417431804,231.90682157360501,29.8301871226576,234.930628275185,27.8117559727686,234.297879646811,28.024422147794798,234.71551863429696,27.742052239755697,100.0,1001254,58227.69385,2018,4,20,16,39,8.6688,0.18408,289.0228600000001,-3.428134,114.40235,64.484922,114.242537,64.06857099999999,0.55598,63.74169499999999,62.445287,-19.547553,25.082934,103.931583,98.457011,153.943244,2.574121,271.527173,4.478193,1.994436,0.5412140000000001,0.915019,29.324371000000006,145.164286,221.7154,2.8166330000000004,36.168724,290.088979,18.692069,29.324371000000006,0.396679,0.373311,0.13868699999999998,0.398274,0.919861,0.35012600000000005,0.074505,0.014676,1.083623,9.890029,0.752696,0.919861,0.396679,0.373311,0.159047,0.325069,-31.802784000000006,-4.19755408916024,2.0524335404707803,103.931583,0.205506996683291,-7.708291733677,98.457011,62.9208975691407,75.92233143099509,2268062.62903331,8.866065693536259,0.013779271892762152,28.0,7.953209472865609,0.013779271892762152,24.755203300424448,8.446471745279254,0.04214748381023282,34.0,7.5336155246086065,0.04214748381023282,24.335609352167438,7.972535594952002
81,619922_106,93.5,12,32,38.6164,-8,35,5.553,96,19,40,150,2018-04-19T16:40:15.399,2018,4,20,1,40,15.39936,0.2652,103.75798,93.403741,120.85615,49.081068,60.472618,40,85,231.457093,29.874659,202592.7889,235.032197,26.708249,201230.8853,2018-04-19T16:39:23.048047,2018,4,19,16,39,23.048047,188.086078158805,-8.58929776098567,188.233040580605,-8.5805784460482,234.499936651864,27.3832262497459,234.61506340538398,27.279627923338598,234.557500028624,27.331427086542202,226.0,34.7079152762174,239.219076094273,23.0,234.456868989501,27.2178074256356,0.15177626092195906,-0.100631039122646,-0.113619660906672,0.452104445882107,226.0,35.032006266392,239.37092854502202,23.0,231.57868892256303,30.0119495180126,235.12880717732398,26.8173288195408,234.398900481486,27.2691491665935,234.51483749751702,27.1664656846777,100.0,1001258,58227.694623,2018,4,20,16,40,15.39936,0.2652,274.439518,2.92034,121.10731,49.324045,120.85615,49.081068,0.449855,60.472618,59.189642000000006,-16.992524,29.907673,103.75798,93.403741,136.655643,3.132473,287.38498,4.0642010000000015,3.462846,0.80991,0.658253,29.325125,125.524243,256.715829,6.443914,38.663639,274.94608700000003,26.281068,29.325125,0.11461,0.115311,0.057453,0.115276,0.137836,0.191323,0.010127,0.003585,0.308345,1.454878,0.534809,0.137836,0.11461,0.115311,0.395039,0.457172,-42.076801,-4.12950437658961,3.897488426847101,103.75798,1.98295584289258,-6.3334376450335705,93.403741,49.01574567378489,72.78421541113629,1982568.81007257,9.026237369444216,0.015147265087396262,25.0,8.088596492777302,0.015147265087396262,24.769308043297528,8.548334538313894,0.10997429407761224,29.0,7.610693661646978,0.10997429407761224,24.29140521216721,8.04599105954957
82,620312_040,62.0,12,37,8.2081,-8,52,13.754,118,232,60,180,2018-04-19T16:43:54.976,2018,4,20,1,43,54.9756,0.15912,98.340625,95.669238,144.09646,74.084329,61.069702,26,52,232.352553,27.562878,205961.824,235.277373,26.935397,204509.9118,2018-04-19T16:43:34.777252,2018,4,19,16,43,34.777252000000004,189.206649846137,-8.829432330680369,189.36707693874,-8.9143099129022,234.18134977348495,27.1887384701052,234.377759016679,27.146374718143505,234.27955439508202,27.1675565941244,226.0,28.925733255705598,242.0,25.4931473187933,234.275843995873,27.150261648436107,0.0176884767194296,-0.00371039920929661,-0.017294945688306,0.0632285823802956,226.0,28.9533838955477,242.0,25.5023241573877,232.356718740908,27.582295388450603,235.28084628588695,26.9515867109679,234.177616118696,27.1713351252992,234.37407187305,27.1291881715729,100.0,1001268,58227.697164,2018,4,20,16,43,54.9756,0.15912,275.023298,-29.572571000000003,144.402551,74.756299,144.09646,74.084329,0.7313310000000001,61.069702,59.82974599999999,-9.500304,20.736574,98.340625,95.669238,207.708906,4.199489,277.44504,5.311127,1.714509,0.758954,0.413276,209.327608,165.084633,111.348278,2.244966,35.160883,274.393402,-6.212229,29.327608,0.369119,0.362123,0.192741,0.279258,1.0002950000000002,0.254093,0.023585,0.032642000000000004,1.146387,10.418884,0.504552,1.0002950000000002,0.369119,0.362123,0.436905,-0.109027,-46.66820300000001,-6.39273050115401,-3.357526225512,98.340625,1.15240293872158,-8.81872892457076,95.669238,73.9966375433352,247.903938944132,7049439.31882042,7.734603106265325,0.013230399826463205,26.0,6.914426035577124,0.013230399826463205,24.85498954752907,7.343998543934784,0.02124910322136561,40.0,6.523821473246581,0.02124910322136561,24.46438498519852,7.010201864003992
83,621313_079,60.0,12,51,16.6476,-7,52,10.853,325,81,230,400,2018-04-19T16:55:08.914,2018,4,20,1,55,8.91432,0.22152,99.899619,95.879811,150.784636,72.748486,61.564745,34,67,231.226928,28.890152,200872.1069,235.442878,28.160729,197227.426,2018-04-19T16:54:29.857860,2018,4,19,16,54,29.85786,192.692861649668,-7.79661727349329,192.919304764235,-7.92734794207287,234.242694213153,28.462126168222,234.53202098594602,28.4103702673953,234.38735759955003,28.4362482178086,226.0,29.794489457167202,242.0,27.0262478983252,234.371751942508,28.3460499791942,0.0915382913367093,-0.0156056570416752,-0.0901982386144091,0.32615934810233804,226.0,29.936611436635605,242.0,27.0744690734055,231.245631020911,28.9982525137091,235.45742869587002,28.2448297292807,234.226945935443,28.371103604614802,234.516557949574,28.320996353773694,100.0,1001287,58227.704964,2018,4,20,16,55,8.91432,0.22152,270.584017,-31.685644,151.11423100000005,73.396748,150.784636,72.748486,0.701116,61.564745,60.371873,-20.656531,26.744084,99.899619,95.879811,139.827926,3.647704,340.94933,4.090555,2.464552,0.851202,0.36672,209.335229,159.122096,112.383123,3.869074,37.311493,270.502159,-8.24975,29.335229,0.16059600000000002,0.155993,0.092324,0.117581,0.402248,0.220758,0.010763,0.011814,0.552884,3.770552,0.521936,0.402248,0.16059600000000002,0.155993,0.5024529999999999,-0.145025,-42.685845,-4.86636059512996,4.108329515456109,99.899619,6.481315384477769,-2.23810918862617,95.879811,72.81980423348591,124.005100879433,3622866.6378197,8.476273807705661,0.011355473020421673,23.0,7.544532498341955,0.011355473020421673,24.873904676241487,8.025208820243197,0.03891950502064948,34.0,7.0934675108794885,0.03891950502064948,24.42283968877902,7.553074537868152
84,621623_107,105.5,12,53,9.1396,-7,58,12.837,271,159,40,450,2018-04-19T16:58:44.357,2018,4,20,1,58,44.35656,0.19656,105.096716,96.335959,110.125706,39.619663,57.87663000000001,28,62,233.091472,30.001065000000004,204417.7882,235.022602,27.319707,203397.2114,2018-04-19T16:57:51.124865,2018,4,19,16,57,51.124865,192.979754592277,-8.05373710227516,193.527896876577,-7.90602002785885,234.45408082495499,28.3249332662418,234.80023988708302,27.8524626686173,234.62716035601898,28.0886979674296,227.330591376618,38.0,238.133680706726,23.0,234.522866826636,28.0135851464643,0.128526558129365,-0.104293529383256,-0.0751128209652983,0.466985682877835,227.36557194541905,38.0,238.355432389693,23.0,233.179566339902,30.064511068229198,235.132551065238,27.3988929715683,234.35172412875,28.251215364066,234.694009524521,27.7759549288625,100.0,1001296,58227.707458,2018,4,20,16,58,44.35656,0.19656,276.859136,14.906802,110.335689,39.728585,110.125706,39.619663,0.386784,57.87663000000001,56.566204000000006,-24.814861,20.850139,105.096716,96.335959,194.945943,0.577317,281.674748,4.2568660000000005,5.875692,0.856434,0.843549,29.337665,108.856811,229.249471,14.242575,39.987413,278.438246,38.14303,29.337665,0.619017,0.60325,0.680242,0.40959,0.334403,1.953238,0.04161,0.012443,1.01355,4.470528,7.4292880000000014,0.334403,0.619017,0.60325,0.306699,0.655954,-32.060496,-1.02317264172448,-0.273123900905852,105.096716,1.4510131347317,-7.022261738708191,96.335959,39.36948220218829,79.53089059629859,2022351.1268827,9.151402293238446,0.023863033978928364,16.0,8.253737384141104,0.023863033978928364,24.916043696633977,8.583392220787601,0.06202323119216839,29.0,7.685727311690258,0.06202323119216839,24.34803362418313,8.117498128040815
85,622314_002,84.5,13,2,48.5281,-7,31,9.892,263,119,60,380,2018-04-19T17:05:23.433,2018,4,20,2,5,23.43312,0.23088000000000006,103.430829,95.783895,125.283095,58.89236800000001,64.969553,32,70,231.597718,30.472107,198587.5406,235.60154900000003,28.011996000000003,197935.7854,2018-04-19T17:05:22.655812,2018,4,19,17,5,22.655812,195.43171627663003,-7.493240020803982,195.858122072888,-7.53440981218393,234.362056682963,28.894915372666002,234.752892293787,28.643840411614494,234.55747448837502,28.7693778921403,226.0,33.9115647659991,242.0,24.0805364333847,234.50579534399398,28.6852700773601,0.09871604971358802,-0.0516791443810973,-0.0841078147801575,1.1487146833446398,226.0,34.2667468993656,242.0,23.9882582827658,231.685225976549,30.614526244193602,235.63972796223496,28.074132266430894,234.307939869374,28.806840250906898,234.70365081861303,28.5636999038134,100.0,1001308,58227.712077,2018,4,20,17,5,23.43312,0.23088000000000006,284.968855,-6.731536,125.51462,59.22929,125.283095,58.89236800000001,0.481682,64.969553,63.739586,-25.37153,19.013846,103.430829,95.783895,97.551797,3.968102,333.1449,4.264421,2.516406,0.673021,0.8228120000000001,29.342178000000004,149.692051,236.600722,3.991821,37.409632,285.469449,15.905212,29.342178000000004,0.211763,0.224998,0.064266,0.243377,0.455319,0.286546,0.035233,0.009816,0.603282,4.53551,0.68609,0.455319,0.211763,0.224998,0.239342,0.277224,-38.092813,-0.942919981463728,7.112495971729912,103.430829,6.37193981272269,-3.22639346391177,95.783895,58.8768695622484,76.6424120383627,2359584.58483854,8.833359538520174,0.005919704287213973,12.0,7.840454021804894,0.005919704287213973,24.765448414173626,8.40824069438169,0.06029486935369952,18.0,7.41533517766641,0.06029486935369952,24.340329570035138,7.859814424316089
86,622512_046,135.5,13,2,41.1578,-9,6,13.104,243,104,100,320,2018-04-19T17:07:51.262,2018,4,20,2,7,51.26184,0.3432,95.797272,87.525112,58.541431,37.106805,30.809213,55,108,233.547083,28.048618,197732.5076,233.750417,25.095016,199328.6168,2018-04-19T17:07:28.402184,2018,4,19,17,7,28.402184,195.47938782763,-9.295870622985117,195.774531204809,-9.00034044982751,233.76995618786896,27.3983967852993,233.795040047031,26.983972101242,233.78249811745,27.191184443270696,232.862002780123,38.0,233.894643603091,23.0,233.606943071173,27.179098756106402,0.175970560342775,-0.175555046276429,-0.012085687164209,0.4744710863080901,233.128273556099,38.0,234.036177698672,23.0,233.72983877161099,28.061199404693305,233.908713190182,25.105913540540104,233.592686137567,27.386193032590604,233.62120000478,26.9720044796224,100.0,1001315,58227.713788,2018,4,20,17,7,51.26184,0.3432,289.364985,45.948557,57.913498,37.956367,58.541431,37.106805,1.33739,30.809213,28.524295,-23.053948,20.644458,95.797272,87.525112,24.645193,0.965523,248.895387,3.272724,1.233473,0.193819,0.994402,29.34385,54.75555,159.778106,1.369918,32.195219,306.115362,66.973585,29.34385,0.966104,0.712751,1.113809,0.610768,0.242274,0.054405,0.03195,0.004391,0.761156,11.610461,0.090721,0.242274,0.966104,0.712751,-0.053315,1.103738,18.746394,1.46741827031491,0.673237112474988,95.797272,-1.80211026246434,-4.66915858685186,87.525112,37.1320661225716,43.8739712038889,572484.698364297,10.460786802100793,0.011849161166383987,21.0,9.551472209216932,0.011849161166383987,24.855196509959164,10.171993729512494,0.020995136435491158,29.0,9.262679136628632,0.020995136435491158,24.566403437370862,9.620333217207085
87,622512_107,33.0,13,3,2.9169,-9,5,54.553,311,100,260,370,2018-04-19T17:08:21.626,2018,4,20,2,8,21.62568,0.22464,94.454753,92.66999,189.94808,79.077704,41.891264,47,68,232.375408,26.92447,202030.331,234.410206,27.420439,195181.8653,2018-04-19T17:07:28.402184,2018,4,19,17,7,28.402184,195.693843951988,-8.9946701959285,195.840783287986,-9.21880339533731,233.552009956922,27.2778861240868,233.84139382937,27.349827916201402,233.696701893146,27.3138570201441,226.0,25.370505070630106,242.0,29.2704027508913,233.712192838674,27.2503027557095,0.0654149365295535,0.015490945527489,-0.0635542644346536,0.262531144100533,226.0,25.400431358646003,242.0,29.378084515673198,232.36141004131198,26.9818990295192,234.393935479156,27.487191606055198,233.567339122719,27.214995588782703,233.857046554628,27.285609922636198,100.0,1001316,58227.714139,2018,4,20,17,8,21.62568,0.22464,226.276159,-44.860867,190.478071,80.81743,189.94808,79.077704,1.718505,41.891264,40.46004,-7.9312559999999985,40.126689,94.454753,92.66999,197.807773,3.100732,0.50198,2.634669,3.392375,0.913703,0.29275100000000004,209.344193,54.343976,118.947934,6.248213,38.59512700000001,236.865276,-26.324205,29.344193,0.361365,0.314019,0.194104,0.206418,0.81753,0.756087,0.018181,0.005989,1.6693369999999998,3.039283,2.137336,0.81753,0.361365,0.314019,0.993228,-0.4720220000000001,-39.5155,-4.87154521319167,-1.5648111115665,94.454753,4.26414665553153,0.0373600137001557,92.66999,79.1080012379859,376.589424567074,5310801.91267897,8.045865324775441,0.018455273328870647,21.0,7.197848173368534,0.018455273328870647,24.858765582260947,7.7235450553867375,0.0214539750170672,27.0,6.87552790397983,0.0214539750170672,24.536445312872246,7.345378092492777
88,622521_046,135.5,12,59,9.1689,-9,59,19.379,404,169,310,470,2018-04-19T17:07:51.262,2018,4,20,2,7,51.26184,0.3432,95.797272,87.525112,58.541431,37.106805,30.809213,55,108,233.547083,28.048618,197732.5076,233.750417,25.095016,199328.6168,2018-04-19T17:07:28.402184,2018,4,19,17,7,28.402184,194.66152997713903,-10.115117358365001,194.87714349582,-9.90012539536573,233.842906842557,26.1378620378271,233.860241132634,25.836093997988,233.85157398759497,25.9869780179076,232.862002780123,38.0,233.894643603091,23.0,233.68977870684398,25.9758395904498,0.162178227390332,-0.161795280750823,-0.0111384274577908,0.650587663844868,233.161516790526,38.0,234.023153268963,23.0,233.73241547728298,28.0613767921242,233.902210189904,25.1054658563029,233.679399554031,26.1266057510948,233.70015785965802,25.825073429804696,100.0,1001315,58227.713788,2018,4,20,17,7,51.26184,0.3432,289.364985,45.948557,57.913498,37.956367,58.541431,37.106805,1.33739,30.809213,28.524295,-23.053948,20.644458,95.797272,87.525112,24.645193,0.965523,248.895387,3.272724,1.233473,0.193819,0.994402,29.34385,54.75555,159.778106,1.369918,32.195219,306.115362,66.973585,29.34385,0.966104,0.712751,1.113809,0.610768,0.242274,0.054405,0.03195,0.004391,0.761156,11.610461,0.090721,0.242274,0.966104,0.712751,-0.053315,1.103738,18.746394,1.46741827031491,0.673237112474988,95.797272,-1.80211026246434,-4.66915858685186,87.525112,37.1320661225716,120.586535492001,1573460.17476108,9.474113900399344,0.00776088259656591,18.0,8.564799307515486,0.00776088259656591,24.96625328822313,9.06306338143596,0.03278250433430065,25.0,8.1537487885521,0.03278250433430065,24.555202769259747,8.56352259549015
89,622831_094,90.5,13,0,29.337,-9,50,57.481,260,69,40,450,2018-04-19T17:11:37.262,2018,4,20,2,11,37.26216,0.40248,88.56989200000002,85.703971,97.514092,71.11245,22.245456,68,130,233.203271,26.608481,191640.084,235.139834,25.032577,195699.2094,2018-04-19T17:10:50.523197,2018,4,19,17,10,50.523197,194.827151292079,-9.848771501768569,195.37724859402002,-9.84947683941921,234.162111071148,25.949660728558502,234.60982602377499,25.5874594477028,234.385968547462,25.768560088130695,226.0,32.470238960874,237.63758349035703,23.0,234.32598925632198,25.6948540273632,0.0950268317871618,-0.0599792911398822,-0.0737060607675026,0.16458327031723902,226.0,32.5528064736475,237.808169997926,23.0,233.260625872206,26.6789620212957,235.20171570035305,25.1086208524686,234.102653839477,25.876596204998304,234.549324673167,25.513111849728,100.0,1001322,58227.716403,2018,4,20,17,11,37.26216,0.40248,316.637126,1.355368,97.655093,76.841514,97.514092,71.11245,6.053217,22.245456,18.851555,-16.131979,28.471029,88.56989200000002,85.703971,56.190036,2.848242,307.048629,3.94087,0.581279,0.894717,0.061199,29.346404,94.791069,8.641521000000001,0.443176,15.420061,319.517062,17.140736999999998,29.346404,0.270502,0.258491,0.162865,0.118958,0.13272,0.001443,0.00201,0.00132,1.4715790000000002,0.32468400000000003,0.001651,0.13272,0.270502,0.258491,-0.335419,0.299133,51.554843,2.45197904102775,3.66134502351717,88.56989200000002,3.5571958955815,-4.71223183171937,85.703971,71.257162970793,271.985321871632,2552121.73261645,8.709459781457,0.01656386902936915,16.0,7.759914221438031,0.01656386902936915,24.72671324590457,8.339071615625397,0.04286607266718286,30.0,7.389526055606427,0.04286607266718286,24.35632508007297,7.835218330992925
90,622841_094,91.0,12,56,58.7011,-9,50,50.786,424,75,370,490,2018-04-19T17:11:37.262,2018,4,20,2,11,37.26216,0.40248,88.56989200000002,85.703971,97.514092,71.11245,22.245456,68,130,233.203271,26.608481,191640.084,235.139834,25.032577,195699.2094,2018-04-19T17:10:50.523197,2018,4,19,17,10,50.523197,194.17212208353402,-9.84788340181987,194.333134131055,-9.84687123917474,235.00997093382003,25.261400922420602,235.138589964999,25.153579500103397,235.074280449409,25.207490211262,226.0,32.470238960874,237.63758349035703,23.0,235.014764717248,25.134353798878198,0.0942924026158326,-0.0595157321612305,-0.0731364123838389,0.835693798710631,226.0,32.8144657543979,237.70757211082298,23.0,233.28428929897999,26.7080410240413,235.197865150358,25.1038890714401,234.949682672892,25.187315181507696,235.07984676160402,25.081392416248608,100.0,1001322,58227.716403,2018,4,20,17,11,37.26216,0.40248,316.637126,1.355368,97.655093,76.841514,97.514092,71.11245,6.053217,22.245456,18.851555,-16.131979,28.471029,88.56989200000002,85.703971,56.190036,2.848242,307.048629,3.94087,0.581279,0.894717,0.061199,29.346404,94.791069,8.641521000000001,0.443176,15.420061,319.517062,17.140736999999998,29.346404,0.270502,0.258491,0.162865,0.118958,0.13272,0.001443,0.00201,0.00132,1.4715790000000002,0.32468400000000003,0.001651,0.13272,0.270502,0.258491,-0.335419,0.299133,51.554843,2.45197904102775,3.66134502351717,88.56989200000002,3.5571958955815,-4.71223183171937,85.703971,71.257162970793,68.0582350636882,638611.302971468,9.75227834518592,0.01864433508656479,18.0,8.802732785166953,0.01864433508656479,24.26536984763269,9.462591254146588,0.04131028210128842,25.0,8.513045694127621,0.04131028210128842,23.97568275659336,8.905932546503621
91,623013_025,125.0,13,10,1.3588,-8,23,50.25100000000001,400,176,300,470,2018-04-19T17:13:08.575,2018,4,20,2,13,8.5752,0.26208000000000004,102.036493,93.272849,71.484086,47.033752,49.381129,46,83,233.188046,29.920473,199026.7771,234.171931,26.477362,202470.0063,2018-04-19T17:12:56.287589,2018,4,19,17,12,56.287589,197.37165383452304,-8.48963388267188,197.599473036474,-8.33274928059922,233.88883501543705,28.196489694983807,233.96227941047505,27.9296497761405,233.92555721295602,28.0630697355621,230.879283540005,38.0,235.165603382729,23.0,233.734415450158,28.00845008685189,0.19879255396185894,-0.191141762797798,-0.0546196487102293,0.55862431216984,231.19053977266003,38.0,235.319104682817,23.0,233.397830258623,29.980419828695002,234.348144435804,26.527715809762807,233.696396003354,28.1414993512503,233.772434896961,27.875400822453603,100.0,1001325,58227.71746,2018,4,20,17,13,8.5752,0.26208000000000004,301.044982,35.493747,71.29093,47.392557,71.484086,47.033752,0.649146,49.381129,47.84142,-17.947685999999994,28.365197,102.036493,93.272849,57.766297,2.032856,259.704834,3.69106,5.234262,0.8176829999999999,0.954297,29.347438,85.979302,152.747272,11.975212,39.757585,315.746794,54.111442,29.347438,0.48853,0.425636,0.471599,0.294514,0.26770900000000003,1.132272,0.037092,0.004081,0.657261,2.4526790000000003,3.965981,0.26770900000000003,0.48853,0.425636,-0.185148,0.911389,19.791011,1.9317618581899,3.0635877861163,102.036493,-1.07536601489697,-5.92019616296006,93.272849,47.2296698131557,112.20574748588801,2319008.37485619,8.98108132993064,0.010094983827384921,9.0,8.030313266185564,0.010094983827384921,24.894337122555427,8.438848913802643,0.06692883753360457,16.0,7.488080850057568,0.06692883753360457,24.352104706427436,7.929141050104863
