,ID,theta,distance,az1[deg]_sensor,el1[deg]_sensor,az2[deg]_sensor,el2[deg]_sensor,az3[deg]_sensor,el3[deg]_sensor,az4[deg]_sensor,el4[deg]_sensor
84,582715_090,1.3441229130902113,0.028931480229265567,236.47515290242606,29.070606738084212,236.1880567925236,28.797203013957432,235.63163411203618,29.242206850102434,235.91867153634584,29.516676188113856
85,582715_090,1.3433336016718358,0.02302795527155532,236.47515290242606,29.070606738084212,236.1880567925236,28.797203013957432,235.63163411203618,29.242206850102434,235.91867153634584,29.516676188113856
86,582715_091,2.4173327659447805,0.015135661964862313,236.4749295392205,29.070722229922925,236.18792399594793,28.79715771471993,235.63135138250846,29.24221341261844,235.9185433807091,29.51660724657139
87,582715_091,2.416688703916756,0.009284442096040974,236.4749295392205,29.070722229922925,236.18792399594793,28.79715771471993,235.63135138250846,29.24221341261844,235.9185433807091,29.51660724657139
88,583113_081,1.5710978873380728,0.08703872752809189,234.8053158864709,28.242477929509736,234.52538095556164,27.964697021023408,233.96480388752678,28.402292002153384,234.2444981824994,28.680425345665977
89,584014_111,35.756153426048456,0.21462718548437013,234.79001276606982,29.33118547974894,234.50696024116706,29.053939870799585,233.94097392623146,29.49050296021805,234.22331699029604,29.769516601867394
90,584014_111,0.8308459485059864,0.09612544853986912,234.79001276606982,29.33118547974894,234.50696024116706,29.053939870799585,233.94097392623146,29.49050296021805,234.22331699029604,29.769516601867394
91,584123_021,3.5841671568019606,0.003909113019724854,235.31727712274318,27.83640153705638,235.03720008094461,27.55999050806377,234.48101782621302,27.999240515714828,234.76155850812137,28.27720022520368
92,584133_021,3.2426862037667434,0.04523216872052139,236.22153866654946,27.1137649650285,235.94221844966637,26.838432122109023,235.39121379043326,27.280601964430396,235.6718088320583,27.55701922016244
93,584143_022,4.047708939170944,0.1297748771009188,237.11156839899502,26.37837579471549,236.83046332107995,26.10477487055414,236.2884182845251,26.552088906133253,236.56902369794858,26.82606413622686
94,584315_111,0.6037184082211953,0.14093226378557386,236.0710271577733,29.39795270372495,235.78413997245616,29.12348087625654,235.22331089483635,29.566125142212016,235.5095868463595,29.841899296613747
95,584315_111,54.71040383498722,0.2990104086288738,236.0710271577733,29.39795270372495,235.78413997245616,29.12348087625654,235.22331089483635,29.566125142212016,235.5095868463595,29.841899296613747
96,584324_067,1.80107127213149,0.1042881669289168,236.36411517864843,28.077855631730657,236.08044558290544,27.803885889950777,235.52769700259,28.24770326650414,235.8114436480183,28.522912303181595
97,584324_068,1.5087001755996212,0.09752122724068313,236.36412657954668,28.077815320743472,236.08040049180377,27.803643964332466,235.5276177673252,28.24736128016169,235.81151838834768,28.52290714895621
98,584332_074,1.0884567854921097,0.0988328460488062,236.04135652860862,26.16762184063339,235.7634205923938,25.892092277357253,235.21870294001897,26.33485163082432,235.49628042323573,26.610573505201707
99,584334_068,2.336312298436793,0.06716978462483315,237.26054956888777,27.345005515532648,236.97739725985966,27.072603170362672,236.43048733952534,27.51887114704131,236.71468376753631,27.7931665229083
100,584334_091,13.51058951619519,1.4361294909142743,237.26041959075465,27.344752125357278,236.97734807127318,27.07251472533392,236.43031053252594,27.518891348209042,236.71432038835547,27.793105040520853
101,584344_092,12.439787910990484,1.6478806846530254,238.14164885691886,26.606490172694432,237.85750320202456,26.33567220586588,237.31885148806592,26.78699636243377,237.60290023545616,27.058452317011177
102,584411_011,0.343654801073062,0.21225625163425,233.8588751847561,26.840166669066367,233.58543356629477,26.559665291948527,233.02763815167611,26.993118824390994,233.30167615914158,27.273552020172836
103,584414_093,6.327059439735421,0.026547691152175097,235.67329934319707,28.630507316681783,235.3888656694053,28.355029994819088,234.83175930479194,28.79755752210723,235.11525660431477,29.072973440877444
104,585813_113,68.0456303452291,1.3673463338210583,234.12963425115007,28.754817187194796,233.8510257599754,28.47561806630076,233.28358324784801,28.90844374567804,233.56195023022434,29.189515759349614
105,585822_113,68.02205207601048,2.669123821625828,234.44549867320973,27.435099414463263,234.16746338273038,27.15795311821859,233.6114826056263,27.594718066993327,233.8889797340444,27.873274193187655
106,585822_114,68.55482383431814,2.4731584210747863,234.4455222116391,27.43515683146169,234.16726777353819,27.158071521766182,233.61173244086922,27.594742478767703,233.8888366194558,27.87324129872446
107,585832_038,86.80620729931915,1.2221250119582268,235.3526173254186,26.7204484114214,235.0760723417548,26.44305576779514,234.52453429024058,26.881082101428934,234.80073572090637,27.15908914485727
108,585841_113,89.96761440843302,4.135989551332691,235.65159689473091,25.40051120381021,235.3767337859422,25.123862396991083,234.83296364404384,25.563725164348,235.1056583170452,25.841197583731287
109,585912_089,37.55308384387259,1.0662438183371208,233.7473315758455,27.97984208728691,233.47080827193543,27.700152862633374,232.90797755349124,28.132202159313255,233.18403462161697,28.41346053616812
110,585922_097,0.9968508716375436,0.12163607724011995,234.6631126004068,27.261481358835102,234.3845648670054,26.984901593815707,233.83068626471308,27.422879886827552,234.1087756502048,27.700855138003234
111,585923_088,1.143735452394098,0.16495567394355695,235.26622585545158,27.861081515509493,234.98634160165366,27.584112089816443,234.4291884210518,28.022902711435364,234.70851647268518,28.300859673328738
112,585933_088,0.27742190529139377,0.168767959215293,236.1717912940148,27.13967442866298,235.89224644545652,26.863210421706086,235.34108955692017,27.305125697658177,235.62074112516882,27.581661942142773
113,585943_088,0.42716713609927615,0.16482769190819072,237.06235666508542,26.40438404405402,236.78130089118147,26.13095792716207,236.23905475830736,26.576841820351124,236.5192340705762,26.851630019743283
114,586012_040,33.679429820936214,0.1001790075110118,233.96809034034,27.80746962692667,233.69100692109757,27.528653392654256,233.129896241985,27.96206730394896,233.40585764593362,28.24240842888664
115,586013_041,1.162974864375634,0.18442524386049494,234.57218864578195,28.40798340577116,234.29264729569744,28.130013492817813,233.7297615153032,28.565355775956693,234.0088482517944,28.845249624841543
116,586013_042,1.6745126324803183,0.18152510073311004,234.57200028953582,28.408063731305056,234.29282989062997,28.129871881409038,233.72994111670806,28.56529139103389,234.0087727106014,28.84515794890707
117,586013_087,23.94742595941968,0.30333038059811285,234.57232651566218,28.408298912960166,234.29305617949558,28.129694857128026,233.7301465737571,28.565508641243433,234.0090282083849,28.845110115877524
118,586022_041,2.8559875430228776,0.14663702883108487,234.8797438157847,27.087116817834325,234.60150238401005,26.811094059770713,234.0493849766346,27.25051949914158,234.32779472651853,27.528243108631848
119,586022_042,1.1588763597327036,0.15053712587902934,234.87999947406388,27.087296074068338,234.601725545756,26.810933645229586,234.0495358606434,27.250787288645284,234.32765994340662,27.52822536716688
120,586144_008,77.18291482130162,0.2259013542969565,238.09207242378704,26.63406747769652,237.80776347207123,26.363366791793712,237.26861552204412,26.8133044536939,237.5525195623577,27.085410889745027
121,586241_089,85.36799939594474,1.3023291167934508,236.48795998587605,24.692628744663928,236.21210813423852,24.417860158693337,235.675488436887,24.86168971974374,235.9506790889807,25.136771175685812
122,586316_109,4.926166783308237,0.4585786625349103,237.08121293264574,29.655740607794492,236.7909681475011,29.383689840456835,236.2329923691981,29.83105349990122,236.52334322270346,30.104853014474948
123,586316_109,7.504898132342372,2.5455123478201287,237.08121293264574,29.655740607794492,236.7909681475011,29.383689840456835,236.2329923691981,29.83105349990122,236.52334322270346,30.104853014474948
124,586316_110,3.897778971154245,0.4714872084427137,237.0811806792645,29.65564248666332,236.79088607191844,29.38378003031354,236.2328573436118,29.830951217433935,236.52324045391384,30.10484265348507
125,586316_110,6.476510320188416,2.566704885909564,237.0811806792645,29.65564248666332,236.79088607191844,29.38378003031354,236.2328573436118,29.830951217433935,236.52324045391384,30.10484265348507
126,586323_111,2.08518690987835,0.05078241866811272,236.13105804122807,27.15566717952018,235.84994384757042,26.880998233144005,235.30137204561754,27.324320866432693,235.58197735950614,27.599730332593705
127,586324_023,56.074540956321364,1.1176319323735773,236.74360678566705,27.747468398950687,236.4603745122617,27.474089089848007,235.9111561454577,27.91943582924241,236.19449710566877,28.19366161937273
128,586324_023,85.78143049241092,1.030153121586108,236.74360678566705,27.747468398950687,236.4603745122617,27.474089089848007,235.9111561454577,27.91943582924241,236.19449710566877,28.19366161937273
129,586324_025,8.163201118473843,1.1411619360003178,236.74404169894154,27.747710101657574,236.46008926324316,27.474179835969775,235.91125701531945,27.919516835068038,236.19448759230514,28.193808016137467
130,586332_024,86.595257059022,2.9003115779984556,236.4153693508375,25.83752167553575,236.1373247707112,25.562761855945457,235.59548714596588,26.00701068896734,235.87299845522708,26.28231336964356
131,586333_023,86.11359910616119,2.17619950504255,237.02318866551676,26.426730351321268,236.74269914272622,26.153740623896017,236.19980991413001,26.599478993879938,236.4800537160916,26.873838799041977
132,586412_014,8.345085586438083,0.008133590292148878,233.5369262205258,28.14225496982941,233.2606375239584,27.86184432499082,232.6949497086904,28.293458591099885,232.97099412165582,28.574493259757652
133,586413_047,66.17318716456141,0.4631796793954875,234.13947143768127,28.74542307746268,233.86034411181885,28.46589928065555,233.2932697551904,28.89883760591228,233.5716643867317,29.179619860780583
134,586413_057,1.044924526355539,0.14718221184983074,234.13915645900468,28.745932310700343,233.86060969519053,28.465423650768727,233.29356354956676,28.899332429074672,233.57169092590993,29.17928871407537
135,586414_046,65.78894296433063,0.2465841154702089,234.74497357500007,29.345853600574475,234.46238130510864,29.06750466282238,233.89519451010187,29.50402379248858,234.17740118539544,29.783111768873614
136,586414_100,1.114354847779681,0.1111845937845685,234.74479280198506,29.34594537543063,234.4625188118321,29.068255979734573,233.89493169192818,29.50435113295163,234.17732126924182,29.783421560065566
137,586414_116,68.842939573793,1.0819083803646663,234.74518121059936,29.345267053609486,234.4622947577294,29.067633666502577,233.89501711302984,29.50373362464821,234.1772098493022,29.783263411795367
138,586421_111,12.43376846812088,0.2000441371543177,233.85761386824115,26.825797796254054,233.5835735182878,26.54634699063093,233.02740672149267,26.9802045215634,233.30091645869135,27.260410751081373
139,586424_046,1.8165324304456048,0.12316037505416108,235.6677393226576,28.62381472729426,235.38541260629725,28.34765087754954,234.8251228702618,28.78702160014093,235.1072741498653,29.065206315337942
140,586426_115,0.9569448313494008,0.18008638196202906,236.9053285290384,29.80659224633659,236.61640648437978,29.532832517527254,236.05543704464054,29.978427992373046,236.3451415688404,30.253092931595173
141,586432_013,21.117886805654237,0.4081115156949767,235.36212741716471,26.710613470791614,235.0849843903961,26.433451240134676,234.5334993590722,26.872026494219934,234.8090990124021,27.150488450490187
142,586434_047,1.2811558921129294,0.15636896241892392,236.575939110588,27.897474764665468,236.2931673545514,27.622685848461607,235.7402291641771,28.065641863847038,236.0220182635776,28.341657483679715
143,586442_014,19.682080425837864,0.8774537189654855,236.259724403243,25.984083203024216,235.983656469758,25.70692809870884,235.43639127137277,26.14881189243877,235.7129261259603,26.42475802122042
144,586521_062,17.424151843850847,0.2505738578348065,234.07432565141977,26.653337805803474,233.79974542363254,26.374810321529992,233.2452673177478,26.809475890778465,233.51973513558943,27.089197327565312
145,586521_062,2.0292031010709017,0.14626884622545328,234.07432565141977,26.653337805803474,233.79974542363254,26.374810321529992,233.2452673177478,26.809475890778465,233.51973513558943,27.089197327565312
146,586521_062,36.12807331968241,1.9892521211117067,234.07432565141977,26.653337805803474,233.79974542363254,26.374810321529992,233.2452673177478,26.809475890778465,233.51973513558943,27.089197327565312
147,586521_063,31.708165426866387,2.0296208745469437,234.07400735978564,26.65302754575888,233.79915291981436,26.374694046811527,233.24491511928596,26.809219613653525,233.5194677037773,27.088931345977603
148,586612_016,51.48833334940076,0.3648713745606749,233.97704472889,27.798035325181566,233.70002883765758,27.518582378326812,233.13882117705305,27.952852159851957,233.41547524186734,28.23305173199275
149,586612_017,51.38581945499361,0.17746404127544066,233.9777963683458,27.798186731631255,233.70006789681963,27.5188635751123,233.13951571011413,27.952917352720835,233.41550192009987,28.233061645387792
150,586613_017,51.18012401505494,0.4377031049995931,234.58146257807823,28.39894951274403,234.30217602688884,28.12013945118888,233.73901348696523,28.555962028598962,234.0183243185904,28.835840221435607
151,586626_015,19.097689625982284,3.0234164721848518,237.3437922080736,29.44938912632367,237.05442467762475,29.17655900046057,236.49762930005704,29.62443323531173,236.78780961046292,29.897327362434016
152,586642_084,42.91989871231874,3.925184709289003,236.68037319061943,25.628648754777235,236.40374393434294,25.353757632263004,235.86055615474316,25.79550743840567,236.13772490555803,26.072440717728036
153,586712_095,19.03501915657285,0.90509335483023,234.1956291205398,27.62517940459352,233.91934821896962,27.3459790731271,233.3596099150896,27.782071404206107,233.63734595358918,28.061224232274565
154,586712_102,35.84269740953586,1.21507154681263,234.19647210186287,27.62509650327842,233.919240798598,27.346267794750524,233.36004919781138,27.782008834571318,233.63697834371305,28.061440179512612
