ID,Angle,Ra[hh],Ra[mm],Ra[ss],Dec[deg],Dec[mm],Dec[ss],X,Y,x_1,x_2,utc_mu,year_jst_mu,month_jst_mu,day_jst_mu,hour_jst_mu,minute_jst_mu,second_jst_mu,duration,alt_start,alt_end,azimuth_radiant,zenith_radiant,velocity,n_data_interferometry,n_data_doppler,azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso
650132_026,63.5,10,56,40.3727,-9,13,15.067,184,204,60,270,2018-04-20T15:05:00.948,2018,4,21,0,5,0.9476,0.34944,91.403939,89.277618,146.417144,70.181212,18.030098,51,94,232.718163,26.630004,197505.7786,234.647192,26.134587,196179.105
650134_026,145.5,10,57,2.1275,-7,34,21.054,244,170,190,270,2018-04-20T15:05:00.948,2018,4,21,0,5,0.9476,0.34944,91.403939,89.277618,146.417144,70.181212,18.030098,51,94,232.718163,26.630004,197505.7786,234.647192,26.134587,196179.105
650211_069,114.5,11,6,37.7623,-10,4,1.177,408,228,330,470,2018-04-20T15:06:25.986,2018,4,21,0,6,25.98632,0.17472,93.776234,89.000954,102.317112,37.333232,38.695122,23,52,232.339042,27.201078,198840.7385,233.252095,25.667316,198674.5523
650212_045,94,11,5,48.8742,-9,1,14.045,255,44,40,450,2018-04-20T15:06:13.481,2018,4,21,0,6,13.48136,0.24024,95.568001,89.254847,144.046314,40.246478,35.318603,34,70,233.383143,27.581202,200148.3781,235.132304,25.987415,197097.7833
650222_045,94,11,1,26.7737,-9,5,36.118,258,101,40,450,2018-04-20T15:06:13.481,2018,4,21,0,6,13.48136,0.24024,95.568001,89.254847,144.046314,40.246478,35.318603,34,70,233.383143,27.581202,200148.3781,235.132304,25.987415,197097.7833
650232_045,94,10,57,15.8803,-9,9,36.045,294,157,40,450,2018-04-20T15:06:13.481,2018,4,21,0,6,13.48136,0.24024,95.568001,89.254847,144.046314,40.246478,35.318603,34,70,233.383143,27.581202,200148.3781,235.132304,25.987415,197097.7833
650242_045,94,10,52,41.8492,-9,13,48.111,263,217,40,450,2018-04-20T15:06:13.481,2018,4,21,0,6,13.48136,0.24024,95.568001,89.254847,144.046314,40.246478,35.318603,34,70,233.383143,27.581202,200148.3781,235.132304,25.987415,197097.7833
650313_041,98,11,5,51.9937,-8,19,40.663,265,127,40,450,2018-04-20T15:07:14.817,2018,4,21,0,7,14.81744,0.37752,109.831556,103.021644,77.335031,47.036312,26.859023,67,119,233.998206,31.463775,205011.8952,234.975743,28.846309,207300.6241
650314_043,120,11,4,45.105,-7,23,49.453,54,29,10,80,2018-04-20T15:07:14.817,2018,4,21,0,7,14.81744,0.37752,109.831556,103.021644,77.335031,47.036312,26.859023,67,119,233.998206,31.463775,205011.8952,234.975743,28.846309,207300.6241
650323_011,118.5,11,2,1.9634,-8,24,18.247,366,186,260,460,2018-04-20T15:06:59.221,2018,4,21,0,6,59.22056,0.21216,104.82982,99.782594,115.005753,32.948074,27.855528,23,52,233.651026,29.909429,204440.547,234.564802,28.471567,203167.6859
650323_011,150,11,0,15.7855,-8,10,31.783,34,14,26,38,2018-04-20T15:06:59.221,2018,4,21,0,6,59.22056,0.21216,104.82982,99.782594,115.005753,32.948074,27.855528,23,52,233.651026,29.909429,204440.547,234.564802,28.471567,203167.6859
650323_041,98,11,1,38.2427,-8,27,59.803,292,233,120,460,2018-04-20T15:07:14.817,2018,4,21,0,7,14.81744,0.37752,109.831556,103.021644,77.335031,47.036312,26.859023,67,119,233.998206,31.463775,205011.8952,234.975743,28.846309,207300.6241
650324_010,152,11,1,38.4085,-7,32,35.286,290,142,230,350,2018-04-20T15:06:59.221,2018,4,21,0,6,59.22056,0.21216,104.82982,99.782594,115.005753,32.948074,27.855528,23,52,233.651026,29.909429,204440.547,234.564802,28.471567,203167.6859
650324_042,119.5,11,2,37.3092,-7,42,17.438,474,264,453,495,2018-04-20T15:07:14.817,2018,4,21,0,7,14.81744,0.37752,109.831556,103.021644,77.335031,47.036312,26.859023,67,119,233.998206,31.463775,205011.8952,234.975743,28.846309,207300.6241
650331_011,152,10,56,29.1669,-9,54,1.827,154,110,125,185,2018-04-20T15:06:59.221,2018,4,21,0,6,59.22056,0.21216,104.82982,99.782594,115.005753,32.948074,27.855528,23,52,233.651026,29.909429,204440.547,234.564802,28.471567,203167.6859
650333_043,121,10,57,37.2725,-8,25,26.607,358,207,260,480,2018-04-20T15:07:14.817,2018,4,21,0,7,14.81744,0.37752,109.831556,103.021644,77.335031,47.036312,26.859023,67,119,233.998206,31.463775,205011.8952,234.975743,28.846309,207300.6241
650342_043,121,10,52,16.9146,-9,11,2.947,185,183,40,330,2018-04-20T15:07:14.817,2018,4,21,0,7,14.81744,0.37752,109.831556,103.021644,77.335031,47.036312,26.859023,67,119,233.998206,31.463775,205011.8952,234.975743,28.846309,207300.6241
650433_092,80.5,10,57,0.2768,-8,24,54.026,243,201,130,410,2018-04-20T15:08:42.137,2018,4,21,0,8,42.13688,0.312,97.442886,91.787342,163.807558,50.073,28.452977,38,99,231.267809,28.822135,196420.7203,233.369749,27.751089,191367.4148
650712_036,102,11,11,41.7315,-9,0,10.278,136,31,40,220,2018-04-20T15:11:36.018,2018,4,21,0,11,36.0176,0.26832,100.409251,94.706669,132.841536,35.026181,26.362974,31,71,232.121716,29.066851,200820.972,233.388589,27.559537,198514.1864
650721_098,80.5,11,7,57.4897,-10,5,35.63,59,251,130,340,2018-04-20T15:12:07.614,2018,4,21,0,12,7.61384,0.12792,92.505163,90.841037,132.782858,58.389277,27.407665,18,38,232.1818,26.771558,198922.0527,233.114443,26.285407,198545.3211
650722_036,101.5,11,8,3.1427,-9,11,25.343,275,175,40,450,2018-04-20T15:11:36.018,2018,4,21,0,11,36.0176,0.26832,100.409251,94.706669,132.841536,35.026181,26.362974,31,71,232.121716,29.066851,200820.972,233.388589,27.559537,198514.1864
650741_045,78.5,10,58,38.4364,-10,4,2.314,161,246,40,260,2018-04-20T15:11:40.763,2018,4,21,0,11,40.76312,0.312,90.252471,84.999803,164.208309,50.305264,27.093562,55,68,233.038735,25.823212,200351.4035,234.952383,24.769503,195924.1933
650813_016,97.5,11,12,31.708,-8,16,18.446,292,85,170,490,2018-04-20T15:12:28.521,2018,4,21,0,12,28.52096,0.2496,97.51857,91.090797,77.122185,57.073914,48.902757,38,79,233.307551,29.149664,194669.5391,234.654988,26.213218,199559.0753
650912_066,115.5,11,13,24.5527,-9,17,58.396,457,255,420,480,2018-04-20T15:13:57.098,2018,4,21,0,13,57.09776,0.36816,109.421868,96.623748,103.975542,29.298324,39.783005,55,112,231.486532,30.918336,207309.6195,233.284596,27.238506,204514.2177
650921_067,115.5,11,8,7.1316,-9,55,27.725,289,123,70,450,2018-04-20T15:13:57.098,2018,4,21,0,13,57.09776,0.36816,109.421868,96.623748,103.975542,29.298324,39.783005,55,112,231.486532,30.918336,207309.6195,233.284596,27.238506,204514.2177
651011_114,125,11,11,22.6131,-9,48,26.386,78,33,30,100,2018-04-20T15:15:23.547,2018,4,21,0,15,23.54672,0.28704,103.350867,97.141871,69.354405,52.796868,36.809674,40,90,232.596537,29.964082,201294.3248,233.397151,27.310217,205122.938
651113_055,92,11,12,22.9758,-8,11,30.183,265,24,40,450,2018-04-20T15:15:56.831,2018,4,21,0,15,56.83088,0.12792,102.56023,99.357074,132.977451,44.212779,35.167669,16,42,232.369438,29.602548,201863.3582,233.37281,28.74751,200645.7182
651113_055,92,11,12,22.9758,-8,11,30.183,265,24,40,450,2018-04-20T15:15:56.909,2018,4,21,0,15,56.90888,0.27768,100.594662,93.604003,133.298438,45.23653,35.647573,43,83,232.966131,29.08932,201049.945,235.222673,27.176432,198642.6975
651123_055,92,11,8,3.2353,-8,13,27.635,273,50,40,450,2018-04-20T15:15:56.831,2018,4,21,0,15,56.83088,0.12792,102.56023,99.357074,132.977451,44.212779,35.167669,16,42,232.369438,29.602548,201863.3582,233.37281,28.74751,200645.7182
651123_055,92,11,8,3.2353,-8,13,27.635,273,50,40,450,2018-04-20T15:15:56.909,2018,4,21,0,15,56.90888,0.27768,100.594662,93.604003,133.298438,45.23653,35.647573,43,83,232.966131,29.08932,201049.945,235.222673,27.176432,198642.6975
651143_055,92,10,59,23.4983,-8,16,56.165,288,105,40,450,2018-04-20T15:15:56.831,2018,4,21,0,15,56.83088,0.12792,102.56023,99.357074,132.977451,44.212779,35.167669,16,42,232.369438,29.602548,201863.3582,233.37281,28.74751,200645.7182
651143_055,92,10,59,23.4983,-8,16,56.165,288,105,40,450,2018-04-20T15:15:56.909,2018,4,21,0,15,56.90888,0.27768,100.594662,93.604003,133.298438,45.23653,35.647573,43,83,232.966131,29.08932,201049.945,235.222673,27.176432,198642.6975
651344_043,84.5,11,6,11.3967,-7,37,57.13,334,221,180,460,2018-04-20T15:18:07.809,2018,4,21,0,18,7.80848,0.28704,96.311121,90.122449,93.57385,55.260334,38.447039,35,90,232.532756,28.640776,195233.0063,234.4677,26.105098,198190.6441
651513_111,88.5,11,18,54.6322,-8,12,48.539,269,41,40,450,2018-04-20T15:20:47.902,2018,4,21,0,20,47.90192,0.36192,100.959527,94.689982,147.9312,43.297453,23.164077,50,111,232.93364,28.988248,202368.5191,234.768686,27.504434,198826.5044
651523_111,88.5,11,14,44.0396,-8,10,53.279,305,18,40,450,2018-04-20T15:20:47.902,2018,4,21,0,20,47.90192,0.36192,100.959527,94.689982,147.9312,43.297453,23.164077,50,111,232.93364,28.988248,202368.5191,234.768686,27.504434,198826.5044
651711_044,128.5,11,19,18.7724,-10,1,32.048,345,197,290,420,2018-04-20T15:22:20.329,2018,4,21,0,22,20.3288,0.36816,95.949257,88.346704,172.366465,49.419274,31.23986,58,117,232.471752,27.464396,201670.231,234.916312,26.115916,194297.8799
651711_072,74,11,18,40.9729,-10,1,45.018,228,200,50,360,2018-04-20T15:22:34.643,2018,4,21,0,22,34.64336,0.33384,92.42544,86.779123,170.449808,54.683374,28.913005,54,106,232.848055,26.418238,201055.9444,235.059128,25.44661,195286.5974
651712_028,119,11,18,12.0702,-9,7,24.491,137,122,40,270,2018-04-20T15:22:12.479,2018,4,21,0,22,12.47888,0.33072,102.160413,93.42517,161.843253,17.236909,28.322297,53,100,233.117344,29.431034,202090.8458,233.970188,27.388262,196939.1394
651716_073,97.5,11,19,12.827,-5,53,34.554,323,103,130,420,2018-04-20T15:22:34.643,2018,4,21,0,22,34.64336,0.33384,92.42544,86.779123,170.449808,54.683374,28.913005,54,106,232.848055,26.418238,201055.9444,235.059128,25.44661,195286.5974
651721_045,76,11,14,36.0257,-10,2,42.534,285,214,160,430,2018-04-20T15:22:20.329,2018,4,21,0,22,20.3288,0.36816,95.949257,88.346704,172.366465,49.419274,31.23986,58,117,232.471752,27.464396,201670.231,234.916312,26.115916,194297.8799
652011_113,126.5,11,25,38.4784,-9,57,24.7,312,146,170,460,2018-04-20T15:26:15.536,2018,4,21,0,26,15.53624,0.25896,106.551234,103.149281,61.310969,69.545209,37.576867,42,84,231.804183,31.021481,201392.7689,232.324369,28.88654,207302.0562
652311_070,77,11,24,3.8811,-10,7,42.805,20,277,4,35,2018-04-20T15:29:03.679,2018,4,21,0,29,3.67928,0.27144,91.7008,85.846499,176.420271,51.322316,34.585052,33,80,231.58907,26.886892,196496.3465,233.519959,25.915408,190180.9491
652321_070,77,11,21,14.2784,-9,57,38.364,310,151,110,460,2018-04-20T15:29:03.679,2018,4,21,0,29,3.67928,0.27144,91.7008,85.846499,176.420271,51.322316,34.585052,33,80,231.58907,26.886892,196496.3465,233.519959,25.915408,190180.9491
652332_062,95.5,11,16,57.7731,-9,10,25.622,327,168,160,420,2018-04-20T15:28:59.967,2018,4,21,0,28,59.96648,0.33384,102.704907,95.750859,188.285662,42.768505,28.148753,50,108,233.681836,28.85505,206617.1287,235.154212,27.792467,199212.8366
652334_063,87.5,11,16,42.9509,-7,42,5.689,275,268,70,450,2018-04-20T15:28:59.967,2018,4,21,0,28,59.96648,0.33384,102.704907,95.750859,188.285662,42.768505,28.148753,50,108,233.681836,28.85505,206617.1287,235.154212,27.792467,199212.8366
652514_054,122.5,11,31,12.9785,-7,41,51.638,131,258,110,170,2018-04-20T15:31:14.223,2018,4,21,0,31,14.2232,0.29952,108.715036,101.368607,74.950257,41.584888,34.757279,36,85,233.629335,31.077682,205093.5808,234.446526,28.410114,206720.0904
652514_055,123.5,11,32,13.9181,-7,32,7.185,321,135,220,460,2018-04-20T15:31:14.223,2018,4,21,0,31,14.2232,0.29952,108.715036,101.368607,74.950257,41.584888,34.757279,36,85,233.629335,31.077682,205093.5808,234.446526,28.410114,206720.0904
652523_055,123,11,27,21.7965,-8,18,56.742,230,121,40,380,2018-04-20T15:31:14.223,2018,4,21,0,31,14.2232,0.29952,108.715036,101.368607,74.950257,41.584888,34.757279,36,85,233.629335,31.077682,205093.5808,234.446526,28.410114,206720.0904
652526_083,83,11,28,12.2295,-5,59,9.684,381,178,240,460,2018-04-20T15:31:28.313,2018,4,21,0,31,28.31312,0.22152,111.585664,108.352776,103.112987,77.153212,63.951412,36,69,231.601155,32.131774,204578.1482,235.089157,30.057821,210304.3894
652532_056,122.5,11,23,5.6882,-8,59,44.515,251,35,200,285,2018-04-20T15:31:14.223,2018,4,21,0,31,14.2232,0.29952,108.715036,101.368607,74.950257,41.584888,34.757279,36,85,233.629335,31.077682,205093.5808,234.446526,28.410114,206720.0904
652541_056,123,11,17,56.4067,-9,48,34.306,114,53,60,150,2018-04-20T15:31:14.223,2018,4,21,0,31,14.2232,0.29952,108.715036,101.368607,74.950257,41.584888,34.757279,36,85,233.629335,31.077682,205093.5808,234.446526,28.410114,206720.0904
652712_053,119.5,11,31,50.7155,-9,12,52.919,251,192,140,360,2018-04-20T15:33:19.441,2018,4,21,0,33,19.44128,0.3588,94.176516,91.180225,66.218093,74.30021,31.438988,55,116,233.217074,28.19244,193597.3373,234.037257,25.968251,201385.7905
652721_054,119.5,11,27,1.0838,-9,53,16.96,170,97,40,290,2018-04-20T15:33:19.441,2018,4,21,0,33,19.44128,0.3588,94.176516,91.180225,66.218093,74.30021,31.438988,55,116,233.217074,28.19244,193597.3373,234.037257,25.968251,201385.7905
652815_023,87,11,31,53.2817,-6,47,55.067,257,183,40,450,2018-04-20T15:34:06.934,2018,4,21,0,34,6.93392,0.2496,103.685414,99.951483,99.321279,75.156976,60.214636,33,76,232.547553,30.942247,196493.8932,235.957805,28.540269,203092.0911
652825_023,86.5,11,27,52.9323,-6,44,19.535,322,139,40,450,2018-04-20T15:34:06.934,2018,4,21,0,34,6.93392,0.2496,103.685414,99.951483,99.321279,75.156976,60.214636,33,76,232.547553,30.942247,196493.8932,235.957805,28.540269,203092.0911
652911_099,150,11,31,23.3219,-9,54,39.421,167,112,100,210,2018-04-20T15:35:47.738,2018,4,21,0,35,47.738,0.29016,102.190499,96.6737,37.070693,53.70665,32.494034,39,90,234.530205,29.565965,201362.3948,233.860459,27.206378,204827.383
652912_099,150,11,33,0.91,-9,13,38.263,470,201,450,490,2018-04-20T15:35:47.738,2018,4,21,0,35,47.738,0.29016,102.190499,96.6737,37.070693,53.70665,32.494034,39,90,234.530205,29.565965,201362.3948,233.860459,27.206378,204827.383
653114_095,86,11,38,49.4722,-7,24,39.906,338,41,160,460,2018-04-20T15:38:03.255,2018,4,21,0,38,3.2552,0.37128,104.832084,96.886384,160.449,44.327496,29.892768,64,118,232.891427,29.888429,204567.4637,235.333066,28.282309,198519.6755
653114_096,86,11,37,19.2179,-7,22,55.198,56,19,20,110,2018-04-20T15:38:03.255,2018,4,21,0,38,3.2552,0.37128,104.832084,96.886384,160.449,44.327496,29.892768,64,118,232.891427,29.888429,204567.4637,235.333066,28.282309,198519.6755
653622_004,67,11,40,44.0072,-9,11,40.101,303,179,100,470,2018-04-20T15:42:44.526,2018,4,21,0,42,44.52632,0.156,100.861131,98.280214,138.75058,71.714856,54.797071,18,50,230.360221,28.006476,208264.9561,232.822636,27.346963,207239.9959
653643_005,67,11,31,55.7315,-8,15,17.14,288,86,120,420,2018-04-20T15:42:44.526,2018,4,21,0,42,44.52632,0.156,100.861131,98.280214,138.75058,71.714856,54.797071,18,50,230.360221,28.006476,208264.9561,232.822636,27.346963,207239.9959
653643_005,67,11,31,55.7315,-8,15,17.14,288,86,120,420,2018-04-20T15:42:44.754,2018,4,21,0,42,44.75408,0.1248,97.049757,94.923158,137.70438,71.739132,54.037205,19,41,234.041196,26.99207,207021.2161,236.017617,26.380047,206651.3281
653715_105,96.5,11,44,46.8534,-6,40,29.953,237,89,40,400,2018-04-20T15:44:37.764,2018,4,21,0,44,37.7636,0.19032,109.426582,103.780997,99.012244,62.219987,63.164568,30,59,232.799775,31.605704,203493.5449,235.306996,29.157076,206893.5295
653725_105,96.5,11,40,29.971,-6,47,29.297,251,179,40,450,2018-04-20T15:44:37.764,2018,4,21,0,44,37.7636,0.19032,109.426582,103.780997,99.012244,62.219987,63.164568,30,59,232.799775,31.605704,203493.5449,235.306996,29.157076,206893.5295
653813_090,119,11,44,33.5503,-8,18,8.571,198,109,40,340,2018-04-20T15:45:33.406,2018,4,21,0,45,33.40568,0.2028,94.673038,88.498822,84.700761,35.163392,37.726947,31,61,234.204787,27.980751,195866.4967,234.942627,25.874801,196201.6606
654011_014,89,11,44,54.0726,-10,3,8.758,264,218,40,450,2018-04-20T15:47:00.872,2018,4,21,0,47,0.87176,0.3744,94.588201,85.232156,163.239662,42.774705,34.139732,71,118,231.592252,27.507222,198600.7285,234.239255,25.513526,191437.5866
654021_014,88.5,11,40,29.2438,-10,1,21.151,259,198,40,450,2018-04-20T15:47:00.872,2018,4,21,0,47,0.87176,0.3744,94.588201,85.232156,163.239662,42.774705,34.139732,71,118,231.592252,27.507222,198600.7285,234.239255,25.513526,191437.5866
654322_099,139,11,48,10.9959,-9,17,6.757,478,248,456,493,2018-04-20T15:51:05.090,2018,4,21,0,51,5.08976,0.30264,91.283973,83.320961,52.65409,37.794075,33.787307,37,68,233.863154,27.225915,193507.0838,233.850892,24.334328,195135.5191
654412_062,69,11,51,18.0288,-9,14,39.46,241,214,110,370,2018-04-20T15:51:49.497,2018,4,21,0,51,49.49672,0.20592,93.944094,89.9533,170.773179,59.057196,38.048438,37,66,231.375948,27.905776,194842.2352,233.326976,27.340824,190049.7652
654412_063,69,11,50,13.8526,-9,8,21.915,41,135,20,70,2018-04-20T15:51:49.497,2018,4,21,0,51,49.49672,0.20592,93.944094,89.9533,170.773179,59.057196,38.048438,37,66,231.375948,27.905776,194842.2352,233.326976,27.340824,190049.7652
654412_064,68,11,51,34.3684,-9,16,43.393,292,240,190,380,2018-04-20T15:51:49.497,2018,4,21,0,51,49.49672,0.20592,93.944094,89.9533,170.773179,59.057196,38.048438,37,66,231.375948,27.905776,194842.2352,233.326976,27.340824,190049.7652
654413_064,145,11,50,29.1,-8,16,13.362,88,85,30,120,2018-04-20T15:51:49.497,2018,4,21,0,51,49.49672,0.20592,93.944094,89.9533,170.773179,59.057196,38.048438,37,66,231.375948,27.905776,194842.2352,233.326976,27.340824,190049.7652
654413_072,76,11,51,0.8053,-8,19,44.414,187,129,120,280,2018-04-20T15:51:54.105,2018,4,21,0,51,54.10496,0.2652,98.531149,94.138354,124.831715,68.388601,44.356028,41,83,231.872823,28.935202,197903.7959,235.254977,27.35638,198617.5992
654433_063,68.5,11,42,44.5949,-8,24,8.979,275,193,40,450,2018-04-20T15:51:49.497,2018,4,21,0,51,49.49672,0.20592,93.944094,89.9533,170.773179,59.057196,38.048438,37,66,231.375948,27.905776,194842.2352,233.326976,27.340824,190049.7652
654511_048,80,11,51,18.1912,-10,2,27.813,243,210,70,440,2018-04-20T15:52:45.432,2018,4,21,0,52,45.43208,0.31512,91.434582,86.56375,144.012076,55.299691,25.621978,47,99,232.600031,26.745346,196831.9435,234.751287,25.501534,194445.0304
654511_048,98.5,11,51,31.3006,-9,50,59.231,283,65,40,450,2018-04-20T15:52:45.432,2018,4,21,0,52,45.43208,0.31512,91.434582,86.56375,144.012076,55.299691,25.621978,47,99,232.600031,26.745346,196831.9435,234.751287,25.501534,194445.0304
654521_048,98,11,46,57.8013,-10,0,22.785,252,186,60,430,2018-04-20T15:52:45.432,2018,4,21,0,52,45.43208,0.31512,91.434582,86.56375,144.012076,55.299691,25.621978,47,99,232.600031,26.745346,196831.9435,234.751287,25.501534,194445.0304
654521_049,79.5,11,47,21.7772,-9,51,40.511,326,76,130,460,2018-04-20T15:52:45.432,2018,4,21,0,52,45.43208,0.31512,91.434582,86.56375,144.012076,55.299691,25.621978,47,99,232.600031,26.745346,196831.9435,234.751287,25.501534,194445.0304
654611_063,88,11,51,31.7685,-9,56,10.03,285,130,40,450,2018-04-20T15:53:55.507,2018,4,21,0,53,55.50728,0.25584,93.034371,88.187967,176.777931,43.775389,27.357986,42,63,232.225266,27.167674,197509.0322,233.516507,26.295051,192803.6594
654616_112,136,11,50,52.149,-5,53,55.369,156,108,120,220,2018-04-20T15:54:19.965,2018,4,21,0,54,19.96496,0.19656,97.043066,92.070823,106.191172,50.939427,39.581379,20,53,232.460857,28.291664,198772.9902,233.997773,26.556966,199392.1918
654625_062,73.5,11,46,55.8531,-6,51,42.408,236,232,140,350,2018-04-20T15:53:55.507,2018,4,21,0,53,55.50728,0.25584,93.034371,88.187967,176.777931,43.775389,27.357986,42,63,232.225266,27.167674,197509.0322,233.516507,26.295051,192803.6594
654626_062,159,11,47,8.5972,-5,57,16.974,274,154,240,310,2018-04-20T15:53:55.507,2018,4,21,0,53,55.50728,0.25584,93.034371,88.187967,176.777931,43.775389,27.357986,42,63,232.225266,27.167674,197509.0322,233.516507,26.295051,192803.6594
654811_059,64.5,11,59,10.9819,-9,46,4.691,496,3,493,499,2018-04-20T15:56:13.065,2018,4,21,0,56,13.06496,0.33072,99.748754,92.15204,163.265961,54.541433,41.504467,54,103,231.734679,28.370663,203722.3135,235.01976,27.011841,196652.5562
654813_041,119,11,57,9.9866,-8,14,38.888,119,66,20,210,2018-04-20T15:56:03.905,2018,4,21,0,56,3.90464,0.20592,105.291709,100.022949,87.132253,41.538013,33.630444,34,65,233.013377,30.032296,204608.8598,233.852713,28.222422,205191.5231
654822_059,64.5,11,53,49.4146,-9,8,46.703,314,143,130,450,2018-04-20T15:56:13.065,2018,4,21,0,56,13.06496,0.33072,99.748754,92.15204,163.265961,54.541433,41.504467,54,103,231.734679,28.370663,203722.3135,235.01976,27.011841,196652.5562
654832_041,119,11,49,56.4073,-9,13,21.081,406,206,330,480,2018-04-20T15:56:03.905,2018,4,21,0,56,3.90464,0.20592,105.291709,100.022949,87.132253,41.538013,33.630444,34,65,233.013377,30.032296,204608.8598,233.852713,28.222422,205191.5231
654834_060,97.5,11,49,13.5707,-7,35,35.885,265,188,0,500,2018-04-20T15:56:13.065,2018,4,21,0,56,13.06496,0.33072,99.748754,92.15204,163.265961,54.541433,41.504467,54,103,231.734679,28.370663,203722.3135,235.01976,27.011841,196652.5562
654841_041,119,11,45,18.507,-9,50,25.024,365,74,80,410,2018-04-20T15:56:03.905,2018,4,21,0,56,3.90464,0.20592,105.291709,100.022949,87.132253,41.538013,33.630444,34,65,233.013377,30.032296,204608.8598,233.852713,28.222422,205191.5231
654913_084,130.5,11,57,56.4241,-8,22,7.449,264,160,190,340,2018-04-20T15:57:28.684,2018,4,21,0,57,28.6844,0.22464,104.80943,99.560272,59.508546,59.313172,46.174719,30,67,233.510821,30.405049,201560.2162,233.847121,27.865202,206513.8824
654915_115,90,11,58,2.5317,-6,47,0.689,281,172,50,450,2018-04-20T15:57:43.957,2018,4,21,0,57,43.9568,0.27456,108.259912,100.179786,169.612457,38.402134,37.168247,34,86,232.849259,30.984292,204771.2421,234.717985,29.458389,198089.4245
654922_084,130,11,53,52.535,-9,13,27.379,324,202,260,390,2018-04-20T15:57:28.684,2018,4,21,0,57,28.6844,0.22464,104.80943,99.560272,59.508546,59.313172,46.174719,30,67,233.510821,30.405049,201560.2162,233.847121,27.865202,206513.8824
654925_115,90,11,54,27.3875,-6,46,49.063,425,171,270,480,2018-04-20T15:57:43.957,2018,4,21,0,57,43.9568,0.27456,108.259912,100.179786,169.612457,38.402134,37.168247,34,86,232.849259,30.984292,204771.2421,234.717985,29.458389,198089.4245
655013_093,135,11,57,3.8999,-8,15,46.211,100,80,60,150,2018-04-20T15:58:35.958,2018,4,21,0,58,35.95784,0.28392,101.027646,94.652867,56.083792,60.20167,44.993215,43,90,234.218603,29.835154,197576.6739,234.382949,26.704875,203887.9787
655312_110,140.5,11,58,52.6631,-9,13,38.045,440,201,390,490,2018-04-20T16:01:53.248,2018,4,21,1,1,53.2484,0.39312,96.002146,85.244088,44.434119,16.158422,29.323658,58,122,233.978084,27.886277,199141.5264,233.825908,24.704437,196922.9572
655312_112,89.5,11,58,8.5533,-9,18,59.924,303,269,180,370,2018-04-20T16:01:54.537,2018,4,21,1,1,54.53696,0.2652,93.895968,90.663749,126.246667,72.484381,41.291724,34,86,232.115205,27.757724,195636.5283,235.248824,26.531389,196575.7545
655323_087,71.5,11,53,51.9817,-8,13,30.626,320,52,210,410,2018-04-20T16:01:41.059,2018,4,21,1,1,41.05856,0.33384,96.396179,91.442043,163.717271,57.424011,28.453339,56,104,232.429651,27.985881,199329.9727,234.909185,27.135993,194394.2843
655344_087,71.5,11,45,3.0086,-7,28,14.269,297,100,190,470,2018-04-20T16:01:41.059,2018,4,21,1,1,41.05856,0.33384,96.396179,91.442043,163.717271,57.424011,28.453339,56,104,232.429651,27.985881,199329.9727,234.909185,27.135993,194394.2843
655512_102,88,12,3,44.4217,-9,19,7.849,128,271,50,190,2018-04-20T16:04:07.224,2018,4,21,1,4,7.22432,0.39624,96.929653,87.815546,183.986874,43.450796,31.852368,60,127,232.849405,27.544321,203179.621,234.93197,25.995803,193929.9431
655522_102,87.5,12,0,15.1003,-9,16,58.478,295,246,90,450,2018-04-20T16:04:07.224,2018,4,21,1,4,7.22432,0.39624,96.929653,87.815546,183.986874,43.450796,31.852368,60,127,232.849405,27.544321,203179.621,234.93197,25.995803,193929.9431
655611_080,176.5,12,3,11.0589,-9,51,15.127,25,70,22,30,2018-04-20T16:04:59.157,2018,4,21,1,4,59.15672,0.19032,102.455688,98.710612,180.222792,58.218695,39.307685,31,59,232.541277,28.952039,205533.0772,234.182628,28.600955,200242.7008
655715_017,70.5,12,5,15.7525,-6,37,5.444,410,46,320,480,2018-04-20T16:05:30.372,2018,4,21,1,5,30.37232,0.22776,108.136948,103.097088,141.722397,66.355083,58.410045,37,69,231.934656,30.338387,208236.8239,235.797273,29.107637,205856.8249
655726_016,67,11,59,37.6025,-6,6,33.893,168,272,150,180,2018-04-20T16:05:30.372,2018,4,21,1,5,30.37232,0.22776,108.136948,103.097088,141.722397,66.355083,58.410045,37,69,231.934656,30.338387,208236.8239,235.797273,29.107637,205856.8249
655726_017,69.5,11,59,5.1013,-6,3,40.534,66,236,20,120,2018-04-20T16:05:30.372,2018,4,21,1,5,30.37232,0.22776,108.136948,103.097088,141.722397,66.355083,58.410045,37,69,231.934656,30.338387,208236.8239,235.797273,29.107637,205856.8249
656221_113,74.5,12,7,17.0695,-9,53,10.637,393,95,260,480,2018-04-20T16:11:45.103,2018,4,21,1,11,45.10304,0.3744,91.953887,86.5345,165.662276,55.377018,25.705341,66,117,232.101359,26.817023,197470.0771,234.473165,25.835385,192190.6847
656221_114,74.5,12,5,59.2708,-9,47,34.87,151,25,110,200,2018-04-20T16:11:45.103,2018,4,21,1,11,45.10304,0.3744,91.953887,86.5345,165.662276,55.377018,25.705341,66,117,232.101359,26.817023,197470.0771,234.473165,25.835385,192190.6847
