ID,Angle,Ra[hh],Ra[mm],Ra[ss],Dec[deg],Dec[mm],Dec[ss],X,Y,x_1,x_2,utc_mu,year_jst_mu,month_jst_mu,day_jst_mu,hour_jst_mu,minute_jst_mu,second_jst_mu,duration,alt_start,alt_end,azimuth_radiant,zenith_radiant,velocity,n_data_interferometry,n_data_doppler,azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso
621123_104,145,12,45,32.1435,-7,52,53,67,93,20,110,2018-04-19T16:53:15.920,2018,4,20,1,53,15.9204,0.18096,98.066383,93.605412,107.685016,57.779333,47.009062,28,57,232.992142,28.822886,197643.4399,234.912095,27.109478,199068.3839
621132_104,145.5,12,42,52.1782,-8,48,38.783,389,194,350,420,2018-04-19T16:53:15.920,2018,4,20,1,53,15.9204,0.18096,98.066383,93.605412,107.685016,57.779333,47.009062,28,57,232.992142,28.822886,197643.4399,234.912095,27.109478,199068.3839
621313_079,60,12,51,16.6476,-7,52,10.853,325,81,230,400,2018-04-19T16:55:08.914,2018,4,20,1,55,8.91432,0.22152,99.899619,95.879811,150.784636,72.748486,61.564745,34,67,231.226928,28.890152,200872.1069,235.442878,28.160729,197227.426
621412_051,86,12,51,16.8872,-8,35,31.814,326,20,180,450,2018-04-19T16:55:58.210,2018,4,20,1,55,58.21032,0.1716,97.607349,94.945593,171.882655,42.407306,21.702364,29,56,233.922623,27.688142,203655.5439,234.630529,27.194123,201316.9791
621425_004,140.5,12,45,23.0215,-6,18,11.089,32,110,10,60,2018-04-19T16:55:34.498,2018,4,20,1,55,34.49832,0.23088,100.741205,93.280923,128.909571,58.778479,59.821358,30,72,231.471007,29.616645,198270.7306,235.201819,27.346655,196904.4256
621425_005,142.5,12,45,44.795,-6,11,28.101,100,25,80,110,2018-04-19T16:55:34.498,2018,4,20,1,55,34.49832,0.23088,100.741205,93.280923,128.909571,58.778479,59.821358,30,72,231.471007,29.616645,198270.7306,235.201819,27.346655,196904.4256
621426_003,140.5,12,47,22.2511,-5,41,27.252,405,254,390,410,2018-04-19T16:55:34.498,2018,4,20,1,55,34.49832,0.23088,100.741205,93.280923,128.909571,58.778479,59.821358,30,72,231.471007,29.616645,198270.7306,235.201819,27.346655,196904.4256
621426_004,140.5,12,47,37.0506,-5,36,52.641,451,196,430,480,2018-04-19T16:55:34.498,2018,4,20,1,55,34.49832,0.23088,100.741205,93.280923,128.909571,58.778479,59.821358,30,72,231.471007,29.616645,198270.7306,235.201819,27.346655,196904.4256
621434_005,141.5,12,42,39.1309,-7,8,19.624,341,142,260,420,2018-04-19T16:55:34.498,2018,4,20,1,55,34.49832,0.23088,100.741205,93.280923,128.909571,58.778479,59.821358,30,72,231.471007,29.616645,198270.7306,235.201819,27.346655,196904.4256
621512_018,98,12,50,59.0321,-8,51,51.448,271,226,130,470,2018-04-19T16:56:44.180,2018,4,20,1,56,44.1804,0.33072,95.588304,89.024543,359.720696,23.577908,21.325144,41,90,234.653491,27.721627,199317.1847,233.928881,25.829001,197643.51
621513_017,152.5,12,50,46.04,-7,56,43.947,230,138,170,280,2018-04-19T16:56:44.180,2018,4,20,1,56,44.1804,0.33072,95.588304,89.024543,359.720696,23.577908,21.325144,41,90,234.653491,27.721627,199317.1847,233.928881,25.829001,197643.51
621521_017,153.5,12,47,9.5124,-9,39,32.826,376,223,350,380,2018-04-19T16:56:44.180,2018,4,20,1,56,44.1804,0.33072,95.588304,89.024543,359.720696,23.577908,21.325144,41,90,234.653491,27.721627,199317.1847,233.928881,25.829001,197643.51
621521_018,153,12,47,30.2054,-9,29,48.41,440,100,400,480,2018-04-19T16:56:44.180,2018,4,20,1,56,44.1804,0.33072,95.588304,89.024543,359.720696,23.577908,21.325144,41,90,234.653491,27.721627,199317.1847,233.928881,25.829001,197643.51
621623_107,105.5,12,53,9.1396,-7,58,12.837,271,159,40,450,2018-04-19T16:58:44.357,2018,4,20,1,58,44.35656,0.19656,105.096716,96.335959,110.125706,39.619663,57.87663,28,62,233.091472,30.001065,204417.7882,235.022602,27.319707,203397.2114
621912_042,152.5,12,56,32.3343,-8,45,24.765,88,145,45,120,2018-04-19T17:01:20.775,2018,4,20,2,1,20.77512,0.32448,91.330722,87.129165,36.984044,61.954271,28.586662,43,103,233.738853,27.159594,194012.8711,233.03578,25.020102,198964.2129
622015_098,70,12,57,55.291,-6,26,27.476,344,211,220,450,2018-04-19T17:02:51.336,2018,4,20,2,2,51.33624,0.2184,109.163916,99.640453,122.307852,50.366835,65.952581,23,67,231.603058,30.780564,207613.5877,234.935585,27.972572,205996.6789
622314_002,84.5,13,2,48.5281,-7,31,9.892,263,119,60,380,2018-04-19T17:05:23.433,2018,4,20,2,5,23.43312,0.23088,103.430829,95.783895,125.283095,58.892368,64.969553,32,70,231.597718,30.472107,198587.5406,235.601549,28.011996,197935.7854
622512_046,135.5,13,2,41.1578,-9,6,13.104,243,104,100,320,2018-04-19T17:07:51.262,2018,4,20,2,7,51.26184,0.3432,95.797272,87.525112,58.541431,37.106805,30.809213,55,108,233.547083,28.048618,197732.5076,233.750417,25.095016,199328.6168
622512_107,33,13,3,2.9169,-9,5,54.553,311,100,260,370,2018-04-19T17:08:21.626,2018,4,20,2,8,21.62568,0.22464,94.454753,92.66999,189.94808,79.077704,41.891264,47,68,232.375408,26.92447,202030.331,234.410206,27.420439,195181.8653
622521_046,135.5,12,59,9.1689,-9,59,19.379,404,169,310,470,2018-04-19T17:07:51.262,2018,4,20,2,7,51.26184,0.3432,95.797272,87.525112,58.541431,37.106805,30.809213,55,108,233.547083,28.048618,197732.5076,233.750417,25.095016,199328.6168
622524_107,33.5,12,59,5.8692,-7,35,57.707,387,182,330,420,2018-04-19T17:08:21.626,2018,4,20,2,8,21.62568,0.22464,94.454753,92.66999,189.94808,79.077704,41.891264,47,68,232.375408,26.92447,202030.331,234.410206,27.420439,195181.8653
622526_108,136.5,12,58,22.3827,-5,52,46.022,245,94,150,300,2018-04-19T17:08:21.626,2018,4,20,2,8,21.62568,0.22464,94.454753,92.66999,189.94808,79.077704,41.891264,47,68,232.375408,26.92447,202030.331,234.410206,27.420439,195181.8653
622712_020,144,13,1,49.186,-9,6,38.473,82,109,20,140,2018-04-19T17:09:43.413,2018,4,20,2,9,43.41336,0.21528,106.215102,101.317929,101.909292,68.136662,61.195313,27,64,232.449379,31.03818,200675.0169,235.416531,28.685866,204915.4074
622712_090,144,13,1,26.3065,-9,9,19.183,11,143,5,18,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622712_091,143.5,13,1,45.262,-9,3,14.007,70,66,30,110,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622713_019,144,13,3,49.958,-8,26,6.112,458,204,410,490,2018-04-19T17:09:43.413,2018,4,20,2,9,43.41336,0.21528,106.215102,101.317929,101.909292,68.136662,61.195313,27,64,232.449379,31.03818,200675.0169,235.416531,28.685866,204915.4074
622713_090,143,13,3,45.4721,-8,24,24.339,444,183,380,490,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622714_092,154,13,2,35.58,-7,24,44.579,223,37,198,236,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622715_020,160.5,13,3,8.5033,-6,41,28.831,326,97,280,350,2018-04-19T17:09:43.413,2018,4,20,2,9,43.41336,0.21528,106.215102,101.317929,101.909292,68.136662,61.195313,27,64,232.449379,31.03818,200675.0169,235.416531,28.685866,204915.4074
622715_091,154.5,13,3,49.4323,-6,46,30.99,454,160,410,480,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622716_019,160.5,13,4,1.0215,-6,5,30.131,489,249,481,496,2018-04-19T17:09:43.413,2018,4,20,2,9,43.41336,0.21528,106.215102,101.317929,101.909292,68.136662,61.195313,27,64,232.449379,31.03818,200675.0169,235.416531,28.685866,204915.4074
622721_090,142,12,58,34.7633,-10,4,21.806,298,232,270,310,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622721_091,142,12,59,14.2817,-9,51,46.364,420,73,340,460,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622742_091,172,12,48,30.254,-9,8,19.919,52,150,39,55,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622742_092,172.5,12,48,35.9778,-8,59,42.423,68,41,63,74,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622743_091,171.5,12,49,3.5732,-8,18,8.035,147,120,125,162,2018-04-19T17:10:19.203,2018,4,20,2,10,19.20288,0.27456,96.639079,90.844224,47.61554,52.050469,36.193935,50,79,234.523418,28.445963,197038.5544,234.2736,25.939196,200854.8945
622811_093,90,13,10,0.2069,-9,50,46.303,397,58,320,480,2018-04-19T17:11:37.262,2018,4,20,2,11,37.26216,0.40248,88.569892,85.703971,97.514092,71.11245,22.245456,68,130,233.203271,26.608481,191640.084,235.139834,25.032577,195699.2094
622811_094,90,13,8,40.6942,-9,50,50.16,150,60,40,250,2018-04-19T17:11:37.262,2018,4,20,2,11,37.26216,0.40248,88.569892,85.703971,97.514092,71.11245,22.245456,68,130,233.203271,26.608481,191640.084,235.139834,25.032577,195699.2094
622812_015,88.5,13,9,15.7308,-9,2,2.104,258,51,40,450,2018-04-19T17:10:57.757,2018,4,20,2,10,57.75672,0.2652,99.757528,94.162238,195.759845,43.413437,28.160201,39,81,232.444891,28.262792,204406.1619,233.404588,27.443304,198117.3353
622821_094,90,13,4,53.4233,-9,50,58.734,262,64,40,450,2018-04-19T17:11:37.262,2018,4,20,2,11,37.26216,0.40248,88.569892,85.703971,97.514092,71.11245,22.245456,68,130,233.203271,26.608481,191640.084,235.139834,25.032577,195699.2094
622822_016,88.5,13,5,0.0436,-9,0,20.364,281,32,140,410,2018-04-19T17:10:57.757,2018,4,20,2,10,57.75672,0.2652,99.757528,94.162238,195.759845,43.413437,28.160201,39,81,232.444891,28.262792,204406.1619,233.404588,27.443304,198117.3353
622831_094,90.5,13,0,29.337,-9,50,57.481,260,69,40,450,2018-04-19T17:11:37.262,2018,4,20,2,11,37.26216,0.40248,88.569892,85.703971,97.514092,71.11245,22.245456,68,130,233.203271,26.608481,191640.084,235.139834,25.032577,195699.2094
622841_094,91,12,56,58.7011,-9,50,50.786,424,75,370,490,2018-04-19T17:11:37.262,2018,4,20,2,11,37.26216,0.40248,88.569892,85.703971,97.514092,71.11245,22.245456,68,130,233.203271,26.608481,191640.084,235.139834,25.032577,195699.2094
622841_095,90,12,55,39.4462,-9,50,41.706,178,76,40,340,2018-04-19T17:11:37.262,2018,4,20,2,11,37.26216,0.40248,88.569892,85.703971,97.514092,71.11245,22.245456,68,130,233.203271,26.608481,191640.084,235.139834,25.032577,195699.2094
623013_025,125,13,10,1.3588,-8,23,50.251,400,176,300,470,2018-04-19T17:13:08.575,2018,4,20,2,13,8.5752,0.26208,102.036493,93.272849,71.484086,47.033752,49.381129,46,83,233.188046,29.920473,199026.7771,234.171931,26.477362,202470.0063
623022_025,124.5,13,5,22.1468,-9,11,20.706,350,171,240,470,2018-04-19T17:13:08.575,2018,4,20,2,13,8.5752,0.26208,102.036493,93.272849,71.484086,47.033752,49.381129,46,83,233.188046,29.920473,199026.7771,234.171931,26.477362,202470.0063
623031_025,125,13,0,44.358,-9,58,14.83,308,160,270,410,2018-04-19T17:13:08.575,2018,4,20,2,13,8.5752,0.26208,102.036493,93.272849,71.484086,47.033752,49.381129,46,83,233.188046,29.920473,199026.7771,234.171931,26.477362,202470.0063
623032_068,143.5,13,0,52.0762,-9,8,43.872,326,144,260,350,2018-04-19T17:13:29.379,2018,4,20,2,13,29.37936,0.18408,108.777191,104.180818,108.309993,65.420911,61.350726,29,58,232.627485,31.293025,204013.4443,235.354229,29.340174,206566.5462
623212_096,83.5,13,9,12.352,-9,8,2.416,248,126,40,450,2018-04-19T17:15:50.241,2018,4,20,2,15,50.24112,0.4524,105.80896,90.378241,80.173845,8.141153,34.452404,81,136,234.130934,30.405823,203444.7989,234.462662,26.297523,197477.4901
623213_097,134.5,13,9,25.8482,-8,26,28.274,290,209,230,340,2018-04-19T17:15:50.241,2018,4,20,2,15,50.24112,0.4524,105.80896,90.378241,80.173845,8.141153,34.452404,81,136,234.130934,30.405823,203444.7989,234.462662,26.297523,197477.4901
623221_098,134.5,13,3,44.6397,-9,48,31.765,49,33,15,70,2018-04-19T17:15:50.241,2018,4,20,2,15,50.24112,0.4524,105.80896,90.378241,80.173845,8.141153,34.452404,81,136,234.130934,30.405823,203444.7989,234.462662,26.297523,197477.4901
623222_096,83.5,13,4,59.9254,-9,0,47.484,281,37,130,440,2018-04-19T17:15:50.241,2018,4,20,2,15,50.24112,0.4524,105.80896,90.378241,80.173845,8.141153,34.452404,81,136,234.130934,30.405823,203444.7989,234.462662,26.297523,197477.4901
623222_097,134.5,13,5,58.9943,-9,16,14.751,465,233,440,480,2018-04-19T17:15:50.241,2018,4,20,2,15,50.24112,0.4524,105.80896,90.378241,80.173845,8.141153,34.452404,81,136,234.130934,30.405823,203444.7989,234.462662,26.297523,197477.4901
623226_039,77,13,4,50.6332,-6,5,53.676,241,259,130,260,2018-04-19T17:15:21.643,2018,4,20,2,15,21.6432,0.19656,105.525212,101.718063,117.45295,72.803041,63.777964,22,59,232.550618,30.718816,201150.71,236.074244,29.023558,203659.3152
623312_081,124,13,8,53.4073,-9,7,15.252,189,116,50,300,2018-04-19T17:16:44.994,2018,4,20,2,16,44.994,0.25584,102.087135,95.187333,76.658088,37.162056,33.6272,39,75,233.380142,29.492591,201588.0085,234.065731,27.113536,202336.575
623312_100,126.5,13,8,9.759,-9,0,38.444,53,33,25,80,2018-04-19T17:16:54.357,2018,4,20,2,16,54.35712,0.24024,106.532063,98.980149,70.692427,40.145338,41.894248,43,76,233.386492,31.16269,200581.247,234.038575,28.414276,201912.0699
623314_071,99,13,9,3.3854,-7,32,8.06,217,130,50,340,2018-04-19T17:16:40.192,2018,4,20,2,16,40.19232,0.20904,109.053147,102.82525,99.23044,58.86795,58.133522,35,63,231.962162,31.46483,203579.4898,234.456595,28.922511,206442.6818
623316_114,40.5,13,10,12.1264,-5,55,35.252,430,124,350,470,2018-04-19T17:17:00.934,2018,4,20,2,17,0.93408,0.33696,100.395927,96.283756,208.823161,65.887685,31.443857,30,66,232.406649,28.855112,202056.684,233.619988,29.078526,192654.5217
623316_114,40.5,13,10,12.1264,-5,55,35.252,430,124,350,470,2018-04-19T17:17:02.213,2018,4,20,2,17,2.21328,0.19344,112.642097,109.361303,110.02997,75.812565,65.283588,28,59,232.254239,32.499424,204516.0949,235.762134,30.672672,208607.8357
623321_081,124,13,3,57.0483,-9,56,4.757,88,128,30,220,2018-04-19T17:16:44.994,2018,4,20,2,16,44.994,0.25584,102.087135,95.187333,76.658088,37.162056,33.6272,39,75,233.380142,29.492591,201588.0085,234.065731,27.113536,202336.575
623324_071,98.5,13,5,18.1906,-7,40,45.84,333,242,245,480,2018-04-19T17:16:40.192,2018,4,20,2,16,40.19232,0.20904,109.053147,102.82525,99.23044,58.86795,58.133522,35,63,231.962162,31.46483,203579.4898,234.456595,28.922511,206442.6818
623411_020,74,13,16,1.177,-9,50,43.764,301,57,170,430,2018-04-19T17:17:33.095,2018,4,20,2,17,33.09504,0.33072,94.622825,88.22201,201.980423,53.947019,33.079245,60,107,233.013149,26.992321,201940.93,234.466791,26.381506,192329.5705
623416_052,88,13,15,17.8264,-5,52,45.139,159,89,40,250,2018-04-19T17:17:48.723,2018,4,20,2,17,48.72312,0.24024,112.788239,106.522819,115.781999,55.223782,44.54157,28,73,232.959516,32.040027,207240.5402,235.44128,29.983566,207252.0475
623423_081,120,13,10,53.6275,-8,23,59.975,159,181,40,260,2018-04-19T17:18:03.712,2018,4,20,2,18,3.7116,0.16848,97.986866,91.195645,107.171059,48.755881,61.547841,22,51,231.569192,29.167435,195488.6348,233.662558,26.808983,195923.5179
623423_082,119.5,13,12,7.0141,-8,13,43.353,387,50,330,430,2018-04-19T17:18:03.712,2018,4,20,2,18,3.7116,0.16848,97.986866,91.195645,107.171059,48.755881,61.547841,22,51,231.569192,29.167435,195488.6348,233.662558,26.808983,195923.5179
623426_052,88,13,11,29.971,-5,50,49.991,263,69,40,450,2018-04-19T17:17:48.723,2018,4,20,2,17,48.72312,0.24024,112.788239,106.522819,115.781999,55.223782,44.54157,28,73,232.959516,32.040027,207240.5402,235.44128,29.983566,207252.0475
623432_021,73.5,13,6,28.5837,-9,9,24.811,154,154,40,250,2018-04-19T17:17:33.095,2018,4,20,2,17,33.09504,0.33072,94.622825,88.22201,201.980423,53.947019,33.079245,60,107,233.013149,26.992321,201940.93,234.466791,26.381506,192329.5705
623512_032,127.5,13,16,39.2351,-9,13,46.696,419,198,370,470,2018-04-19T17:18:41.879,2018,4,20,2,18,41.87856,0.29952,100.425503,91.04165,216.486065,30.320625,36.648454,41,96,232.507688,28.939664,201608.2568,232.991667,27.339238,192311.5683
623541_033,142,13,3,39.711,-10,4,39.164,455,248,440,480,2018-04-19T17:18:41.879,2018,4,20,2,18,41.87856,0.29952,100.425503,91.04165,216.486065,30.320625,36.648454,41,96,232.507688,28.939664,201608.2568,232.991667,27.339238,192311.5683
623614_101,82.5,13,15,54.5773,-7,41,40.503,277,250,40,400,2018-04-19T17:20:19.463,2018,4,20,2,20,19.4628,0.22464,105.52791,97.365889,128.902933,57.970385,68.592603,35,66,231.450724,30.191767,204141.3093,235.490824,27.773982,202626.1315
623713_080,96.5,13,15,34.9594,-8,12,58.888,218,39,40,380,2018-04-19T17:21:11.670,2018,4,20,2,21,11.66976,0.14352,96.311858,91.287116,107.554985,53.978869,59.423512,20,46,233.322218,28.914839,193644.3675,235.137419,27.054088,194581.1723
624015_104,157,13,21,13.4666,-6,40,20.738,41,82,15,60,2018-04-19T17:24:45.998,2018,4,20,2,24,45.99816,0.24024,107.486211,97.458833,131.178127,46.894237,63.514675,29,64,231.254083,30.636799,205293.2929,234.681163,27.919562,201899.187
624016_103,157,13,22,30.9828,-5,55,9.97,282,118,230,320,2018-04-19T17:24:45.998,2018,4,20,2,24,45.99816,0.24024,107.486211,97.458833,131.178127,46.894237,63.514675,29,64,231.254083,30.636799,205293.2929,234.681163,27.919562,201899.187
624111_061,99.5,13,22,15.2597,-9,57,26.498,240,141,120,450,2018-04-19T17:25:27.447,2018,4,20,2,25,27.44736,0.34944,95.971234,86.358761,131.843417,37.749628,35.045318,55,113,232.102717,27.457833,201758.3307,234.422965,24.841194,198484.123
624121_061,99.5,13,18,38.9143,-10,6,11.226,386,254,270,480,2018-04-19T17:25:27.447,2018,4,20,2,25,27.44736,0.34944,95.971234,86.358761,131.843417,37.749628,35.045318,55,113,232.102717,27.457833,201758.3307,234.422965,24.841194,198484.123
624213_013,100,13,22,57.6678,-8,13,28.303,370,44,230,460,2018-04-19T17:26:05.773,2018,4,20,2,26,5.77344,0.24648,107.604308,99.015569,107.53502,48.894629,54.04311,48,80,231.277673,30.981228,203574.7799,233.938508,28.099283,203929.8191
624214_071,82.5,13,23,10.1573,-7,24,51.901,407,37,340,470,2018-04-19T17:26:35.123,2018,4,20,2,26,35.12328,0.14664,107.660681,103.044049,129.245522,57.790767,62.188307,14,43,232.232528,30.102682,208715.8065,234.61045,28.760229,207875.7266
624215_013,148.5,13,23,31.5503,-6,51,4.815,474,216,444,484,2018-04-19T17:26:05.773,2018,4,20,2,26,5.77344,0.24648,107.604308,99.015569,107.53502,48.894629,54.04311,48,80,231.277673,30.981228,203574.7799,233.938508,28.099283,203929.8191
624223_012,100,13,18,2.1857,-8,26,3.292,267,205,120,292,2018-04-19T17:26:05.773,2018,4,20,2,26,5.77344,0.24648,107.604308,99.015569,107.53502,48.894629,54.04311,48,80,231.277673,30.981228,203574.7799,233.938508,28.099283,203929.8191
624413_017,91,13,22,24.3055,-8,25,33.454,267,196,40,450,2018-04-19T17:28:14.414,2018,4,20,2,28,14.41416,0.16224,102.691032,95.659015,114.958764,46.180538,63.265981,33,52,231.595564,29.496292,202741.1518,233.68191,27.308039,202065.771
624413_113,126.5,13,22,4.7399,-8,20,42.68,206,135,60,220,2018-04-19T17:29:02.010,2018,4,20,2,29,2.00976,0.2808,99.755061,90.220402,87.054362,21.997321,37.127289,43,88,234.199698,28.91342,200443.3791,234.899062,26.064841,198669.8622
624422_113,126,13,17,25.6714,-9,11,6.825,157,166,60,250,2018-04-19T17:29:02.010,2018,4,20,2,29,2.00976,0.2808,99.755061,90.220402,87.054362,21.997321,37.127289,43,88,234.199698,28.91342,200443.3791,234.899062,26.064841,198669.8622
624423_017,91,13,17,49.1623,-8,26,33.658,227,211,40,450,2018-04-19T17:28:14.414,2018,4,20,2,28,14.41416,0.16224,102.691032,95.659015,114.958764,46.180538,63.265981,33,52,231.595564,29.496292,202741.1518,233.68191,27.308039,202065.771
624431_114,126.5,13,13,39.5077,-9,51,36.959,275,75,210,330,2018-04-19T17:29:02.010,2018,4,20,2,29,2.00976,0.2808,99.755061,90.220402,87.054362,21.997321,37.127289,43,88,234.199698,28.91342,200443.3791,234.899062,26.064841,198669.8622
624532_087,65,13,14,17.501,-9,2,15.897,387,60,310,470,2018-04-19T17:29:51.315,2018,4,20,2,29,51.31512,0.17784,106.593236,100.663391,128.072747,58.366177,62.668026,32,55,231.92618,30.685092,203342.0037,234.926856,28.904669,202289.7126
624542_085,135.5,13,9,38.0831,-9,12,14.077,340,193,260,435,2018-04-19T17:29:51.315,2018,4,20,2,29,51.31512,0.17784,106.593236,100.663391,128.072747,58.366177,62.668026,32,55,231.92618,30.685092,203342.0037,234.926856,28.904669,202289.7126
624613_060,87,13,28,35.1654,-8,25,42.457,201,198,100,270,2018-04-19T17:30:53.740,2018,4,20,2,30,53.74008,0.19656,100.170284,92.514648,147.483139,46.531,58.025136,29,54,232.379918,29.00072,200742.6219,234.956648,27.173221,196395.3888
624622_075,80.5,13,24,14.2975,-9,1,8.235,208,40,80,320,2018-04-19T17:31:00.969,2018,4,20,2,31,0.96912,0.25896,95.278326,89.980472,200.326283,49.902901,31.169322,45,83,233.979308,27.077408,202759.8585,235.077119,26.443881,195683.8165
624623_060,87,13,25,4.889,-8,22,35.546,363,160,250,430,2018-04-19T17:30:53.740,2018,4,20,2,30,53.74008,0.19656,100.170284,92.514648,147.483139,46.531,58.025136,29,54,232.379918,29.00072,200742.6219,234.956648,27.173221,196395.3888
624713_041,119,13,29,52.4715,-8,29,2.803,442,239,390,480,2018-04-19T17:31:47.285,2018,4,20,2,31,47.28552,0.39,96.711768,84.365686,92.323487,31.214388,37.923748,54,122,233.203064,28.844501,194839.5725,234.719243,24.85303,193922.1222
624822_072,74.5,13,24,25.8118,-9,9,28.578,244,145,40,450,2018-04-19T17:33:05.426,2018,4,20,2,33,5.42592,0.24024,95.879853,89.787744,187.177845,52.1,41.89329,39,77,233.617577,26.914784,205081.2899,235.446335,26.115164,197408.7072
624843_072,74.5,13,14,43.2162,-8,28,53.815,61,255,20,120,2018-04-19T17:33:05.426,2018,4,20,2,33,5.42592,0.24024,95.879853,89.787744,187.177845,52.1,41.89329,39,77,233.617577,26.914784,205081.2899,235.446335,26.115164,197408.7072
624912_074,74.5,13,29,40.3082,-9,1,10.13,404,37,320,470,2018-04-19T17:34:09.121,2018,4,20,2,34,9.12072,0.312,97.785024,91.239817,205.689584,53.441497,35.93054,48,101,232.741598,27.727277,203770.5798,234.056228,27.195217,193604.5921
625111_061,123.5,13,28,40.4739,-9,57,57.937,220,146,60,310,2018-04-19T17:36:08.573,2018,4,20,2,36,8.57304,0.19968,98.786995,93.312392,73.995226,38.435778,35.751365,26,64,232.895321,28.278452,202357.2249,233.406688,26.373202,203247.1253
625112_090,118,13,29,1.2628,-9,1,40.99,283,43,240,320,2018-04-19T17:36:23.518,2018,4,20,2,36,23.51784,0.26832,101.976319,91.601508,71.0369,15.467784,41.835402,32,77,233.481523,29.921696,198904.6396,233.782618,26.915001,196106.2118
625316_077,157,13,35,19.5855,-5,55,55.923,237,126,215,255,2018-04-19T17:38:35.257,2018,4,20,2,38,35.25672,0.14976,97.844863,94.749734,151.670159,42.472083,30.836448,23,42,233.218391,28.293584,200371.1562,234.20158,27.585308,198443.6673
625334_013,108.5,13,26,40.2028,-7,28,56.673,253,97,0,470,2018-04-19T17:38:02.225,2018,4,20,2,38,2.22528,0.19344,102.26987,99.011387,128.470448,70.597013,53.528036,28,60,231.502839,29.12587,204120.989,234.400991,28.025931,204382.2668
625422_110,136,13,30,53.3544,-9,1,8.489,233,39,220,260,2018-04-19T17:39:54.523,2018,4,20,2,39,54.52344,0.234,103.426125,96.458681,68.868464,49.168444,46.221975,40,72,233.313372,29.893195,201844.8876,234.034981,27.094058,205113.7804
625422_111,134,13,30,33.96,-9,5,44.352,173,97,110,200,2018-04-19T17:39:54.523,2018,4,20,2,39,54.52344,0.234,103.426125,96.458681,68.868464,49.168444,46.221975,40,72,233.313372,29.893195,201844.8876,234.034981,27.094058,205113.7804
625514_073,25.5,13,36,10.3702,-7,34,12.732,399,153,337,430,2018-04-19T17:40:37.692,2018,4,20,2,40,37.69176,0.25272,93.989216,86.034918,138.52726,43.734396,44.081301,33,75,231.48538,27.288536,198734.5185,233.855032,25.185897,195389.6973
625522_018,98.5,13,30,59.6776,-9,3,17.194,253,66,40,450,2018-04-19T17:40:10.891,2018,4,20,2,40,10.89096,0.30888,96.250478,90.327807,136.228938,38.001932,24.80608,56,93,233.086696,28.075129,198488.2044,234.621582,26.491031,196117.9831
625522_019,103,13,29,42.5609,-8,58,25.215,13,5,5,25,2018-04-19T17:40:10.891,2018,4,20,2,40,10.89096,0.30888,96.250478,90.327807,136.228938,38.001932,24.80608,56,93,233.086696,28.075129,198488.2044,234.621582,26.491031,196117.9831
625522_043,95.5,13,30,36.5858,-8,59,57.348,181,24,40,320,2018-04-19T17:40:23.153,2018,4,20,2,40,23.15256,0.30264,103.986134,93.08648,105.652184,56.898394,66.126871,50,94,230.435229,30.431956,199865.6349,234.838526,26.332764,203038.968
625532_018,98.5,13,26,45.7586,-9,12,17.197,280,186,40,450,2018-04-19T17:40:10.891,2018,4,20,2,40,10.89096,0.30888,96.250478,90.327807,136.228938,38.001932,24.80608,56,93,233.086696,28.075129,198488.2044,234.621582,26.491031,196117.9831
625532_019,99.5,13,26,27.6801,-9,6,31.649,223,114,40,450,2018-04-19T17:40:10.891,2018,4,20,2,40,10.89096,0.30888,96.250478,90.327807,136.228938,38.001932,24.80608,56,93,233.086696,28.075129,198488.2044,234.621582,26.491031,196117.9831
