,ID,Angle,Ra[hh],Ra[mm],Ra[ss],Dec[deg],Dec[mm],Dec[ss],X,Y,x_1,x_2,utc_mu,year_jst_mu,month_jst_mu,day_jst_mu,hour_jst_mu,minute_jst_mu,second_jst_mu,duration,alt_start,alt_end,azimuth_radiant,zenith_radiant,velocity,n_data_interferometry,n_data_doppler,azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso,exposure_starting_time_tomoe,year_tomoe,month_tomoe,day_tomoe,hh[UT]_tomoe,mm_tomoe,ss_tomoe,ra1[deg],dec1[deg],ra2[deg],dec2[deg],az1[deg],el1[deg],az2[deg],el2[deg],az_middle[deg],el_middle[deg],az3[deg]_mu_at_kiso,el3[deg]_mu_at_kiso,az4[deg]_mu_at_kiso,el4[deg]_mu_at_kiso,az_intersection,el_intersection,distance,vector_az,vector_el,theta
322,590613_098,74.5,14,58,55.955,-7,50,5.747999999999999,400,35,327,470,2018-04-18T19:03:01.155,2018,4,19,4,3,1.1552799999999999,0.16535999999999998,104.866845,99.172851,151.168158,57.344111,66.85870200000001,24,52,232.025923,29.602614000000003,206321.7369,234.95582400000004,28.423032,202247.4391,2018-04-18T19:02:12.648182,2018.0,4.0,18.0,19.0,2.0,12.648182,224.6357409964358,-7.8078304869192925,224.82660250656963,-7.8608975154602865,233.75210076217536,29.002038302571812,233.5494813486514,29.086827894258885,233.65079105541338,29.044433098415347,226.0,32.028658533308786,242.0,25.587037468296742,233.61753457124522,28.96182908595937,0.08904727178894682,-0.03325648416816307,-0.08260401245597748,0.7779333057241502
323,590815_011,14.5,14,59,24.9153,-6,18,40.989,488,93,474,494,2018-04-18T19:04:23.664,2018,4,19,4,4,23.66368,0.19968,106.54666,102.217433,105.467049,68.46023000000001,60.549147,40,62,231.65715899999998,30.940721999999997,201830.2708,234.61232900000002,28.901112,205375.3222,2018-04-18T19:04:18.415740,2018.0,4.0,18.0,19.0,4.0,18.41574,224.83552763671958,-6.239710125409066,224.8616774713171,-6.342085705920108,235.22766277445442,29.957855404531763,235.1262635316272,29.899255792911465,235.1769631530408,29.928555598721616,226.0,34.8452006147632,242.0,23.80226230664573,234.51445906719968,28.968660226883376,1.1663236208842866,-0.6625040858411069,-0.9598953718382397,64.63683953523625
324,590816_096,68.0,14,58,33.9166,-5,34,7.678999999999999,326,138,205,435,2018-04-18T19:05:05.855,2018,4,19,4,5,5.85544,0.17784,103.883602,96.00891700000001,137.214999,36.155291999999996,53.063876,26,52,233.129758,29.71658,203749.4783,234.90558199999998,27.706389,200273.3174,2018-04-18T19:04:18.415740,2018.0,4.0,18.0,19.0,4.0,18.41574,224.4808663416237,-5.503751842644653,224.78592539170273,-5.627361161522712,236.10202250140085,30.26447221192579,235.74584775243798,30.37821699817532,235.92393512691942,30.321344605050555,226.0,37.787298361604684,239.06325584270243,23.0,234.05446426171991,28.669834261146903,2.49447544222238,-1.869470865199503,-1.6515103439036523,30.83134256866378
325,590832_096,17.0,14,49,29.0354,-8,45,19.205,270,134,236,290,2018-04-18T19:05:05.855,2018,4,19,4,5,5.85544,0.17784,103.883602,96.00891700000001,137.214999,36.155291999999996,53.063876,26,52,233.129758,29.71658,203749.4783,234.90558199999998,27.706389,200273.3174,2018-04-18T19:04:18.415740,2018.0,4.0,18.0,19.0,4.0,18.41574,222.32703340171722,-8.607752351355552,222.3968908392185,-8.842086935141825,235.50657420308778,26.532386108243422,235.27289311537194,26.406203284968274,235.38973365922988,26.46929469660585,226.0,37.787298361604684,239.06325584270243,23.0,235.73162630401464,26.77132627670559,0.45619475658480174,0.3418926447847639,0.3020315800997402,76.91038436721593
326,590834_115,73.5,14,49,36.4265,-7,10,36.135999999999996,285,153,141,456,2018-04-18T19:05:15.072,2018,4,19,4,5,15.07192,0.14352,102.361553,95.56370799999999,152.137194,35.488221,62.263606,19,44,231.629306,29.384371,202760.421,233.227648,27.83826,198543.7969,2018-04-18T19:04:18.415740,2018.0,4.0,18.0,19.0,4.0,18.41574,222.21047427632107,-7.118403213274718,222.62910979033137,-7.245851041573093,236.73835235719582,27.546212701920297,236.2972861012395,27.736190656764247,236.51781922921765,27.641201679342274,226.0,34.82972119974835,238.22935496988757,23.0,235.0258448005921,26.098825102111874,2.145906149313504,-1.4919744286255536,-1.5423765772303994,20.745655666551382
327,590834_115,73.5,14,49,36.4265,-7,10,36.135999999999996,285,153,141,456,2018-04-18T19:05:15.459,2018,4,19,4,5,15.4588,0.13727999999999999,109.24476200000001,102.950653,137.886938,39.243266999999996,64.727963,18,38,233.20339199999998,30.955088,206766.9649,234.898834,29.389064,203877.9407,2018-04-18T19:04:18.415740,2018.0,4.0,18.0,19.0,4.0,18.41574,222.21047427632107,-7.118403213274718,222.62910979033137,-7.245851041573093,236.73835235719582,27.546212701920297,236.2972861012395,27.736190656764247,236.51781922921765,27.641201679342274,226.0,37.608624218524625,241.81589749729508,23.0,236.64365180066724,27.77743319725232,0.1854531275273956,0.12583257144959248,0.13623151791004773,19.424923274992995
328,590841_012,105.0,14,43,51.0143,-9,29,45.291000000000004,43,99,1,165,2018-04-18T19:04:23.664,2018,4,19,4,4,23.66368,0.19968,106.54666,102.217433,105.467049,68.46023000000001,60.549147,40,62,231.65715899999998,30.940721999999997,201830.2708,234.61232900000002,28.901112,205375.3222,2018-04-18T19:04:18.415740,2018.0,4.0,18.0,19.0,4.0,18.41574,220.90613247414242,-9.51003652267199,221.12651792160693,-9.4548435443515,235.97040408918465,24.917334212221473,235.8362179712435,25.105776859858775,235.90331103021407,25.011555536040124,226.0,34.8452006147632,242.0,23.80226230664573,237.3051057538228,27.04260152687515,2.467828248485763,1.401794723608731,2.0310459908350253,19.933313871262268
329,590841_111,100.0,14,44,46.4974,-9,25,49.07899999999999,215,47,86,334,2018-04-18T19:05:13.244,2018,4,19,4,5,13.2436,0.15288,108.031878,101.044251,138.717816,40.144847,58.815466,20,42,233.029317,30.801546999999996,205374.7086,234.93146099999998,29.060685,202106.0486,2018-04-18T19:04:18.415740,2018.0,4.0,18.0,19.0,4.0,18.41574,221.0204840614719,-9.45829750169446,221.35360361293323,-9.40444520521318,235.9182113409789,25.032050008498516,235.6924899011244,25.29501500836572,235.80535062105164,25.16353250843212,226.0,37.234851130104744,241.55363760483135,23.0,237.34797153238938,26.84906939232967,2.2848881511083934,1.5426209113377354,1.6855368838975515,6.893101731938106
330,590841_111,100.0,14,44,46.4974,-9,25,49.07899999999999,215,47,86,334,2018-04-18T19:05:13.587,2018,4,19,4,5,13.5868,0.18095999999999998,107.241169,100.21743599999999,134.937447,50.001197,58.09581899999999,40,59,232.62165499999998,30.966611,202975.9484,235.244356,29.09723,200268.4987,2018-04-18T19:04:18.415740,2018.0,4.0,18.0,19.0,4.0,18.41574,221.0204840614719,-9.45829750169446,221.35360361293323,-9.40444520521318,235.9182113409789,25.032050008498516,235.6924899011244,25.29501500836572,235.80535062105164,25.16353250843212,226.0,35.6863240155343,242.0,24.282013726256338,237.47560539074578,27.506863725948296,2.8776643637978125,1.6702547696941394,2.3433312175161767,13.878067855750553
331,590841_111,100.0,14,44,46.4974,-9,25,49.07899999999999,215,47,86,334,2018-04-18T19:05:13.836,2018,4,19,4,5,13.8364,0.2028,101.666558,92.42234499999999,153.332795,37.239808000000004,57.961411,39,64,231.35871600000002,29.040345000000002,203451.5296,233.532121,26.942799,197650.8665,2018-04-18T19:04:18.415740,2018.0,4.0,18.0,19.0,4.0,18.41574,221.0204840614719,-9.45829750169446,221.35360361293323,-9.40444520521318,235.9182113409789,25.032050008498516,235.6924899011244,25.29501500836572,235.80535062105164,25.16353250843212,226.0,34.2120241444467,237.61751367343595,23.0,235.59817142150092,24.948860549772057,0.29834086304330776,-0.20717919955072261,-0.2146719586600625,5.375735272823493
332,590932_120,137.5,14,49,49.5971,-8,51,22.84,335,210,286,390,2018-04-18T19:06:20.879,2018,4,19,4,6,20.87896,0.23399999999999999,107.64531399999998,102.091307,177.293981,65.513235,56.884977,30,72,232.22935099999998,30.152527000000003,208392.6357,235.46504700000003,29.825222999999998,199680.59,2018-04-18T19:05:21.303418,2018.0,4.0,18.0,19.0,5.0,21.303418,222.3904504134996,-8.926548087095632,222.5308801566365,-8.777587984737432,235.4280418078482,26.164298484074028,235.4262813941859,26.36786698482771,235.42716160101705,26.26608273445087,226.0,30.782651554254787,242.0,29.164185542614632,235.7839205585576,29.792967623966483,3.544882787579724,0.3567589575405634,3.526884889515614,83.72847415919016
333,590942_025,116.5,14,45,40.4503,-8,51,0.2,380,212,271,461,2018-04-18T19:05:33.180,2018,4,19,4,5,33.1804,0.1716,102.784591,95.89659499999999,138.793911,36.792403,52.275776,26,46,232.337308,29.635853000000004,202102.7912,234.022379,27.889707,198905.8067,2018-04-18T19:05:21.303418,2018.0,4.0,18.0,19.0,5.0,21.303418,221.27158124525462,-8.919882900887245,221.5276851640531,-8.798126155050777,236.33351890732916,25.417886473209112,236.2207315321699,25.67961815488432,236.27712521974954,25.548752314046716,226.0,36.20285523015417,238.74105857444394,23.0,236.27936666024925,25.550915355616127,0.0031149324783639864,0.0022414404997164183,0.0021630415694104954,20.66771570681463
334,591023_034,128.0,14,52,33.084,-7,50,26.177,23,43,7,41,2018-04-18T19:06:40.320,2018,4,19,4,6,40.31968,0.13416,108.921691,102.979078,130.846398,43.47517,61.35781,17,36,233.537969,31.06379,205554.5242,235.29800099999997,29.469440000000002,203459.4579,2018-04-18T19:06:24.193495,2018.0,4.0,18.0,19.0,6.0,24.193495,223.11638956864218,-7.857014112122863,223.1619991572601,-7.822145908318468,235.8608578520996,27.26174766135785,235.85005375157317,27.318007176674612,235.8554558018364,27.289877419016232,226.0,37.89216634494727,242.0,23.398338959990383,236.6886724761829,28.209680479688856,1.2410832755426804,0.8332166743464882,0.9198030606726242,36.95693703580423
335,591043_107,49.5,14,46,8.4871,-7,51,32.816,458,67,423,486,2018-04-18T19:07:18.059,2018,4,19,4,7,18.0592,0.22464,103.27441800000001,100.268874,158.03436100000002,74.025853,48.634648999999996,36,70,231.582285,29.837566,201878.7891,234.92698199999998,29.523374,197890.0277,2018-04-18T19:06:24.193495,2018.0,4.0,18.0,19.0,6.0,24.193495,221.48911361192586,-7.819033334455828,221.5723621105305,-7.891157122513923,237.20823774533994,26.188422769815485,237.0862429588441,26.192792968722454,237.147240352092,26.19060786926897,226.0,30.36195110535334,242.0,28.85895337491617,237.43815245894254,29.28748128121677,3.110507158574213,0.29091210685052715,3.0968734119478007,3.314846297878505
336,591113_013,70.5,14,58,12.5271,-7,52,7.107,265,60,203,320,2018-04-18T19:07:33.344,2018,4,19,4,7,33.34408,0.19655999999999998,94.526112,91.19518599999999,92.93365,64.432363,38.421397999999996,30,63,232.488338,27.768578,196856.0045,233.891598,26.22612,199695.3523,2018-04-18T19:07:27.080772,2018.0,4.0,18.0,19.0,7.0,27.080772,224.46963876214184,-7.839271901478903,224.62543851024822,-7.894676932085619,234.973665450708,28.003068266654036,234.80178929376567,28.065299861096676,234.88772737223684,28.034184063875358,226.0,34.90053419828402,236.82657914775243,23.0,233.44269244441665,26.719555261786102,1.9535544092507202,-1.4450349278201884,-1.3146288020892563,27.801544334263447
337,591113_061,95.5,14,58,28.5287,-7,50,13.764000000000001,315,36,174,400,2018-04-18T19:07:56.760,2018,4,19,4,7,56.75968,0.24336,102.321979,97.30074300000001,154.448846,69.334796,58.148403,32,69,231.469454,29.097489000000003,204393.9268,235.63474700000003,28.25109,199543.9173,2018-04-18T19:07:27.080772,2018.0,4.0,18.0,19.0,7.0,27.080772,224.43055636397492,-7.854346473339461,224.73243855125435,-7.826758642084338,234.99474376599326,27.965923470330992,234.76396616700512,28.1866880026416,234.8793549664992,28.076305736486297,226.0,30.208897104098803,242.0,26.95765307396696,234.94341754222577,28.39157004827768,0.32170732024313203,0.06406257572658092,0.31526431179138115,32.24338945115903
338,591124_113,147.0,14,52,37.8941,-7,7,48.573,35,113,17,61,2018-04-18T19:08:23.710,2018,4,19,4,8,23.71024,0.2496,103.008612,92.616226,139.610728,40.172084000000005,56.031466,38,79,231.632915,29.231555,204931.3002,234.45382400000003,26.617016999999997,200158.3482,2018-04-18T19:07:27.080772,2018.0,4.0,18.0,19.0,7.0,27.080772,223.13365744086573,-7.166606199721562,223.19289902009987,-7.077522857384616,236.59088657997,27.602433462026372,236.61100696112757,27.70766578140805,236.60094677054877,27.65504962171721,226.0,34.45237932232655,238.3563397823115,23.0,235.0912670863924,26.026207735252363,2.220868892991397,-1.5096796841563673,-1.6288418864648477,57.99863183056147
339,591315_033,103.5,15,4,47.8718,-6,25,49.593,69,183,20,180,2018-04-18T19:11:05.295,2018,4,19,4,11,5.29504,0.25895999999999997,110.169032,100.202865,146.266483,40.003133,51.422124,36,73,231.66709,31.362831,206193.3004,234.44071200000002,29.065258,200425.1198,2018-04-18T19:10:49.641064,2018.0,4.0,18.0,19.0,10.0,49.641064,226.1343246470987,-6.445672828596201,226.34709358304974,-6.395886464056316,235.35358464905062,29.58123912634323,235.21157904154114,29.76000972223719,235.28258184529588,29.67062442429021,226.0,36.057253301441904,241.76267000719983,23.0,234.6425903346288,28.898028936007844,1.003241208404136,-0.6399915106670733,-0.7725954882823665,11.901106572490914
340,591415_005,84.5,15,4,58.1739,-6,32,24.261,102,266,49,194,2018-04-18T19:11:54.859,2018,4,19,4,11,54.859359999999995,0.23399999999999999,112.336056,103.187908,141.56638,49.795282,61.019380000000005,39,73,231.35726699999998,31.833901,207553.4808,234.88198300000002,29.654863,202772.6024,2018-04-18T19:11:52.524343,2018.0,4.0,18.0,19.0,11.0,52.524343,226.17200060433052,-6.533015682251078,226.364590998198,-6.552376406061254,235.47635743439164,29.366279827394823,235.29872779373005,29.480502266526138,235.38754261406086,29.423391046960482,226.0,35.14585247896903,242.0,25.254386613350448,235.35128069712627,29.364735365503854,0.06895952136516499,-0.03626191693459191,-0.05865568145662792,1.0174736659200132
341,591443_117,91.0,14,51,46.9004,-7,53,6.718999999999999,89,89,38,150,2018-04-18T19:12:50.458,2018,4,19,4,12,50.45776,0.1248,96.475372,92.381928,123.171535,55.752749,57.443141000000004,16,40,232.51314399999998,28.975831,193617.4847,234.357906,27.63895,193257.7427,2018-04-18T19:11:52.524343,2018.0,4.0,18.0,19.0,11.0,52.524343,222.87730796899973,-7.885604875835422,223.02688892866038,-7.884685773215882,237.14406309081548,26.15129448533071,237.0248302990464,26.253810029199865,237.08444669493093,26.20255225726529,226.0,33.69584283017852,240.75919278610897,23.0,236.8281024084814,25.84882279401519,0.4368488598663328,-0.2563442864495187,-0.35372946325009735,4.758242624651631
342,591511_040,130.0,15,4,34.9796,-9,28,19.85,36,59,12,73,2018-04-18T19:13:14.872,2018,4,19,4,13,14.87176,0.24648,106.771689,97.72403100000001,70.382848,32.36,43.202905,39,74,232.61757000000003,30.750522999999998,203306.6257,233.19512799999998,27.781843,203300.3087,2018-04-18T19:12:55.405524,2018.0,4.0,18.0,19.0,12.0,55.405524,226.1134170194217,-9.498473856883356,226.19558346590958,-9.431660885662687,233.50243779115095,26.944043266180092,233.4837383881674,27.047750090161294,233.49308808965918,26.995896678170695,231.2071810604155,38.0,234.12543765930772,23.0,233.353324246479,26.968705560994213,0.14238429939358538,-0.13976384318019086,-0.027191117176482038,0.7882018422773956
343,591614_065,47.0,15,4,34.751,-7,19,30.743000000000002,30,254,13,55,2018-04-18T19:14:30.941,2018,4,19,4,14,30.940479999999997,0.2184,107.54083700000001,98.568402,143.05654199999998,43.462329,55.181000000000004,36,67,232.459504,30.681456,205137.1572,235.1914,28.514466,200484.7594,2018-04-18T19:13:58.295806,2018.0,4.0,18.0,19.0,13.0,58.295806,226.1221557232691,-7.3042320671995755,226.17809458144018,-7.356038577744395,235.3664547247224,28.41144522733678,235.28015937754788,28.41041664942534,235.32330705113515,28.41093093838106,226.0,35.80525301605044,242.0,23.11375963562881,235.32277341891933,28.410258195213867,0.0008586889487854925,-0.0005336322158200346,-0.0006727431671933459,39.104987741474055
344,591714_053,129.5,15,5,5.5726,-7,9,48.297,126,131,25,226,2018-04-18T19:15:27.515,2018,4,19,4,15,27.51544,0.24648,107.83507900000001,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753000000003,201562.5058,235.43909,28.346201,202383.397,2018-04-18T19:15:01.171188,2018.0,4.0,18.0,19.0,15.0,1.171188,226.13831708067138,-7.2729435819295585,226.40697204131112,-7.054946637901521,235.59572745434411,28.26980859247064,235.5390113893843,28.61052612546458,235.5673694218642,28.44016735896761,233.83854318896908,38.0,236.3254607398176,23.0,235.42735946237386,28.416954477264266,0.14192119867540837,-0.14000995949035655,-0.023212881703344124,0.037142803396206035
345,591714_054,130.5,15,5,50.8263,-7,0,43.65,267,16,244,279,2018-04-18T19:15:27.515,2018,4,19,4,15,27.51544,0.24648,107.83507900000001,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753000000003,201562.5058,235.43909,28.346201,202383.397,2018-04-18T19:15:01.171188,2018.0,4.0,18.0,19.0,15.0,1.171188,226.43098517914643,-7.037970516874883,226.47784470981898,-6.998639737023101,235.53198167412347,28.639127988622704,235.52300976168334,28.699526458473294,235.5274957179034,28.669327223548,233.83854318896908,38.0,236.3254607398176,23.0,235.38931571491867,28.646417738574733,0.14006626191414892,-0.13818000298473976,-0.022909484973265393,0.9644571228837672
346,591723_053,129.5,15,0,45.6303,-8,1,41.395,136,182,40,210,2018-04-18T19:15:27.515,2018,4,19,4,15,27.51544,0.24648,107.83507900000001,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753000000003,201562.5058,235.43909,28.346201,202383.397,2018-04-18T19:15:01.171188,2018.0,4.0,18.0,19.0,15.0,1.171188,225.06129522196855,-8.132088538886116,225.2894227254166,-7.948057990386348,235.82733561933074,26.91514454553311,235.78078949961156,27.20354202318189,235.80406255947116,27.0593432843575,233.83854318896908,38.0,236.3254607398176,23.0,235.65650010567666,27.034878240611647,0.149576790095731,-0.1475624537945066,-0.024465043745852455,0.2454617550657487
347,591723_054,129.5,15,1,39.4366,-7,50,58.55,303,46,236,349,2018-04-18T19:15:27.515,2018,4,19,4,15,27.51544,0.24648,107.83507900000001,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753000000003,201562.5058,235.43909,28.346201,202383.397,2018-04-18T19:15:01.171188,2018.0,4.0,18.0,19.0,15.0,1.171188,225.32437174428563,-7.922096671682033,225.4760524571306,-7.799845227426183,235.77191418826152,27.24608448121502,235.7405500412936,27.43777664891992,235.75623211477756,27.34193056506747,233.83854318896908,38.0,236.3254607398176,23.0,235.60962249644004,27.317623496203016,0.14861094773217445,-0.1466096183375214,-0.024307068864455772,0.12145213966949778
348,591732_053,130.0,14,56,24.9728,-8,53,24.665,145,235,102,198,2018-04-18T19:15:27.515,2018,4,19,4,15,27.51544,0.24648,107.83507900000001,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753000000003,201562.5058,235.43909,28.346201,202383.397,2018-04-18T19:15:01.171188,2018.0,4.0,18.0,19.0,15.0,1.171188,224.04586386012755,-8.93736125598944,224.17570864622925,-8.832032591345204,236.03888755333264,25.64201557186264,236.01418158454837,25.80650335832284,236.02653456894052,25.72425946509274,233.83854318896908,38.0,236.3254607398176,23.0,235.877879692782,25.699613303723545,0.1506841248305361,-0.14865487615853112,-0.024646161369194175,0.8717553175159722
349,591732_054,129.5,14,57,31.3434,-8,40,13.724,350,67,240,409,2018-04-18T19:15:27.515,2018,4,19,4,15,27.51544,0.24648,107.83507900000001,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753000000003,201562.5058,235.43909,28.346201,202383.397,2018-04-18T19:15:01.171188,2018.0,4.0,18.0,19.0,15.0,1.171188,224.23229014196363,-8.789025489705233,224.46004360712917,-8.606900313579768,236.0011784149447,25.876066357306783,235.95533535303943,26.16269809092956,235.97825688399206,26.01938222411817,233.83854318896908,38.0,236.3254607398176,23.0,235.82896740534753,25.994630849144965,0.1513273901084032,-0.14928947864453335,-0.024751374973206453,0.3269290407708845
350,591741_054,129.0,14,53,14.1885,-9,30,54.782,375,107,229,461,2018-04-18T19:15:27.515,2018,4,19,4,15,27.51544,0.24648,107.83507900000001,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753000000003,201562.5058,235.43909,28.346201,202383.397,2018-04-18T19:15:01.171188,2018.0,4.0,18.0,19.0,15.0,1.171188,223.1114268678657,-9.66916556140726,223.42554455265915,-9.424371016943557,236.231587828517,24.477795679228528,236.1668620847497,24.86820652731816,236.19922495663337,24.673001103273343,233.83854318896908,38.0,236.3254607398176,23.0,236.05212968080525,24.648613515066426,0.1491032348056248,-0.14709527582812143,-0.024387588206916888,0.0003183602753505348
351,600612_110,82.0,8,57,47.0371,-8,55,58.839,122,259,41,197,2018-04-19T13:03:39.319,2018,4,19,22,3,39.31944,0.4212,96.95020699999999,92.573113,113.358741,68.832477,28.781599,70,133,231.70372000000003,28.57879,196872.3896,234.90945499999998,26.703674,199505.9119,2018-04-19T13:02:44.485547,2018.0,4.0,19.0,13.0,2.0,44.485547,134.33745286772125,-8.917927884662433,134.54647452223074,-8.94693269357604,233.90361437117397,27.40340464020749,233.70766433583955,27.518499265467515,233.80563935350676,27.460951952837505,226.0,31.915041009993104,241.24132853229867,23.0,233.75699002047457,27.37778010126782,0.09635514775042534,-0.04864933303218777,-0.08317185156968421,0.10412743046117864
352,600623_111,111.5,8,54,11.7541,-7,57,9.599,268,125,237,313,2018-04-19T13:03:39.319,2018,4,19,22,3,39.31944,0.4212,96.95020699999999,92.573113,113.358741,68.832477,28.781599,70,133,231.70372000000003,28.57879,196872.3896,234.90945499999998,26.703674,199505.9119,2018-04-19T13:02:44.485547,2018.0,4.0,19.0,13.0,2.0,44.485547,133.50753331472,-7.9686899296878675,133.60911890798963,-7.929386250789761,235.30706718961048,27.560711436446038,235.2529608235149,27.657501431639943,235.28001400656268,27.609106434042992,226.0,31.915041009993104,241.24132853229867,23.0,234.7909489326712,26.77299121522375,0.9686450875535518,-0.48906507389148146,-0.8361152188192413,30.47001554709306
353,601811_105,133.0,9,11,20.0831,-9,30,31.578000000000003,204,91,132,260,2018-04-19T13:16:37.160,2018,4,19,22,16,37.1604,0.3588,86.730032,83.12965600000001,57.382548,63.165197,22.725044,52,104,233.33415899999997,26.01706,191443.1017,233.52101800000003,24.163057000000002,195904.2633,2018-04-19T13:15:44.722207,2018.0,4.0,19.0,13.0,15.0,44.722207,137.7367102016437,-9.597157763789815,137.90908270682058,-9.440092666910502,233.28254973816794,26.984935661961796,233.25523098540606,27.215104593780826,233.268890361787,27.10002012787131,232.12643701386475,38.0,233.63823877470375,23.0,233.2254521754979,27.09564213277001,0.04365825087187819,-0.04343818628908025,-0.004377995101300769,1.0135478230360984
354,602442_052,110.5,9,4,10.4976,-8,36,48.239,102,36,33,169,2018-04-19T13:22:40.912,2018,4,19,22,22,40.911840000000005,0.16848,102.668244,101.255187,141.05292,75.659233,32.419098,26,48,232.932202,29.793167999999998,200966.50699999998,234.74452999999997,29.421231,200392.7093,2018-04-19T13:22:14.808603,2018.0,4.0,19.0,13.0,22.0,14.808603,135.9509706747143,-8.64623529681692,136.13379544568127,-8.581495753190673,236.7756996244977,25.418089977109517,236.67914807735386,25.589181597214292,236.7274238509258,25.503635787161905,226.0,31.215836752716953,242.0,27.93221921770119,237.41878309731968,28.87240447728567,3.4389795136250103,0.6913592463938869,3.3687686901237655,48.9652505953407
355,603312_004,128.5,9,28,40.162,-8,50,22.583000000000002,371,196,290,472,2018-04-19T13:34:14.226,2018,4,19,22,34,14.225760000000001,0.32136,99.551482,95.797161,61.54101800000001,70.950799,36.474199,46,103,233.3765,29.41307,197126.7153,233.920402,26.94221,204727.6298,2018-04-19T13:34:12.323536,2018.0,4.0,19.0,13.0,34.0,12.323536,142.05895091858702,-8.92483074743985,142.3023885076962,-8.733395273699406,234.03653383132496,27.28933766587507,233.97714127786782,27.592215311305576,234.0068375545964,27.440776488590323,231.4862883324591,38.0,234.78818726643354,23.0,233.8197211175125,27.399587184314555,0.19159624164813366,-0.18711643708388692,-0.04118930427576828,1.3197431382718552
356,603912_062,92.5,9,34,34.8618,-8,40,34.285,263,73,30,470,2018-04-19T13:41:14.512,2018,4,19,22,41,14.5116,0.15912,91.606909,88.94228299999999,144.81489299999998,38.911165000000004,23.100065,22,32,232.50780099999997,26.512337,198697.7132,233.256117,25.844609,197360.293,2018-04-19T13:40:43.497505,2018.0,4.0,19.0,13.0,40.0,43.497505,143.3338297599222,-8.689599010349365,143.92189409855166,-8.66442127424483,234.51083418354568,27.228045232794987,234.0412065757668,27.634051058228312,234.27602037965625,27.43104814551165,226.0,32.31929682195741,236.44404146691474,23.0,233.03582671533658,26.041175679314264,1.8627468419815485,-1.240193664319662,-1.3898724661973851,0.8984674786455009
357,603922_063,92.5,9,30,18.801,-8,43,18.814,284,109,119,474,2018-04-19T13:41:14.512,2018,4,19,22,41,14.5116,0.15912,91.606909,88.94228299999999,144.81489299999998,38.911165000000004,23.100065,22,32,232.50780099999997,26.512337,198697.7132,233.256117,25.844609,197360.293,2018-04-19T13:40:43.497505,2018.0,4.0,19.0,13.0,40.0,43.497505,142.35765621128132,-8.731696984173754,142.832220037442,-8.710556320504853,235.28102300664548,26.549089899603043,234.90851860455973,26.880395887117206,235.0947708056026,26.714742893360125,226.0,32.31929682195741,236.44404146691474,23.0,233.84748725810024,25.316924866958942,1.8733957090807434,-1.2472835475023487,-1.3978180264011826,0.09282954615228588
358,604013_056,136.5,9,39,57.1774,-7,49,53.461000000000006,46,43,15,72,2018-04-19T13:42:26.559,2018,4,19,22,42,26.558640000000004,0.36191999999999996,90.34306600000001,87.315126,151.254348,65.541969,21.540485,53,114,232.472117,26.255770000000002,197673.7821,234.674544,25.610489,195369.4354,2018-04-19T13:41:59.219157,2018.0,4.0,19.0,13.0,41.0,59.219157,144.94689822856387,-7.87464272074924,145.02286937637447,-7.795339445799718,234.0403596006435,28.690230149572894,234.03601455851063,28.79949521710913,234.03818707957709,28.74486268334101,226.0,28.152011795926498,242.0,23.464230543698832,233.24276386487227,26.029981004672738,2.829007002405614,-0.7954232147048117,-2.7148816786682737,71.3929088743356
359,604411_114,119.5,9,42,4.4544,-9,42,5.1770000000000005,443,242,397,484,2018-04-19T13:47:07.499,2018,4,19,22,47,7.499039999999999,0.30264,100.983465,96.742492,70.931547,64.957065,33.700464000000004,49,98,231.94931499999998,29.556871,199080.0143,232.93901200000002,27.274107,204529.7722,2018-04-19T13:46:10.750185,2018.0,4.0,19.0,13.0,46.0,10.750185,145.45676355341857,-9.73577327165908,145.5736047621461,-9.67083235579523,233.10456610187063,26.939596917645858,233.055163535882,27.064271903390082,233.07986481887633,27.00193441051797,228.28877915752426,38.0,234.7920598295519,23.0,233.06062873829225,26.993594568446778,0.02096615754041724,-0.019236080584079218,-0.008339842071190873,1.8232543733477728
360,604421_114,73.0,9,36,13.9768,-9,43,1.71,171,256,101,211,2018-04-19T13:47:07.499,2018,4,19,22,47,7.499039999999999,0.30264,100.983465,96.742492,70.931547,64.957065,33.700464000000004,49,98,231.94931499999998,29.556871,199080.0143,232.93901200000002,27.274107,204529.7722,2018-04-19T13:46:10.750185,2018.0,4.0,19.0,13.0,46.0,10.750185,143.96442764913323,-9.688751517347525,144.11179926969777,-9.733345364691317,234.36884245795886,25.998799270451165,234.2154080943674,26.062681849530893,234.29212527616312,26.03074055999103,228.28877915752426,38.0,234.7920598295519,23.0,233.60687984736416,25.73365100314411,0.7468758280178681,-0.6852454287989644,-0.2970895568469203,43.95629649588715
