,ID,Angle,Ra_hh_,Ra_mm_,Ra_ss_,Dec_deg_,Dec_mm_,Dec_ss_,X,Y,x_1,x_2,utc_mu,year_jst_mu,month_jst_mu,day_jst_mu,hour_jst_mu,minute_jst_mu,second_jst_mu,duration,alt_start,alt_end,azimuth_radiant,zenith_radiant,velocity,n_data_interferometry,n_data_doppler,azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso,exposure_starting_time_tomoe,year_tomoe,month_tomoe,day_tomoe,hh_UT__tomoe,mm_tomoe,ss_tomoe,ra1_deg_,dec1_deg_,ra2_deg_,dec2_deg_,az1_deg_,el1_deg_,az2_deg_,el2_deg_,az_middle_deg_,el_middle_deg_,az3_deg__mu_at_kiso,el3_deg__mu_at_kiso,az4_deg__mu_at_kiso,el4_deg__mu_at_kiso,az_intersection,el_intersection,distance,vector_az,vector_el,theta,az3_deg__tomoe,el3_deg__tomoe,az4_deg__tomoe,el4_deg__tomoe,az1_intersection_tomoe,el1_intersection_tomoe,az2_intersection_tomoe,el2_intersection_tomoe,az1_intersection_mu,el1_intersection_mu,az2_intersection_mu,el2_intersection_mu,percentage,Event_Number,MJD,Begining_time_of_the_event_YYYY,MM,DD,hh,mm,ss_ssssss,Duratin_s_,Radiant_Right_Ascension_,Radiant_Declination_,Radiant_Azimuth_,Radiant_Zenith_,Radiant_Azimuth__uncorrected,Radiant_Zenith__uncorrected,Zenith_angle_correction,Initial_velocity_observed__km_s_,Initial_velocity_geocentric__km_s_,RCS_dBsm_at_max_SNR,SNR_max_dB_,Beginning_height_km_,EndHeight_km_,AzimuthOfMeteorStartPoint,ZenithOfMeteorStartPoint,AzimuthOfMeteorEndPoint,ZenithOfMeteorEndPoint,x6ParametersForOrbit,x6ParametersForOrbit_1,x6ParametersForOrbit_2,x6ParametersForOrbit_3,x6ParametersForOrbit_4,x6ParametersForOrbit_5,Period_yr_,HeliocentricVelocity_km_s_,Radiant_eclipticLongitude_,Radiant_eclipticLatitude_,SolarLongitude,RAError,decError,azError,zeError,velocityError,aError,eError,qError,iError,omegaError,PError,heliocentricVelocityError,radiant_eclipticLongitude_,radiant_eclipticLatitude_,HammerX,HammerY,TimeFromPerihelion_days_,x_start_km_,y_start_km_,z_start_km_,x_end_km_,y_end_km_,z_end_km_,incidence_angle_deg_,line_intensity,flux_meteor,v_mag_meteor,v_mag_meteor_err,star_number_ucac,v_band_abs_mag_meteor,v_band_abs_mag_meteor_error,zero_mag_ucac,g_mag_meteor,g_mag_meteor_err,star_number_gaia,g_band_abs_mag_meteor,g_band_abs_mag_meteor_error,zero_mag_gaia,v_band_abs_mag_meteor_coverted,mag_calculated,mass_grams_calculated,log_mass_grams,size_calculated,size_log_calculated
584,624016_103,157.0,13,22,30.9828,-5,55,9.97,282,118,230,320,2018-04-19T17:24:45.998,2018,4,20,2,24,45.99816,0.24024,107.486211,97.458833,131.178127,46.894237,63.514675,29,64,231.254083,30.636799,205293.2929,234.681163,27.919562,201899.187,2018-04-19T17:23:54.123465,2018,4,19,17,23,54.123465,200.559579646497,-6.08120287458565,200.67994714509499,-5.80099535026341,235.428457191806,30.0142534021566,235.54366867882302,30.3022220061993,235.48606293531398,30.158237704178,226.0,34.8026161763341,240.88589690394696,23.0,234.08552477925,28.3918270804874,2.2542656494032203,-1.40053815606439,-1.76641062369062,73.395607181794,232.62217014026,23.0,238.62342264138002,38.0,240.183121420377,41.8984331488453,234.49796295766103,27.6885033175595,234.120250195042,28.3642942581922,234.050799363457,28.419359902782602,0.0,1001367,58227.725532,2018,4,20,17,24,45.99816,0.24024,278.350035,-0.530995,131.495499,47.100256,131.178127,46.894237,0.386069,63.514675,62.32158,-34.989407,10.229449,107.486211,97.458833,144.895539,3.360751,293.580653,2.883563,4.323171,0.830572,0.7324649999999999,29.355324,135.381484,246.222118,8.98884,39.3103,279.05269300000003,22.643925,29.355324,1.348043,1.298657,1.495906,0.764455,0.912164,2.783701,0.084393,0.041284,2.393627,13.59842,9.890906,0.912164,1.348043,1.298657,0.337308,0.394166,-38.99576500000001,-5.16385389939849,3.62981798347356,107.486211,1.96380278689899,-4.4991074266633,97.458833,47.1542138474496,37.4713132388206,1031850.56460862,9.391592561955802,0.061285219413961436,14.0,8.45504624336338,0.061285219413961436,24.42563457731297,9.066830074053684,0.0259045051076836,22.0,8.130283755461264,0.0259045051076836,24.100872089410853,8.541160418954583,11.333931659388647,5.118762553938547e-06,-5.290835015772273,0.00016971183219167247,-3.7702878779155813
585,624111_061,99.5,13,22,15.2597,-9,57,26.498,240,141,120,450,2018-04-19T17:25:27.447,2018,4,20,2,25,27.44736,0.34944000000000003,95.971234,86.358761,131.843417,37.749628,35.045318,55,113,232.102717,27.457833,201758.3307,234.422965,24.841194,198484.123,2018-04-19T17:24:57.008461,2018,4,19,17,24,57.008461,200.402531419789,-9.983002723252367,200.845629149028,-9.91252630866409,232.518054735907,27.1592009075989,232.83641660787004,26.820136677153894,232.677235671888,26.9896687923764,226.0,34.3401176989473,236.05560392960098,23.0,232.588009149166,26.910549104527696,0.119253081144141,-0.0892265227221287,-0.079119687848781,1.63203721709981,226.0,34.1011101236756,236.423305918186,23.0,232.176350239272,27.5231256812428,234.57115185568802,24.972595486997598,232.43378374451598,27.0844754299029,232.74223455381698,26.7366227791524,100.0,1001369,58227.726012,2018,4,20,17,25,27.44736,0.34944000000000003,272.64756600000004,5.91451,132.542343,38.413524,131.843417,37.749628,1.036257,35.045318,33.052948,-25.001755,18.037813,95.971234,86.358761,181.641378,2.880207,271.110121,3.74161,0.6646310000000001,0.722511,0.184428,29.355793,76.783837,341.14256,0.54184,20.669418,273.020822,29.323666,29.355793,0.08325,0.10637,0.00369,0.125139,0.058128,0.001999,0.002274,0.002064,0.295031,0.47737,0.002444,0.058128,0.08325,0.10637,0.417159,0.5094069999999999,-58.162243,-4.826473767718031,-0.13830400406995702,95.971234,0.109415984128794,-5.64649223830986,86.358761,37.5758840740244,109.14175938505899,1652202.70168992,9.38611347614208,0.016355870141000727,17.0,8.516659671905717,0.016355870141000727,24.93127179611061,9.073374817208872,0.03913018656722413,25.0,8.203921012972513,0.03913018656722413,24.6185331371774,8.611336725362804,9.153221615720524,0.0003924558957194336,-3.4062091422866705,0.0007209758979119487,-3.1420792534203805
586,624121_061,99.5,13,18,38.9143,-10,6,11.226,386,254,270,480,2018-04-19T17:25:27.447,2018,4,20,2,25,27.44736,0.34944000000000003,95.971234,86.358761,131.843417,37.749628,35.045318,55,113,232.102717,27.457833,201758.3307,234.422965,24.841194,198484.123,2018-04-19T17:24:57.008461,2018,4,19,17,24,57.008461,199.506122347883,-10.128379381051001,199.788506922818,-10.0825640587081,233.272079423977,26.347162054443803,233.470833638121,26.1289808376542,233.371456531049,26.238071446049,226.0,34.3401176989473,236.05560392960098,23.0,233.26669041321202,26.145172358563105,0.140022069340627,-0.104766117837414,-0.0928990874858755,0.76793313196721,226.0,34.330042539023296,236.321207912354,23.0,232.189888524109,27.53513046230589,234.545209336293,24.9495915194118,233.16879311924802,26.2555751592032,233.364587707175,26.034769557923003,100.0,1001369,58227.726012,2018,4,20,17,25,27.44736,0.34944000000000003,272.64756600000004,5.91451,132.542343,38.413524,131.843417,37.749628,1.036257,35.045318,33.052948,-25.001755,18.037813,95.971234,86.358761,181.641378,2.880207,271.110121,3.74161,0.6646310000000001,0.722511,0.184428,29.355793,76.783837,341.14256,0.54184,20.669418,273.020822,29.323666,29.355793,0.08325,0.10637,0.00369,0.125139,0.058128,0.001999,0.002274,0.002064,0.295031,0.47737,0.002444,0.058128,0.08325,0.10637,0.417159,0.5094069999999999,-58.162243,-4.826473767718031,-0.13830400406995702,95.971234,0.109415984128794,-5.64649223830986,86.358761,37.5758840740244,136.993291388915,2073822.95668896,9.213951931177526,0.009609919037756594,41.0,8.344498126941165,0.009609919037756594,25.005881125419325,8.803138453998354,0.030911406812722007,47.0,7.933684649761993,0.030911406812722007,24.59506764824016,8.353801471223179,9.153221615720524,0.0003924558957194336,-3.4062091422866705,0.0007209758979119487,-3.1420792534203805
587,624213_013,100.0,13,22,57.6678,-8,13,28.303,370,44,230,460,2018-04-19T17:26:05.773,2018,4,20,2,26,5.77344,0.24648,107.604308,99.015569,107.53502,48.894629,54.04311,48,80,231.277673,30.981228,203574.7799,233.938508,28.099283000000003,203929.8191,2018-04-19T17:25:59.890460,2018,4,19,17,25,59.89046,200.553126543033,-8.256469544465329,200.860456206415,-8.20398118934785,233.99659495234687,28.2844305967474,234.21507521013905,28.04324282517189,234.105835081243,28.1638367109596,226.0,36.697464938399,238.64656130473202,23.0,233.98333291960896,28.0507332203474,0.166730858552877,-0.122502161634401,-0.11310349061226402,0.543696332200556,226.0,37.1121431609713,238.783503308112,23.0,231.427984314459,31.1200070559533,234.061470878457,28.212811860092,233.87295834533,28.170279698227898,234.09370749388802,27.931186742466803,29.6941823325316,1001371,58227.726456,2018,4,20,17,26,5.77344,0.24648,292.607906,10.634432,107.701697,49.199724,107.53502,48.894629,0.563444,54.04311,52.60715,-18.926543,26.650876,107.604308,99.015569,125.84785,3.417697,259.863243,2.51576,1.1789120000000002,0.157696,0.993003,29.356226,118.14235,203.611815,1.280036,31.679198,296.462055,32.018044,29.356226,0.35480300000000004,0.33334400000000003,0.262844,0.27583,0.302174,0.042987,0.029181,0.004952000000000001,0.768124,11.84949,0.070062,0.302174,0.35480300000000004,0.33334400000000003,0.048563,0.551629,-22.202205,-3.76342266900002,5.208939540881941,107.604308,-0.765663081663392,-4.28249326401809,99.015569,49.209782804461604,152.39132691758698,3668276.23009663,8.487930492174003,0.04063809408862478,20.0,7.524466511314312,0.04063809408862478,24.899085571316828,8.175899294986191,0.050598020016099664,30.0,7.212435314126504,0.050598020016099664,24.587054374129014,7.666450854362558,7.826756113537117,0.000243760907559549,-3.6130359418368663,0.0006151463905366527,-3.2110215199371126
588,624214_071,82.5,13,23,10.1573,-7,24,51.901,407,37,340,470,2018-04-19T17:26:35.123,2018,4,20,2,26,35.12328,0.14664000000000002,107.660681,103.044049,129.245522,57.790767,62.188307,14,43,232.232528,30.102682,208715.8065,234.61045,28.760229,207875.7266,2018-04-19T17:25:59.890460,2018,4,19,17,25,59.89046,200.703095507649,-7.40254432995662,200.876176392116,-7.42560110111668,234.572550029618,28.876305910189398,234.73604571054298,28.7789728501943,234.65429787008,28.827639380191805,226.0,33.621248172979605,242.0,24.588467450987892,234.61484171440497,28.757749662924,0.0802580886916853,-0.0394561556751682,-0.069889717267845,1.31954636338041,226.0,33.9797589287866,242.0,24.454559540572,232.302964001372,30.2274471256734,234.649963265968,28.830219878219104,234.532016810614,28.804508362565603,234.697666618197,28.7109909632823,47.3487959512831,1001372,58227.726795,2018,4,20,17,26,35.12328,0.14664000000000002,286.987084,-8.165283,129.513778,58.156887,129.245522,57.790767,0.5142140000000001,62.188307,60.932248,-21.47581,15.971882,107.660681,103.044049,194.248991,2.894043,266.964146,4.080223,1.480571,0.459223,0.800659,29.356558000000003,151.934515,249.189139,1.80154,33.990133,287.36034,14.253838,29.356558000000003,0.463121,0.498014,0.232116,0.46277,0.783536,0.15681099999999998,0.048917,0.027168,1.251641,13.337339000000002,0.287866,0.783536,0.463121,0.498014,0.208794,0.248483,-48.929279,-5.2751914886394005,-1.33962907754525,107.660681,-0.389290873361274,-7.340223473029702,103.044049,59.17945594958421,152.584919554797,4297915.16773916,8.2989232052957,0.006916153166034471,25.0,7.429770188102879,0.006916153166034471,24.8820678031317,7.883599912765351,0.028804651812735237,30.0,7.014446895572531,0.028804651812735237,24.466744510601355,7.477767891480623,8.38336462882096,8.420213101813233e-05,-4.074676917078684,0.0004316166155621524,-3.3649018450177186
589,624215_013,148.5,13,23,31.5503,-6,51,4.815,474,216,444,484,2018-04-19T17:26:05.773,2018,4,20,2,26,5.77344,0.24648,107.604308,99.015569,107.53502,48.894629,54.04311,48,80,231.277673,30.981228,203574.7799,233.938508,28.099283000000003,203929.8191,2018-04-19T17:25:59.890460,2018,4,19,17,25,59.89046,200.84119495521,-6.9157867161137,200.894866427845,-6.82983782728297,234.991600240914,29.2325763460179,235.012151783759,29.332101545770602,235.001876012336,29.2823389458942,226.0,36.697464938399,238.64656130473202,23.0,233.838191694202,28.2079353876575,1.58382581056856,-1.1636843181341598,-1.0744035582367502,54.38294717460961,233.70459895757003,23.0,236.802037027862,38.0,236.312616671923,35.629878250188796,234.95052365895302,29.033654296430306,233.858265310315,28.186193694697103,233.818118078089,28.2296770806179,0.0,1001371,58227.726456,2018,4,20,17,26,5.77344,0.24648,292.607906,10.634432,107.701697,49.199724,107.53502,48.894629,0.563444,54.04311,52.60715,-18.926543,26.650876,107.604308,99.015569,125.84785,3.417697,259.863243,2.51576,1.1789120000000002,0.157696,0.993003,29.356226,118.14235,203.611815,1.280036,31.679198,296.462055,32.018044,29.356226,0.35480300000000004,0.33334400000000003,0.262844,0.27583,0.302174,0.042987,0.029181,0.004952000000000001,0.768124,11.84949,0.070062,0.302174,0.35480300000000004,0.33334400000000003,0.048563,0.551629,-22.202205,-3.76342266900002,5.208939540881941,107.604308,-0.765663081663392,-4.28249326401809,99.015569,49.209782804461604,104.58605065171899,2517535.16007418,8.735293381686954,0.13374129849885213,26.0,7.771829400827265,0.13374129849885213,24.737732243325638,8.364431936028083,0.07223887957445871,32.0,7.400967955168394,0.07223887957445871,24.36687079766677,7.8461224612754785,7.826756113537117,0.000243760907559549,-3.6130359418368663,0.0006151463905366527,-3.2110215199371126
590,624223_012,100.0,13,18,2.1857,-8,26,3.292,267,205,120,292,2018-04-19T17:26:05.773,2018,4,20,2,26,5.77344,0.24648,107.604308,99.015569,107.53502,48.894629,54.04311,48,80,231.277673,30.981228,203574.7799,233.938508,28.099283000000003,203929.8191,2018-04-19T17:25:59.890460,2018,4,19,17,25,59.89046,199.312090780129,-8.46755536338217,199.54253931275105,-8.42859317858731,234.925300280416,27.247251046576,235.085666680807,27.065266430602602,235.005483480611,27.1562587385893,226.0,36.697464938399,238.64656130473202,23.0,234.899513923755,27.0584194301298,0.14422925244273002,-0.105969556856479,-0.0978393084594842,1.32881632937446,226.0,37.375727710107896,238.66801423595902,23.0,231.474637511973,31.1630809039292,234.068621822919,28.219414166280398,234.817264287706,27.147503844369698,234.981763559804,26.969335015890003,0.0,1001371,58227.726456,2018,4,20,17,26,5.77344,0.24648,292.607906,10.634432,107.701697,49.199724,107.53502,48.894629,0.563444,54.04311,52.60715,-18.926543,26.650876,107.604308,99.015569,125.84785,3.417697,259.863243,2.51576,1.1789120000000002,0.157696,0.993003,29.356226,118.14235,203.611815,1.280036,31.679198,296.462055,32.018044,29.356226,0.35480300000000004,0.33334400000000003,0.262844,0.27583,0.302174,0.042987,0.029181,0.004952000000000001,0.768124,11.84949,0.070062,0.302174,0.35480300000000004,0.33334400000000003,0.048563,0.551629,-22.202205,-3.76342266900002,5.208939540881941,107.604308,-0.765663081663392,-4.28249326401809,99.015569,49.209782804461604,83.397887046291,2007505.89210131,9.182746585117266,0.026438737223395577,25.0,8.219282604257579,0.026438737223395577,24.939388656673174,8.810684757807724,0.03800309553710898,40.0,7.847220776948035,0.03800309553710898,24.56732682936364,8.271401400431477,7.826756113537117,0.000243760907559549,-3.6130359418368663,0.0006151463905366527,-3.2110215199371126
591,624413_017,91.0,13,22,24.3055,-8,25,33.454,267,196,40,450,2018-04-19T17:28:14.414,2018,4,20,2,28,14.41416,0.16224,102.691032,95.659015,114.958764,46.180538,63.265981,33,52,231.595564,29.496292,202741.1518,233.68191,27.308039,202065.771,2018-04-19T17:28:05.640661,2018,4,19,17,28,5.640661,200.297582240734,-8.43001959824636,200.84579184850497,-8.42255307092312,234.284575085098,27.766052338888397,234.73446667282903,27.3984551865978,234.509520878963,27.5822537627431,226.0,35.365169793852104,237.789323509998,23.0,233.939044675715,27.03834465134581,0.788213308650573,-0.570476203248489,-0.543909111397365,7.114129305978018,226.0,34.5352080472176,240.11760953759887,23.0,231.859271117242,29.7477182698276,234.218726455051,27.819855898562608,233.740136584628,27.2469683537638,234.137952766802,26.829720948927804,0.0,1001377,58227.72794500001,2018,4,20,17,28,14.41416,0.16224,287.360728,8.166819,115.165982,46.342857,114.958764,46.180538,0.382936,63.265981,62.027209,-18.771618,27.164253,102.691032,95.659015,145.293684,2.929617,250.753977,2.278091,5.494139,0.8256680000000001,0.957805,29.357681,126.41881,206.194426,12.87803,39.857077,290.0267330000001,30.40480800000001,29.357681,0.512001,0.518015,0.572395,0.301763,0.347773,1.523774,0.044207,0.007151,0.903674,4.49374,5.535883,0.347773,0.512001,0.518015,0.149536,0.524886,-19.037959,-4.32030294022622,2.9922242291602896,102.691032,-1.25436397357371,-3.59274796935377,95.659015,45.9286170747212,92.25812581516041,2600614.60302339,8.90115432634639,0.025924762659683,18.0,7.9781688029507505,0.025924762659683,24.938844318541413,8.63798317554458,0.03146883994269969,26.0,7.714997652148941,0.03146883994269969,24.67567316773961,8.145392762497941,7.792929694323144,0.0001355953300707371,-3.8677552673969338,0.0005059085721764916,-3.2959279617904684
592,624413_113,126.5,13,22,4.7399,-8,20,42.68,206,135,60,220,2018-04-19T17:29:02.010,2018,4,20,2,29,2.00976,0.2808,99.755061,90.220402,87.054362,21.997321,37.12728900000001,43,88,234.199698,28.91342,200443.3791,234.899062,26.064841,198669.8622,2018-04-19T17:28:05.640661,2018,4,19,17,28,5.640661,200.323991283801,-8.48737061483129,200.53849321752,-8.331554498282651,234.608955983842,27.631070027985,234.66938049237004,27.373323854598603,234.639168238106,27.5021969412918,231.96882185609797,38.0,235.65152119496102,23.0,234.551458853857,27.4806631218661,0.090314126604649,-0.0877093842487966,-0.0215338194256738,0.600217396880423,232.178124560462,38.0,235.694637011516,23.0,234.302417164559,28.938638919960603,234.971939015037,26.082733275673,234.51989996899601,27.609205592852106,234.58301773871798,27.3521206508802,100.0,1001381,58227.728495,2018,4,20,17,29,2.00976,0.2808,272.614462,33.110324,86.971168,21.955037,87.054362,21.997321,0.512207,37.12728900000001,35.27656599999999,-24.374692,17.741152,99.755061,90.220402,334.830884,1.619761,294.739936,3.566914,1.298285,0.324964,0.87639,29.358218,67.73781899999999,241.304938,1.479296,32.742254,273.970684,56.511209,29.358218,1.384189,1.146051,2.50641,0.949658,0.248775,0.10469,0.040392,0.025663,1.304006,15.682389,0.179473,0.248775,1.384189,1.146051,0.279267,0.951035,-48.773642,2.55302236382512,-1.19968068865695,99.755061,2.35359650245987,-5.10770499455108,90.220402,22.313685155089694,38.18870775473721,603394.428285075,10.51707835177423,0.017978003996453818,19.0,9.623111684896461,0.017978003996453818,24.96858159078241,10.2334531025815,0.030632988664503258,28.0,9.33948643570373,0.030632988664503258,24.68495634158969,9.693530573225653,9.016308296943231,0.00035504737094251866,-3.449713698870423,0.0006972992975751934,-3.1565807722816315
593,624422_113,126.0,13,17,25.6714,-9,11,6.825,157,166,60,250,2018-04-19T17:29:02.010,2018,4,20,2,29,2.00976,0.2808,99.755061,90.220402,87.054362,21.997321,37.12728900000001,43,88,234.199698,28.91342,200443.3791,234.899062,26.064841,198669.8622,2018-04-19T17:28:05.640661,2018,4,19,17,28,5.640661,199.22679973672797,-9.278189953823947,199.481640933028,-9.0959883221529,234.904179837327,26.3636117481344,234.975112941007,26.059578816747397,234.939646389167,26.2115952824409,231.96882185609797,38.0,235.65152119496102,23.0,234.86738741155497,26.193854743169,0.0744048827644597,-0.07225897761202299,-0.0177405392719088,0.661433413094217,232.189325460966,38.0,235.68893502743802,23.0,234.303353552678,28.9388688156878,234.96983155217498,26.0822158655337,234.83017083489398,26.3454415545125,234.90460398821602,26.0422679318255,92.55440893095259,1001381,58227.728495,2018,4,20,17,29,2.00976,0.2808,272.614462,33.110324,86.971168,21.955037,87.054362,21.997321,0.512207,37.12728900000001,35.27656599999999,-24.374692,17.741152,99.755061,90.220402,334.830884,1.619761,294.739936,3.566914,1.298285,0.324964,0.87639,29.358218,67.73781899999999,241.304938,1.479296,32.742254,273.970684,56.511209,29.358218,1.384189,1.146051,2.50641,0.949658,0.248775,0.10469,0.040392,0.025663,1.304006,15.682389,0.179473,0.248775,1.384189,1.146051,0.279267,0.951035,-48.773642,2.55302236382512,-1.19968068865695,99.755061,2.35359650245987,-5.10770499455108,90.220402,22.313685155089694,44.1778078679054,698024.224661962,10.484956579718672,0.027481328187234626,22.0,9.590989912840904,0.027481328187234626,25.09463281698738,10.385595144948363,0.09389314524182478,36.0,9.491628478070595,0.09389314524182478,24.995271382217073,9.838521939601275,9.016308296943231,0.00035504737094251866,-3.449713698870423,0.0006972992975751934,-3.1565807722816315
594,624423_017,91.0,13,17,49.1623,-8,26,33.658,227,211,40,450,2018-04-19T17:28:14.414,2018,4,20,2,28,14.41416,0.16224,102.691032,95.659015,114.958764,46.180538,63.265981,33,52,231.595564,29.496292,202741.1518,233.68191,27.308039,202065.771,2018-04-19T17:28:05.640661,2018,4,19,17,28,5.640661,199.20437762374698,-8.44568034161372,199.75293915320802,-8.43898952861602,235.176713931787,27.0301382133009,235.620394435287,26.658966297353306,235.398554183537,26.844552255327105,226.0,35.365169793852104,237.789323509998,23.0,234.730810414628,26.2079053313706,0.922605574826134,-0.667743768909162,-0.6366469239564799,6.450678005147481,226.0,34.7071455762436,239.994141314695,23.0,231.891510645662,29.7784564025582,234.225268599402,27.82609337507801,234.53248842449293,26.4159143048955,234.92913240476202,25.999896357845802,0.0,1001377,58227.72794500001,2018,4,20,17,28,14.41416,0.16224,287.360728,8.166819,115.165982,46.342857,114.958764,46.180538,0.382936,63.265981,62.027209,-18.771618,27.164253,102.691032,95.659015,145.293684,2.929617,250.753977,2.278091,5.494139,0.8256680000000001,0.957805,29.357681,126.41881,206.194426,12.87803,39.857077,290.0267330000001,30.40480800000001,29.357681,0.512001,0.518015,0.572395,0.301763,0.347773,1.523774,0.044207,0.007151,0.903674,4.49374,5.535883,0.347773,0.512001,0.518015,0.149536,0.524886,-19.037959,-4.32030294022622,2.9922242291602896,102.691032,-1.25436397357371,-3.59274796935377,95.659015,45.9286170747212,36.2205866828627,1021002.6035674,9.931478159151512,0.012886508330632871,22.0,9.008492635755873,0.012886508330632871,24.954045283011084,9.56753740575155,0.03324352378995708,36.0,8.64455188235591,0.03324352378995708,24.59010452961112,9.031257943885182,7.792929694323144,0.0001355953300707371,-3.8677552673969338,0.0005059085721764916,-3.2959279617904684
595,624431_114,126.5,13,13,39.5077,-9,51,36.959,275,75,210,330,2018-04-19T17:29:02.010,2018,4,20,2,29,2.00976,0.2808,99.755061,90.220402,87.054362,21.997321,37.12728900000001,43,88,234.199698,28.91342,200443.3791,234.899062,26.064841,198669.8622,2018-04-19T17:28:05.640661,2018,4,19,17,28,5.640661,198.326650682092,-9.92303041588565,198.489016524052,-9.80707857912441,235.17539230212398,25.178402627701306,235.218999355579,24.98482114632861,235.19719582885202,25.081611887015,231.96882185609797,38.0,235.65152119496102,23.0,235.14368337195702,25.0684738677067,0.0551016387614134,-0.0535124568941399,-0.0131380193083324,1.09922917376443,232.287140398991,38.0,235.66610928165198,23.0,234.32698544730098,28.94467075986811,234.971692273659,26.0826726973856,235.12003137845798,25.1648107852357,235.167335365457,24.972136950177607,0.0,1001381,58227.728495,2018,4,20,17,29,2.00976,0.2808,272.614462,33.110324,86.971168,21.955037,87.054362,21.997321,0.512207,37.12728900000001,35.27656599999999,-24.374692,17.741152,99.755061,90.220402,334.830884,1.619761,294.739936,3.566914,1.298285,0.324964,0.87639,29.358218,67.73781899999999,241.304938,1.479296,32.742254,273.970684,56.511209,29.358218,1.384189,1.146051,2.50641,0.949658,0.248775,0.10469,0.040392,0.025663,1.304006,15.682389,0.179473,0.248775,1.384189,1.146051,0.279267,0.951035,-48.773642,2.55302236382512,-1.19968068865695,99.755061,2.35359650245987,-5.10770499455108,90.220402,22.313685155089694,147.19480325458701,2325727.40420414,8.931258194730491,0.012841170495986149,22.0,8.03729152785272,0.012841170495986149,24.84765522029491,8.779981068458017,0.0821374141727564,35.0,7.886014401580247,0.0821374141727564,24.696378094022442,8.308371724705975,9.016308296943231,0.00035504737094251866,-3.449713698870423,0.0006972992975751934,-3.1565807722816315
596,624532_087,65.0,13,14,17.500999999999998,-9,2,15.897,387,60,310,470,2018-04-19T17:29:51.315,2018,4,20,2,29,51.31512,0.17784,106.593236,100.663391,128.072747,58.366177,62.668026,32,55,231.92618,30.685092,203342.0037,234.926856,28.904669,202289.7126,2018-04-19T17:29:08.515856,2018,4,19,17,29,8.515856,198.47036399082901,-8.98946644814145,198.68344038214696,-9.089751219094786,235.76825178532397,25.6604555900701,236.015005092123,25.59088965977389,235.89162843872398,25.625672624922,226.0,34.2013353978676,242.0,24.707885255299892,237.079385519445,27.6274857704216,2.3276646563237,1.18775708072116,2.00181314549967,14.937905896502599,226.0,28.414370143957896,242.0,23.9035698666345,229.92269035066602,27.3084655988555,233.398361794147,26.3285868669094,236.972869881003,27.690685826855997,237.185901157887,27.564285713987196,0.0,1001383,58227.729066,2018,4,20,17,29,51.31512,0.17784,288.961462,-7.95445,128.330555,58.73161800000001,128.072747,58.366177,0.512441,62.668026,61.413763,-31.617808,14.34276,106.593236,100.663391,123.858798,2.3760060000000003,311.711137,2.909841,1.50469,0.428805,0.8594709999999999,29.358776,152.528127,238.732296,1.84574,34.129655,289.3884490000001,14.215443,29.358776,0.599952,0.6055010000000001,0.454583,0.442363,0.788663,0.16104100000000002,0.058267,0.028144,1.355435,15.109485,0.298082,0.788663,0.599952,0.6055010000000001,0.174337,0.247713,-44.29094600000001,-2.46419031972718,3.67280453602276,106.593236,3.40454108135033,-3.81967805901822,100.663391,58.0746776131329,177.84320699490897,5277756.574167,8.173242240269204,0.09208184416280413,25.0,7.226534097523882,0.09208184416280413,24.9793656287506,7.514105467434253,0.17068934660389778,35.0,6.5673973246889314,0.17068934660389778,24.32022885591564,7.051729650428553,10.597774672489082,1.0628619853024405e-05,-4.973523125799377,0.0002165123890107604,-3.664517247924616
